,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.179 / 1.456 /  9,1.210 / 1.579 /  9,-1.000 / -1.000 /  0,1.146 / 1.165 /  9,1.186 / 1.356 /  9
1,1-1,1.901 / 2.116 /  9,1.807 / 1.807 /  9,-1.000 / -1.000 /  0,2.024 / 2.060 /  9,1.450 / 1.450 /  9
2,1-2,1.000 / 1.000 /  9,1.043 / 1.390 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.278 / 1.335 /  9,1.420 / 1.658 /  9,-1.000 / -1.000 /  0,1.271 / 1.271 /  9,1.344 / 1.534 /  9
4,1-4,1.486 / 1.730 /  9,1.471 / 1.800 /  9,-1.000 / -1.000 /  0,1.471 / 1.800 /  9,1.440 / 1.524 /  9
5,1-5,1.026 / 1.234 /  9,1.120 / 1.124 /  9,-1.000 / -1.000 /  0,1.110 / 1.124 /  9,1.000 / 1.000 /  9
6,1-6,1.159 / 1.179 /  9,0.895 / 1.127 /  9,-1.000 / -1.000 /  0,1.306 / 1.321 /  9,3.283 / 4.923 / 109
7,1-7,1.012 / 1.111 /  9,0.968 / 0.968 /  9,-1.000 / -1.000 /  0,1.184 / 1.517 /  9,1.382 / 1.594 /  9
8,2-0,1.618 / 1.618 /  6,0.899 / 0.899 /  6,-1.000 / -1.000 /  0,1.794 / 1.794 /  2,-1.000 / -1.000 /  0
9,2-1,1.058 / 2.057 /  7,0.891 / 0.891 /  9,-1.000 / -1.000 /  0,0.891 / 0.891 /  6,0.891 / 0.891 /  9
10,2-2,1.257 / 1.257 /  9,0.762 / 0.762 /  5,-1.000 / -1.000 /  0,1.375 / 1.375 /  9,1.283 / 1.343 /  7
11,2-3,0.890 / 0.890 /  8,1.029 / 1.029 /  6,-1.000 / -1.000 /  0,1.029 / 1.029 / 10,1.166 / 1.432 /  9
12,2-4,1.382 / 2.125 / 10,2.125 / 2.125 /  9,-1.000 / -1.000 /  0,1.417 / 2.125 /  6,2.149 / 2.334 /  9
13,2-5,1.246 / 1.335 /  6,0.830 / 1.000 /  6,-1.000 / -1.000 /  0,1.405 / 1.598 /  8,1.221 / 1.312 /  9
14,2-6,0.952 / 0.952 / 10,0.952 / 0.952 /  6,-1.000 / -1.000 /  0,0.952 / 0.952 /  7,1.393 / 1.532 /  6
15,2-7,1.331 / 1.331 /  6,1.072 / 1.072 /  6,-1.000 / -1.000 /  0,1.331 / 1.331 /  9,1.106 / 1.116 /  7
