,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.089 / 1.403 /  9,1.089 / 1.403 /  9,1.089 / 1.403 /  9,1.045 / 1.403 /  9
1,1-1,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,0.901 / 1.102 /  9,1.000 / 1.000 /  9,0.998 / 1.191 /  9
2,1-2,1.000 / 1.000 /  9,0.903 / 0.903 /  1,1.129 / 1.158 /  9,1.035 / 1.157 /  9,1.017 / 1.157 /  9
3,1-3,1.000 / 1.000 /  9,0.857 / 0.993 /  9,1.035 / 1.278 /  9,1.009 / 1.043 /  9,1.413 / 1.413 /  9
4,1-4,1.000 / 1.000 /  9,492.949 / 984.636 /  2,1.526 / 2.083 /  9,1.000 / 1.000 /  9,1.067 / 1.600 /  9
5,1-5,1.711 / 1.749 /  9,1090.264 / 2179.121 /  2,1.407 / 1.407 /  9,1.711 / 1.749 /  9,1.407 / 1.407 /  9
6,1-6,1.236 / 1.236 /  9,457.207 / 912.934 /  2,1.742 / 1.967 /  9,1.240 / 1.275 /  9,1.230 / 1.236 /  9
7,1-7,1.633 / 1.633 /  9,2186.169 / 4370.043 / 13433,1.574 / 1.629 /  9,1.633 / 1.633 /  9,1.604 / 1.734 /  9
8,2-0,0.895 / 0.895 / 10,-1.000 / -1.000 /  0,1.069 / 1.069 /  6,0.895 / 0.895 / 10,0.895 / 0.895 /  7
9,2-1,0.726 / 0.726 /  8,310.286 / 677.901 /  5,1.069 / 1.339 /  8,0.726 / 0.726 /  7,0.796 / 1.212 /  7
10,2-2,0.888 / 0.888 /  5,1.179 / 1.454 /  8,0.888 / 0.888 /  7,0.888 / 0.888 /  5,0.888 / 0.888 /  9
11,2-3,1.142 / 1.142 /  9,-1.000 / -1.000 /  0,1.060 / 1.060 /  6,1.142 / 1.142 /  6,1.060 / 1.060 /  7
12,2-4,0.977 / 0.977 /  6,0.980 / 0.980 /  8,0.843 / 0.921 / 10,0.999 / 1.175 /  9,0.921 / 0.921 /  8
13,2-5,0.931 / 0.931 /  8,-1.000 / -1.000 /  0,0.794 / 0.794 /  7,0.931 / 0.931 /  9,0.878 / 0.878 / 10
14,2-6,1.083 / 1.323 /  9,1.158 / 1.305 /  7,0.952 / 1.188 /  8,1.092 / 1.323 /  7,0.919 / 0.930 / 10
15,2-7,0.909 / 0.909 /  6,780.345 / 1529.660 /  3,1.315 / 1.315 /  8,0.909 / 0.909 /  6,0.909 / 0.909 /  8
