,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.550 / 1.588 /  9,-1.000 / -1.000 /  0,1.588 / 1.588 /  9,1.569 / 1.588 /  9,1.532 / 1.588 /  9
2,1-2,1.036 / 1.320 /  9,-1.000 / -1.000 /  0,1.014 / 1.123 /  9,1.000 / 1.000 /  9,1.342 / 1.543 /  9
3,1-3,1.369 / 1.369 /  9,-1.000 / -1.000 /  0,1.745 / 1.776 /  9,1.246 / 1.369 /  9,1.287 / 1.369 /  9
4,1-4,1.350 / 1.658 /  9,-1.000 / -1.000 /  0,1.408 / 1.666 /  9,1.308 / 1.339 /  9,1.293 / 1.331 /  9
5,1-5,1.039 / 1.353 /  9,-1.000 / -1.000 /  0,1.069 / 1.625 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
6,1-6,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,1.253 / 1.754 /  9,1.000 / 1.000 /  9,1.270 / 1.347 /  9
7,1-7,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,2.282 / 2.312 /  9,1.164 / 1.491 /  9,1.109 / 1.491 /  9
8,2-0,0.890 / 0.890 /  7,-1.000 / -1.000 /  0,0.907 / 1.066 / 10,0.965 / 1.066 /  7,1.243 / 1.504 /  5
9,2-1,0.895 / 0.895 /  6,-1.000 / -1.000 /  0,0.895 / 0.895 /  4,0.895 / 0.895 /  6,1.121 / 1.121 /  8
10,2-2,0.890 / 0.890 /  9,-1.000 / -1.000 /  0,0.890 / 0.890 / 11,0.890 / 0.890 /  9,1.443 / 1.443 /  7
11,2-3,1.266 / 1.495 /  7,-1.000 / -1.000 /  0,1.043 / 1.043 /  5,1.273 / 1.540 /  7,1.005 / 1.005 / 10
12,2-4,0.898 / 0.898 /  7,-1.000 / -1.000 /  0,0.993 / 0.993 /  7,0.898 / 0.898 /  8,1.339 / 1.494 / 12
13,2-5,1.003 / 1.377 /  7,-1.000 / -1.000 /  0,0.941 / 0.941 /  6,0.941 / 0.941 /  7,0.941 / 0.941 /  6
14,2-6,1.169 / 1.383 /  4,-1.000 / -1.000 /  0,1.098 / 1.098 /  8,1.216 / 1.713 / 10,1.078 / 1.078 /  6
15,2-7,1.006 / 1.594 /  7,-1.000 / -1.000 /  0,0.967 / 1.262 /  6,1.136 / 1.594 /  6,1.266 / 1.594 / 11
