,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.586 / 1.586 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.205 / 1.263 /  9,1.041 / 1.323 /  9,1.303 / 1.689 /  9,1.036 / 1.323 /  9,1.000 / 1.000 /  9
2,1-2,1.063 / 1.070 /  9,1.340 / 1.340 /  9,1.430 / 1.871 /  9,1.000 / 1.000 /  9,0.923 / 1.369 /  9
3,1-3,1.000 / 1.000 /  9,1.029 / 1.265 /  9,1.029 / 1.265 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.033 / 1.300 /  9,1.315 / 1.315 /  9,26.319 / 224.680 /  9,0.943 / 1.141 /  9,1.070 / 1.502 /  9
5,1-5,1.432 / 1.432 /  9,1.894 / 2.129 /  9,1.654 / 2.129 /  9,2.144 / 2.230 /  9,1.432 / 1.432 /  9
6,1-6,2.157 / 2.261 /  9,1.970 / 2.030 /  9,2.146 / 2.387 /  9,1.701 / 2.079 /  9,1.990 / 2.030 /  9
7,1-7,1.864 / 1.864 /  9,1.462 / 1.697 /  9,1.702 / 1.866 /  9,1.472 / 1.795 /  9,1.864 / 1.864 /  9
8,2-0,0.953 / 0.953 /  7,1.255 / 1.255 /  6,1.255 / 1.255 /  7,0.872 / 0.872 /  6,0.967 / 0.967 /  7
9,2-1,1.422 / 1.914 /  8,1.372 / 1.423 /  7,1.351 / 1.351 /  9,0.923 / 0.980 /  5,1.363 / 1.423 /  6
10,2-2,1.979 / 2.331 /  8,2.006 / 2.470 /  7,2.018 / 2.331 /  9,1.888 / 2.209 /  8,2.040 / 2.873 / 10
11,2-3,1.077 / 1.077 /  6,1.077 / 1.077 /  6,1.077 / 1.077 /  5,1.125 / 1.412 /  7,1.133 / 1.412 /  6
12,2-4,1.898 / 1.898 /  4,1.925 / 1.990 /  7,2.635 / 2.755 /  3,1.538 / 1.852 /  8,1.953 / 2.279 /  7
13,2-5,0.889 / 0.889 / 10,0.889 / 0.889 /  9,0.889 / 0.889 /  8,1.312 / 1.454 /  5,0.889 / 0.889 /  7
14,2-6,0.894 / 0.894 /  8,0.963 / 1.238 / 10,0.894 / 0.894 /  7,0.894 / 0.894 /  5,1.009 / 1.238 /  9
15,2-7,1.295 / 1.295 /  7,1.295 / 1.295 /  9,1.295 / 1.295 /  7,1.295 / 1.520 /  6,1.649 / 1.886 /  5
