,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.137 / 1.422 /  9,1.043 / 1.390 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.405 / 1.405 /  9,1.528 / 1.774 /  9,1.446 / 1.774 /  9,1.405 / 1.405 /  9,1.405 / 1.405 /  9
2,1-2,1.118 / 1.354 /  9,1.198 / 1.549 /  9,1.826 / 2.463 /  9,1.056 / 1.503 /  9,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,1.447 / 1.805 /  9,1.694 / 2.068 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.510 / 1.510 /  9,2.005 / 2.401 /  9,2.374 / 2.692 /  9,1.510 / 1.510 /  9,1.510 / 1.510 /  9
5,1-5,1.268 / 1.282 /  9,1.370 / 1.405 /  9,1.334 / 1.651 /  7,1.255 / 1.282 /  9,1.268 / 1.282 /  9
6,1-6,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
7,1-7,1.000 / 1.000 /  9,1.565 / 1.658 /  9,1.449 / 2.083 /  9,1.091 / 1.410 /  9,1.000 / 1.000 /  9
8,2-0,2.391 / 2.391 /  7,2.391 / 2.391 /  5,2.408 / 2.531 /  8,2.391 / 2.391 /  7,2.391 / 2.391 /  7
9,2-1,1.114 / 1.161 /  9,1.210 / 1.210 / 11,1.310 / 1.576 /  9,1.171 / 1.407 / 12,1.151 / 1.407 /  7
10,2-2,1.534 / 1.534 /  6,1.534 / 1.534 /  8,1.534 / 1.534 /  3,1.534 / 1.534 /  7,1.534 / 1.534 /  6
11,2-3,1.131 / 1.131 /  6,1.338 / 2.773 / 11,1.131 / 1.131 /  7,1.617 / 2.588 /  6,1.168 / 1.385 /  7
12,2-4,1.818 / 2.154 /  6,1.762 / 1.815 /  9,1.735 / 1.735 /  7,1.742 / 1.815 / 11,1.735 / 1.735 /  6
13,2-5,1.547 / 1.547 /  8,1.550 / 1.558 /  9,1.547 / 1.547 /  8,1.547 / 1.547 /  6,1.547 / 1.547 /  8
14,2-6,1.545 / 1.586 /  8,1.553 / 1.565 /  8,1.609 / 1.967 /  9,1.616 / 1.787 /  8,1.541 / 1.586 /  6
15,2-7,0.888 / 0.888 /  7,0.888 / 0.888 /  9,0.888 / 0.888 /  6,0.888 / 0.888 /  9,0.888 / 0.888 /  8
