,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.661 / 1.715 / 99 / 99,3.174 / 7.378 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.122 / 1.331 / 99 / 99,1.339 / 1.503 / 99 / 99,2.995 / 6.476 / 99 / 99,1.023 / 1.150 / 99 / 99
2,1-2,1.028 / 1.352 / 99 / 99,1.034 / 1.352 / 99 / 99,1.436 / 2.995 / 99 / 99,1.141 / 1.352 / 99 / 99
3,1-3,1.088 / 1.361 / 99 / 99,1.234 / 1.237 / 99 / 99,1.026 / 1.237 / 99 / 99,1.139 / 1.361 / 99 / 99
4,1-4,1.514 / 1.918 / 99 / 99,1.378 / 1.577 / 99 / 99,1.488 / 1.781 / 99 / 99,1.405 / 1.428 / 99 / 99
5,1-5,1.048 / 1.363 / 99 / 99,2.142 / 2.349 / 99 / 99,1985.834 / 17342.232 / 74 / 99,1.128 / 1.363 / 99 / 99
6,1-6,1.426 / 1.506 / 99 / 99,1.765 / 1.924 / 99 / 99,3.506 / 7.809 / 99 / 99,1.457 / 1.503 / 99 / 99
7,1-7,1.628 / 2.027 / 99 / 99,1.761 / 1.882 / 99 / 99,3.608 / 7.062 / 99 / 99,1.530 / 1.648 / 99 / 99
8,2-0,1.529 / 2.837 / 46 / 46,1.682 / 2.502 / 34 / 34,1888.384 / 12602.581 / 27 / 33,0.940 / 1.334 / 38 / 38
9,2-1,1.709 / 2.423 / 45 / 45,1.192 / 1.980 / 39 / 39,1.143 / 1.980 / 57 / 57,1.035 / 1.377 / 36 / 36
10,2-2,0.671 / 0.943 / 27 / 27,1.124 / 1.351 / 61 / 61,2.433 / 4.847 / 21 / 40,0.723 / 0.943 / 53 / 53
11,2-3,1.462 / 2.602 / 52 / 52,1.336 / 1.549 / 35 / 35,3.553 / 9.061 / 56 / 56,1.335 / 2.076 / 44 / 44
12,2-4,1.309 / 1.874 / 44 / 44,1.159 / 1.799 / 47 / 47,668.393 / 8535.599 / 54 / 60,1.090 / 1.249 / 68 / 68
13,2-5,1.298 / 1.364 / 19 / 19,1.076 / 1.440 / 45 / 45,1.259 / 1.264 / 28 / 28,1.368 / 1.892 / 39 / 39
14,2-6,0.756 / 0.932 / 52 / 52,0.719 / 0.719 / 61 / 61,0.743 / 0.838 / 38 / 38,0.719 / 0.719 / 38 / 38
15,2-7,1.431 / 1.620 / 39 / 39,1.032 / 1.269 / 37 / 37,2.897 / 6.010 / 66 / 66,1.342 / 1.441 / 51 / 51
