,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,3.239 / 3.723 / 99 / 99,3.465 / 3.533 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.005 / 1.253 / 99 / 99,2.941 / 2.976 / 99 / 99,3.113 / 3.168 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.175 / 1.288 / 99 / 99,2.328 / 2.434 / 99 / 99,2.393 / 2.829 / 99 / 99,1.135 / 1.332 / 99 / 99
3,1-3,1.544 / 1.693 / 99 / 99,1.535 / 2.143 / 99 / 99,2.869 / 3.060 / 99 / 99,1.555 / 1.693 / 99 / 99
4,1-4,1.308 / 1.760 / 99 / 99,1.308 / 1.644 / 99 / 99,2.417 / 2.650 / 99 / 99,1.598 / 1.971 / 99 / 99
5,2-0,0.951 / 1.276 / 50 / 50,0.924 / 1.276 / 76 / 76,1.058 / 1.276 / 49 / 49,1.051 / 1.276 / 74 / 74
6,2-1,2.391 / 2.420 / 47 / 47,2.572 / 2.572 / 51 / 51,2.757 / 2.757 / 38 / 38,2.387 / 2.420 / 46 / 46
7,2-2,2.446 / 2.480 / 49 / 49,2.480 / 2.480 / 63 / 63,2.634 / 2.776 / 69 / 69,2.441 / 2.480 / 43 / 43
8,2-3,2.938 / 3.321 / 35 / 35,2.948 / 3.354 / 60 / 60,2.997 / 3.411 / 37 / 37,2.997 / 3.411 / 46 / 46
9,2-4,2.896 / 3.117 / 23 / 23,2.857 / 3.363 / 57 / 57,2.945 / 3.200 / 55 / 55,2.877 / 3.190 / 34 / 34
10,2-5,2.703 / 3.083 / 71 / 71,2.860 / 3.083 / 36 / 36,2.543 / 3.083 / 44 / 44,2.781 / 3.233 / 58 / 58
11,2-6,1.477 / 1.629 / 48 / 48,1.501 / 1.642 / 41 / 41,1.433 / 1.642 / 49 / 49,1.463 / 1.629 / 50 / 50
12,2-7,2.796 / 2.796 / 59 / 59,2.796 / 2.796 / 71 / 71,2.796 / 2.796 / 43 / 43,2.796 / 2.796 / 46 / 46
13,2-8,2.332 / 2.506 / 65 / 65,2.245 / 2.506 / 32 / 32,2.231 / 2.506 / 35 / 35,2.323 / 2.506 / 43 / 43
14,2-9,0.937 / 1.269 / 42 / 42,0.993 / 1.269 / 63 / 63,0.970 / 1.269 / 63 / 63,0.999 / 1.269 / 60 / 60
15,2-10,2.718 / 2.915 / 56 / 56,2.789 / 2.915 / 30 / 30,2.708 / 2.915 / 41 / 41,2.794 / 3.163 / 58 / 58
16,2-11,1.400 / 1.620 / 45 / 45,1.495 / 1.697 / 40 / 40,1.724 / 1.879 / 49 / 49,0.967 / 1.298 / 59 / 59
17,2-12,2.616 / 2.789 / 40 / 40,2.588 / 2.692 / 32 / 32,2.585 / 2.789 / 57 / 57,2.631 / 2.789 / 64 / 64
18,2-13,1.419 / 1.517 / 35 / 35,1.415 / 1.517 / 41 / 41,1.383 / 1.517 / 37 / 37,1.405 / 1.517 / 36 / 36
19,2-14,1.973 / 2.442 / 54 / 54,1.947 / 2.223 / 64 / 64,1.855 / 2.223 / 57 / 57,1.887 / 2.223 / 44 / 44
