,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.712 / 2.130 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.729 / 2.181 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.138 / 1.243 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.831 / 2.436 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.286 / 1.604 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.329 / 1.604 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.432 / 3.327 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.159 / 1.350 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.026 / 2.454 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,2-0,1.088 / 1.252 / 56 / 56,-1.000 / -1.000 / 0 / 50,1.081 / 1.091 / 34 / 34,-1.000 / -1.000 / 0 / 49
6,2-1,1.253 / 1.253 / 65 / 65,-1.000 / -1.000 / 0 / 51,2.224 / 2.224 / 31 / 31,-1.000 / -1.000 / 0 / 61
7,2-2,1.469 / 1.962 / 72 / 72,-1.000 / -1.000 / 0 / 42,1.387 / 1.791 / 61 / 61,-1.000 / -1.000 / 0 / 78
8,2-3,1.297 / 1.437 / 42 / 42,-1.000 / -1.000 / 0 / 58,1.406 / 1.437 / 32 / 32,-1.000 / -1.000 / 0 / 50
9,2-4,1.012 / 1.615 / 66 / 66,-1.000 / -1.000 / 0 / 48,1.221 / 1.615 / 67 / 67,-1.000 / -1.000 / 0 / 59
10,2-5,2.344 / 2.422 / 50 / 50,-1.000 / -1.000 / 0 / 52,1.996 / 2.237 / 52 / 52,-1.000 / -1.000 / 0 / 61
11,2-6,2.004 / 2.004 / 32 / 32,-1.000 / -1.000 / 0 / 45,1.079 / 1.153 / 47 / 47,-1.000 / -1.000 / 0 / 56
12,2-7,1.996 / 2.013 / 51 / 51,-1.000 / -1.000 / 0 / 79,1.775 / 1.853 / 65 / 65,-1.000 / -1.000 / 0 / 42
13,2-8,0.981 / 0.981 / 38 / 38,-1.000 / -1.000 / 0 / 36,0.981 / 0.981 / 77 / 77,-1.000 / -1.000 / 0 / 31
14,2-9,1.387 / 3.035 / 43 / 43,-1.000 / -1.000 / 0 / 49,1.135 / 1.135 / 45 / 45,-1.000 / -1.000 / 0 / 51
15,2-10,2.006 / 2.102 / 57 / 57,-1.000 / -1.000 / 0 / 66,2.748 / 2.865 / 34 / 34,-1.000 / -1.000 / 0 / 63
16,2-11,0.887 / 0.887 / 54 / 54,-1.000 / -1.000 / 0 / 50,3.245 / 3.287 / 50 / 50,-1.000 / -1.000 / 0 / 48
17,2-12,1.126 / 1.530 / 16 / 16,-1.000 / -1.000 / 0 / 30,1.065 / 1.571 / 50 / 50,-1.000 / -1.000 / 0 / 56
18,2-13,1.993 / 2.204 / 32 / 32,-1.000 / -1.000 / 0 / 73,0.930 / 0.930 / 52 / 52,-1.000 / -1.000 / 0 / 79
19,2-14,1.602 / 1.924 / 46 / 46,-1.000 / -1.000 / 0 / 46,2.516 / 2.516 / 53 / 53,-1.000 / -1.000 / 0 / 63
