,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.636 / 2.089 / 99 / 99,2.046 / 2.494 / 99 / 99,2.059 / 2.494 / 99 / 99,1.440 / 1.997 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.197 / 1.758 / 99 / 99,2.608 / 2.732 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,0.957 / 0.957 / 99 / 99,1.845 / 2.070 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.384 / 1.489 / 99 / 99,2.598 / 2.598 / 99 / 99,1.222 / 1.222 / 99 / 99
4,1-4,1.325 / 1.619 / 99 / 99,1.751 / 2.000 / 99 / 99,1.676 / 2.134 / 99 / 99,1.316 / 1.711 / 99 / 99
5,2-0,1.146 / 1.146 / 47 / 47,1.461 / 1.634 / 29 / 29,2.686 / 2.878 / 63 / 63,1.212 / 1.212 / 42 / 42
6,2-1,2.892 / 3.252 / 68 / 68,2.840 / 3.252 / 39 / 39,2.849 / 3.252 / 40 / 40,2.800 / 3.092 / 29 / 29
7,2-2,1.851 / 2.318 / 53 / 53,1.851 / 2.318 / 31 / 31,1.952 / 2.318 / 53 / 53,1.835 / 2.128 / 37 / 37
8,2-3,2.082 / 2.454 / 64 / 64,1.839 / 2.197 / 67 / 67,1.843 / 2.451 / 51 / 51,1.961 / 2.454 / 26 / 26
9,2-4,0.994 / 1.555 / 72 / 72,0.902 / 1.545 / 37 / 37,0.842 / 1.140 / 22 / 22,0.975 / 1.391 / 68 / 68
10,2-5,1.684 / 2.096 / 36 / 36,1.693 / 2.096 / 54 / 54,1.696 / 1.935 / 43 / 43,1.728 / 1.957 / 63 / 63
11,2-6,1.476 / 1.483 / 52 / 52,1.475 / 1.475 / 50 / 50,1.476 / 1.483 / 28 / 28,1.475 / 1.475 / 62 / 62
12,2-7,1.438 / 1.787 / 52 / 52,1.581 / 2.390 / 34 / 34,1.997 / 2.786 / 38 / 38,1.702 / 1.787 / 41 / 41
13,2-8,2.052 / 2.052 / 45 / 45,2.069 / 2.226 / 62 / 62,2.161 / 2.226 / 39 / 39,2.052 / 2.052 / 56 / 56
14,2-9,0.908 / 0.912 / 80 / 80,0.885 / 0.912 / 43 / 43,0.872 / 0.912 / 25 / 25,0.923 / 0.957 / 58 / 58
15,2-10,1.387 / 1.650 / 50 / 50,0.961 / 1.278 / 56 / 56,0.996 / 1.278 / 34 / 34,0.947 / 1.278 / 59 / 59
16,2-11,2.789 / 3.147 / 82 / 82,1.438 / 1.762 / 48 / 48,2.213 / 2.585 / 46 / 46,1.432 / 1.707 / 49 / 49
17,2-12,1.241 / 1.710 / 57 / 57,1.292 / 1.710 / 21 / 21,1.339 / 1.829 / 59 / 59,1.331 / 1.620 / 39 / 39
18,2-13,0.896 / 0.896 / 40 / 40,0.896 / 0.896 / 52 / 52,0.896 / 0.896 / 50 / 50,0.896 / 0.896 / 57 / 57
19,2-14,2.083 / 2.361 / 40 / 40,1.817 / 2.361 / 46 / 46,1.779 / 2.244 / 52 / 52,2.029 / 2.421 / 46 / 46
