,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.965 / 1.974 / 99 / 99,1.799 / 2.901 / 99 / 99,1.945 / 1.974 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.415 / 1.531 / 99 / 99,2.357 / 2.469 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.234 / 1.380 / 99 / 99,1.242 / 1.380 / 99 / 99,2.157 / 3.058 / 99 / 99,1.219 / 1.380 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.974 / 2.555 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.381 / 1.381 / 99 / 99,1.538 / 1.538 / 99 / 99,1.538 / 1.538 / 99 / 99,1.381 / 1.381 / 99 / 99
5,2-0,1.660 / 1.826 / 45 / 45,2.308 / 2.422 / 53 / 53,0.848 / 1.076 / 39 / 39,2.322 / 2.554 / 37 / 37
6,2-1,2.609 / 2.609 / 49 / 49,2.609 / 2.609 / 46 / 46,1.748 / 1.748 / 38 / 38,2.609 / 2.609 / 53 / 53
7,2-2,2.235 / 2.560 / 62 / 62,2.245 / 2.268 / 63 / 63,0.890 / 0.890 / 61 / 61,2.246 / 2.268 / 56 / 56
8,2-3,1.554 / 1.838 / 24 / 24,1.523 / 1.838 / 45 / 45,1.094 / 2.455 / 43 / 43,1.567 / 1.870 / 42 / 42
9,2-4,1.614 / 1.614 / 39 / 39,1.650 / 2.512 / 75 / 75,1.574 / 1.589 / 46 / 46,1.916 / 2.563 / 37 / 37
10,2-5,1.251 / 1.416 / 59 / 59,1.287 / 1.467 / 34 / 34,1.599 / 1.861 / 65 / 65,1.280 / 1.467 / 64 / 64
11,2-6,2.133 / 2.133 / 68 / 68,2.133 / 2.133 / 44 / 44,1.223 / 1.223 / 50 / 50,2.133 / 2.133 / 53 / 53
12,2-7,1.814 / 2.077 / 61 / 61,1.698 / 1.705 / 41 / 41,1.156 / 1.270 / 50 / 50,1.803 / 2.077 / 60 / 60
13,2-8,0.898 / 0.898 / 13 / 13,0.898 / 0.898 / 51 / 51,2.478 / 2.490 / 43 / 43,0.898 / 0.898 / 50 / 50
14,2-9,1.656 / 1.815 / 45 / 45,1.654 / 1.815 / 44 / 44,1.193 / 1.193 / 31 / 31,1.664 / 1.815 / 55 / 55
15,2-10,0.997 / 1.259 / 46 / 46,1.109 / 1.259 / 56 / 56,0.974 / 1.259 / 41 / 41,1.001 / 1.259 / 34 / 34
16,2-11,2.418 / 2.418 / 29 / 29,2.418 / 2.418 / 41 / 41,1.454 / 1.725 / 51 / 51,2.418 / 2.418 / 62 / 62
17,2-12,1.179 / 1.179 / 46 / 46,1.179 / 1.179 / 34 / 34,1.179 / 1.179 / 47 / 47,1.179 / 1.179 / 51 / 51
18,2-13,1.048 / 1.063 / 39 / 39,1.063 / 1.063 / 26 / 26,1.260 / 1.305 / 31 / 31,1.054 / 1.063 / 60 / 60
19,2-14,1.170 / 1.419 / 41 / 41,1.181 / 1.419 / 35 / 35,1.394 / 1.705 / 53 / 53,1.177 / 1.392 / 49 / 49
