,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.344 / 1.372 /  9,1.555 / 1.803 /  9,1.000 / 1.000 /  9,1.382 / 1.632 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.272 / 1.272 /  9,1.000 / 1.000 /  9
3,2-0,0.930 / 0.930 / 11,0.930 / 0.930 /  9,0.930 / 0.930 /  7,1.184 / 1.184 /  6,0.930 / 0.930 /  6
4,2-1,0.952 / 0.952 /  9,1.470 / 1.601 /  8,1.775 / 1.819 /  8,0.952 / 0.952 /  5,0.952 / 0.952 /  9
5,2-2,1.039 / 1.039 /  5,1.095 / 1.284 /  6,1.050 / 1.157 / 10,1.080 / 1.326 /  8,1.089 / 1.326 /  8
6,2-3,1.161 / 1.427 /  9,1.219 / 1.219 /  8,1.084 / 1.361 /  8,1.007 / 1.007 /  7,1.154 / 1.361 /  9
7,2-4,0.823 / 0.913 /  5,1.193 / 1.354 / 10,1.004 / 1.083 /  6,0.801 / 0.801 /  5,0.850 / 0.913 /  9
8,2-5,0.892 / 0.892 /  9,0.892 / 0.892 /  7,0.945 / 1.264 /  7,1.188 / 1.507 /  7,0.892 / 0.892 /  5
9,2-6,1.297 / 1.297 /  8,1.297 / 1.297 /  8,1.297 / 1.297 /  5,1.297 / 1.297 /  5,1.297 / 1.297 /  5
10,2-7,0.983 / 0.983 /  8,0.970 / 1.143 /  7,1.018 / 1.143 /  9,1.030 / 1.311 /  7,1.076 / 1.311 /  7
11,2-8,1.010 / 1.010 /  6,1.011 / 1.013 /  5,1.010 / 1.010 /  8,0.974 / 1.175 /  7,1.010 / 1.010 /  9
