,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.188 / 1.939 /  9,1.341 / 1.990 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.472 / 2.029 /  9,1.462 / 1.671 /  9,2.261 / 2.261 /  9,1.456 / 1.661 /  9,1.402 / 1.402 /  9
2,1-2,1.082 / 1.370 /  9,1.243 / 1.607 /  9,1.105 / 1.105 /  9,1.082 / 1.370 /  9,1.041 / 1.370 /  9
3,2-0,1.855 / 2.045 /  8,1.169 / 1.169 /  5,1.169 / 1.169 /  9,1.228 / 1.523 /  6,1.310 / 1.523 /  5
4,2-1,1.722 / 1.722 /  2,1.107 / 1.107 /  7,1.107 / 1.107 /  7,1.107 / 1.107 /  9,1.107 / 1.107 /  4
5,2-2,1.106 / 1.206 /  6,1.113 / 1.206 /  9,1.086 / 1.086 /  5,1.086 / 1.086 / 11,1.086 / 1.086 /  5
6,2-3,1.150 / 1.399 /  5,1.088 / 1.088 /  3,1.054 / 1.054 /  6,0.996 / 1.057 /  7,1.088 / 1.088 /  8
7,2-4,0.992 / 1.361 /  7,0.930 / 0.930 /  8,0.930 / 0.930 /  8,0.984 / 1.361 /  8,0.930 / 0.930 /  8
8,2-5,0.894 / 0.894 /  7,0.894 / 0.894 /  5,0.894 / 0.894 /  6,0.894 / 0.894 /  5,0.894 / 0.894 /  5
9,2-6,1.177 / 1.398 /  9,1.099 / 1.398 / 10,1.033 / 1.033 /  5,0.937 / 0.969 /  6,1.053 / 1.066 / 10
10,2-7,1.157 / 1.157 /  8,0.899 / 0.899 /  7,1.313 / 1.464 /  9,1.263 / 1.475 /  9,1.184 / 1.228 /  8
11,2-8,0.842 / 0.842 / 11,0.842 / 0.842 /  7,0.874 / 1.132 /  9,0.842 / 0.842 /  8,0.874 / 1.132 /  9
