,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.067 / 1.389 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.510 / 1.789 / 99 / 99,2.026 / 2.246 / 99 / 99
1,1-1,1.197 / 1.686 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.475 / 1.956 / 99 / 99,1.426 / 1.686 / 99 / 99
2,1-2,1.001 / 1.131 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.387 / 1.449 / 99 / 99,1.019 / 1.215 / 99 / 99
3,2-0,1.325 / 1.622 / 54 / 54,-1.000 / -1.000 / 0 / 70,1.306 / 1.309 / 36 / 36,1.301 / 1.301 / 61 / 61
4,2-1,1.599 / 1.947 / 56 / 56,-1.000 / -1.000 / 0 / 53,1.580 / 1.636 / 34 / 34,1.627 / 2.084 / 59 / 59
5,2-2,1.157 / 1.157 / 67 / 67,-1.000 / -1.000 / 0 / 62,0.954 / 0.974 / 66 / 66,1.157 / 1.157 / 50 / 50
6,2-3,1.412 / 1.937 / 45 / 45,-1.000 / -1.000 / 0 / 47,1.441 / 1.961 / 46 / 46,1.461 / 1.880 / 60 / 60
7,2-4,1.319 / 1.496 / 59 / 59,-1.000 / -1.000 / 0 / 55,1.709 / 1.834 / 37 / 37,2.158 / 2.389 / 46 / 46
8,2-5,0.665 / 0.665 / 16 / 16,-1.000 / -1.000 / 0 / 70,0.665 / 0.665 / 28 / 28,0.665 / 0.665 / 62 / 62
9,2-6,1.158 / 1.180 / 41 / 41,-1.000 / -1.000 / 0 / 10,1.270 / 1.270 / 68 / 68,1.155 / 1.180 / 78 / 78
10,2-7,2.096 / 2.170 / 60 / 60,-1.000 / -1.000 / 0 / 43,1.456 / 1.643 / 44 / 44,2.378 / 2.704 / 50 / 50
11,2-8,1.274 / 1.617 / 30 / 30,-1.000 / -1.000 / 0 / 44,1.348 / 1.617 / 50 / 50,1.407 / 1.616 / 55 / 55
