,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,2.191 / 2.821 /  9,1.476 / 1.757 /  9,1.181 / 1.489 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,2.239 / 2.271 /  9,1.229 / 1.538 /  9,1.018 / 1.166 /  9,1.389 / 1.403 /  9
2,1-2,1.441 / 1.441 /  9,1.441 / 1.441 /  9,1.441 / 1.441 /  9,1.893 / 2.061 /  9,1.441 / 1.441 /  9
3,2-0,0.889 / 0.889 /  7,0.889 / 0.889 /  8,0.889 / 0.889 / 10,0.889 / 0.889 /  8,1.023 / 1.824 / 10
4,2-1,0.890 / 0.890 /  4,0.890 / 0.890 /  6,0.890 / 0.890 /  5,0.890 / 0.890 /  9,0.890 / 0.890 /  7
5,2-2,0.891 / 0.891 /  6,0.891 / 0.891 /  7,0.891 / 0.891 /  8,0.891 / 0.891 /  7,0.891 / 0.891 /  8
6,2-3,1.281 / 1.435 /  9,1.261 / 1.261 /  7,1.301 / 1.435 /  9,1.261 / 1.261 /  7,1.286 / 1.435 /  7
7,2-4,0.887 / 0.887 /  7,1.986 / 1.986 / 10,1.057 / 1.057 /  4,0.887 / 0.887 /  8,1.259 / 1.303 /  9
8,2-5,0.972 / 1.146 /  9,1.535 / 1.535 /  6,0.995 / 1.146 /  7,0.938 / 1.127 /  5,0.891 / 0.891 /  9
9,2-6,0.944 / 1.192 /  6,1.900 / 2.206 /  7,1.294 / 1.559 /  6,1.076 / 1.343 /  6,0.940 / 1.215 /  7
10,2-7,1.067 / 1.067 /  8,1.067 / 1.067 /  5,1.067 / 1.067 / 10,1.067 / 1.067 /  6,1.067 / 1.067 /  5
11,2-8,0.933 / 1.267 /  9,1.110 / 1.711 /  9,0.945 / 1.267 /  7,0.891 / 0.891 /  7,0.938 / 1.267 /  8
