,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.180 / 1.324 /  9,1.260 / 1.434 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.662 / 2.061 /  9
1,1-1,1.000 / 1.000 /  9,1.101 / 1.395 /  9,-1.000 / -1.000 /  0,1.037 / 1.331 /  9,1.037 / 1.331 /  9
2,1-2,1.045 / 1.220 /  9,0.912 / 0.912 /  9,-1.000 / -1.000 /  0,1.070 / 1.220 /  9,1.428 / 1.565 /  9
3,2-0,1.291 / 1.291 /  8,1.694 / 1.694 /  9,-1.000 / -1.000 /  0,1.291 / 1.291 /  6,1.694 / 1.694 / 10
4,2-1,0.720 / 0.720 /  8,0.767 / 1.006 /  6,-1.000 / -1.000 /  0,0.720 / 0.720 /  6,0.720 / 0.720 /  9
5,2-2,0.870 / 0.870 /  6,1.241 / 1.283 /  6,-1.000 / -1.000 /  0,0.870 / 0.870 /  6,0.870 / 0.870 /  9
6,2-3,1.023 / 1.023 /  4,1.494 / 1.777 /  7,-1.000 / -1.000 /  0,1.023 / 1.023 /  5,1.777 / 1.777 /  6
7,2-4,0.959 / 1.285 /  9,0.919 / 0.919 /  8,-1.000 / -1.000 /  0,0.969 / 1.320 /  8,0.919 / 0.919 /  8
8,2-5,1.173 / 1.181 /  7,1.566 / 1.824 /  8,-1.000 / -1.000 /  0,1.171 / 1.171 /  9,1.219 / 1.555 /  8
9,2-6,0.970 / 0.970 /  4,0.970 / 0.970 /  9,-1.000 / -1.000 /  0,1.059 / 1.399 /  8,0.970 / 0.970 /  8
10,2-7,0.979 / 0.979 /  6,1.079 / 1.222 /  8,-1.000 / -1.000 /  0,1.073 / 1.166 /  8,0.979 / 0.979 /  6
11,2-8,1.169 / 1.169 /  5,1.697 / 1.820 /  8,-1.000 / -1.000 /  0,1.169 / 1.169 /  8,1.680 / 1.680 /  7
