,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.074 / 1.331 /  9,1.224 / 1.555 /  9,1.224 / 1.555 /  9,1.110 / 1.331 /  9,1.000 / 1.000 /  9
1,1-1,0.874 / 1.000 /  9,0.872 / 1.142 /  9,0.962 / 1.949 /  9,0.898 / 1.378 /  9,0.914 / 1.515 /  9
2,1-2,1.302 / 1.359 /  9,1.627 / 1.627 /  9,2.111 / 2.111 /  9,1.418 / 1.418 /  9,1.790 / 1.790 /  9
3,2-0,1.543 / 1.543 / 12,0.956 / 0.956 / 10,0.956 / 0.956 /  8,1.547 / 1.578 /  8,0.956 / 0.956 /  8
4,2-1,1.853 / 1.853 /  2,1.192 / 1.192 /  7,1.655 / 1.770 /  5,1.717 / 2.038 /  8,1.232 / 1.311 /  3
5,2-2,0.891 / 0.891 /  8,0.891 / 0.891 /  6,0.891 / 0.891 / 11,0.891 / 0.891 /  6,0.891 / 0.891 /  9
6,2-3,1.684 / 1.797 /  8,1.290 / 1.556 /  6,1.485 / 1.718 /  6,1.714 / 1.797 /  5,1.207 / 1.556 /  8
7,2-4,1.043 / 1.109 /  6,1.421 / 1.451 /  4,1.412 / 1.412 / 10,1.047 / 1.109 /  4,1.412 / 1.412 /  2
8,2-5,1.111 / 1.236 /  7,1.505 / 1.505 /  6,1.555 / 1.906 /  8,1.143 / 1.452 /  8,1.505 / 1.505 /  9
9,2-6,1.854 / 2.253 /  6,1.402 / 1.402 /  5,1.402 / 1.402 /  7,1.808 / 2.115 / 10,1.402 / 1.402 /  9
10,2-7,1.098 / 1.098 /  7,1.649 / 1.982 /  9,1.607 / 1.607 /  6,1.098 / 1.098 /  5,1.607 / 1.607 /  5
11,2-8,0.909 / 0.909 /  6,0.909 / 0.909 /  4,0.909 / 0.909 /  7,0.909 / 0.909 /  6,0.909 / 0.909 / 10
