,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.195 / 2.016 /  9,1.041 / 1.370 /  9,1.000 / 1.000 /  9,1.619 / 1.656 /  9
1,1-1,1.253 / 1.253 /  9,1.460 / 1.585 /  9,1.442 / 1.585 /  9,1.265 / 1.355 /  9,1.065 / 1.065 /  9
2,1-2,1.000 / 1.000 /  9,1.122 / 1.365 /  9,1.164 / 1.464 /  9,1.529 / 1.764 /  9,1.000 / 1.000 /  9
3,2-0,0.941 / 0.941 /  6,0.941 / 0.941 /  9,0.941 / 0.941 /  6,0.941 / 0.941 /  7,0.941 / 0.941 /  9
4,2-1,1.027 / 1.226 / 10,0.895 / 0.895 /  8,0.936 / 1.226 /  8,0.895 / 0.895 /  8,0.895 / 0.895 /  8
5,2-2,0.895 / 0.895 /  7,0.895 / 0.895 / 10,2.019 / 2.019 /  3,2.019 / 2.019 /  8,0.895 / 0.895 /  7
6,2-3,1.327 / 1.473 / 10,1.312 / 1.422 /  8,1.036 / 1.085 /  7,1.027 / 1.027 /  6,1.303 / 1.334 /  8
7,2-4,1.331 / 1.409 /  8,1.309 / 1.309 /  6,1.139 / 1.139 /  9,1.139 / 1.139 /  6,1.326 / 1.409 /  7
8,2-5,1.059 / 1.059 /  7,1.059 / 1.059 /  8,1.674 / 2.011 /  8,1.674 / 2.011 /  8,1.059 / 1.059 /  4
9,2-6,1.336 / 1.609 /  7,1.370 / 1.687 /  5,1.290 / 1.290 /  6,1.383 / 1.523 /  5,1.267 / 1.494 /  9
10,2-7,1.054 / 1.306 /  7,1.012 / 1.012 / 11,1.096 / 1.327 / 11,1.012 / 1.012 /  5,1.137 / 1.327 /  8
11,2-8,0.796 / 1.389 /  8,0.876 / 1.367 /  6,1.450 / 1.942 /  5,1.163 / 2.310 /  7,0.745 / 1.040 / 10
