,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.564 / 1.695 /  9,1.681 / 1.681 /  9,1.237 / 1.237 /  9,1.340 / 1.340 /  9
1,1-1,1.397 / 1.468 /  9,1.760 / 1.760 /  9,1.760 / 1.760 /  9,1.388 / 1.388 /  9,1.388 / 1.388 /  9
2,1-2,1.787 / 1.787 /  9,1.787 / 1.787 /  9,1.787 / 1.787 /  9,1.787 / 1.787 /  9,1.787 / 1.787 /  9
3,2-0,1.018 / 1.018 / 11,1.018 / 1.018 / 10,1.018 / 1.018 /  9,1.018 / 1.018 /  7,1.018 / 1.018 /  6
4,2-1,0.893 / 0.893 /  6,0.893 / 0.893 /  6,0.893 / 0.893 /  7,0.893 / 0.893 /  7,0.893 / 0.893 /  9
5,2-2,0.808 / 0.808 /  6,1.188 / 1.347 /  5,1.215 / 1.347 /  3,1.347 / 1.347 /  7,1.173 / 1.347 /  8
6,2-3,1.231 / 1.231 /  8,0.992 / 0.992 /  4,0.992 / 0.992 /  7,1.238 / 1.320 /  5,0.992 / 0.992 /  7
7,2-4,1.835 / 1.835 /  7,1.025 / 1.262 / 10,1.156 / 1.376 /  8,1.009 / 1.262 /  7,1.067 / 1.203 /  9
8,2-5,0.890 / 0.890 /  6,1.057 / 2.386 /  9,0.890 / 0.890 /  7,0.890 / 0.890 /  6,0.890 / 0.890 /  7
9,2-6,1.462 / 1.462 /  4,1.466 / 1.493 /  9,1.466 / 1.493 /  8,1.462 / 1.462 /  9,1.479 / 1.530 /  4
10,2-7,0.898 / 0.898 /  6,0.898 / 0.898 /  4,0.898 / 0.898 /  5,0.898 / 0.898 /  9,0.898 / 0.898 /  7
11,2-8,1.278 / 1.278 /  8,1.278 / 1.278 /  6,1.278 / 1.278 / 10,1.278 / 1.278 /  4,1.360 / 1.856 /  7
