,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.110 / 1.329 /  9,1.000 / 1.000 /  9,1.734 / 1.991 /  9,1.000 / 1.000 /  9,1.765 / 1.765 /  9
1,1-1,1.573 / 1.847 /  9,1.435 / 1.435 /  9,1.527 / 1.847 /  9,1.435 / 1.435 /  9,1.435 / 1.435 /  9
2,1-2,1.462 / 1.520 /  9,1.506 / 1.520 /  9,1.390 / 1.520 /  9,1.515 / 1.520 /  9,1.462 / 1.520 /  9
3,2-0,1.951 / 2.415 /  6,2.298 / 2.394 / 10,1.874 / 1.969 /  7,1.858 / 1.858 /  9,1.858 / 1.858 / 10
4,2-1,1.113 / 1.165 / 11,1.062 / 1.062 /  7,22.420 / 173.185 / 10,1.105 / 1.120 /  8,1.120 / 1.120 /  9
5,2-2,2.402 / 2.402 /  7,2.402 / 2.402 /  7,2.402 / 2.402 /  8,2.402 / 2.402 /  6,2.402 / 2.402 /  4
6,2-3,2.143 / 2.248 /  4,1.078 / 1.078 /  5,1.825 / 1.825 /  7,1.825 / 1.825 /  5,1.919 / 2.444 /  7
7,2-4,1.750 / 1.750 /  5,1.756 / 1.778 /  9,1.820 / 2.171 / 10,1.750 / 1.750 /  7,2.210 / 2.210 /  7
8,2-5,1.238 / 1.814 /  8,1.343 / 1.587 /  9,33.347 / 225.038 /  7,0.997 / 1.211 /  7,1.195 / 1.814 /  6
9,2-6,2.561 / 2.823 /  5,2.550 / 2.823 /  4,2.499 / 2.823 /  9,2.622 / 2.847 /  7,2.458 / 2.458 /  6
10,2-7,0.949 / 1.338 /  8,1.372 / 1.472 /  4,0.893 / 0.893 / 11,0.893 / 0.893 /  7,0.893 / 0.893 /  9
11,2-8,0.596 / 0.889 /  7,0.618 / 1.115 /  8,0.547 / 0.547 /  4,0.547 / 0.547 /  6,0.547 / 0.547 /  5
