,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.699 / 2.287 / 99 / 99,1.710 / 2.235 / 99 / 99,1.392 / 2.184 / 99 / 99,1.868 / 2.294 / 99 / 99
1,1-1,1.136 / 1.419 / 99 / 99,1.134 / 1.419 / 99 / 99,1.198 / 1.510 / 99 / 99,1.123 / 1.419 / 99 / 99
2,1-2,1.266 / 1.640 / 99 / 99,1.551 / 2.128 / 99 / 99,1.855 / 2.400 / 99 / 99,1.347 / 2.002 / 99 / 99
3,2-0,1.011 / 1.063 / 23 / 23,1.132 / 1.354 / 59 / 59,1.013 / 1.150 / 17 / 17,1.302 / 1.452 / 71 / 71
4,2-1,1.325 / 1.797 / 60 / 60,1.293 / 1.293 / 25 / 25,1.326 / 1.762 / 43 / 43,1.293 / 1.293 / 33 / 33
5,2-2,1.753 / 2.031 / 45 / 45,1.233 / 1.629 / 61 / 61,1.249 / 1.629 / 59 / 59,1.233 / 1.365 / 49 / 49
6,2-3,0.997 / 1.046 / 51 / 51,1.674 / 1.674 / 70 / 70,1.674 / 1.674 / 58 / 58,1.674 / 1.674 / 57 / 57
7,2-4,1.101 / 1.763 / 45 / 45,1.024 / 1.769 / 36 / 36,1.134 / 1.554 / 26 / 26,0.905 / 1.325 / 65 / 65
8,2-5,1.522 / 1.824 / 42 / 42,2.594 / 2.780 / 48 / 48,2.653 / 3.008 / 34 / 34,2.405 / 2.756 / 44 / 44
9,2-6,0.891 / 0.891 / 46 / 46,0.891 / 0.891 / 50 / 50,0.891 / 0.891 / 68 / 68,0.891 / 0.891 / 52 / 52
10,2-7,0.893 / 0.893 / 56 / 56,0.893 / 0.893 / 29 / 29,1.016 / 1.169 / 43 / 43,0.893 / 0.893 / 51 / 51
11,2-8,0.744 / 1.517 / 82 / 82,1.632 / 1.969 / 63 / 63,1.580 / 1.745 / 43 / 43,1.692 / 1.969 / 60 / 60
