,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.149 / 1.378 /  9,1.118 / 1.378 /  9,1.087 / 1.098 /  9,1.079 / 1.098 /  9,1.149 / 1.378 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,0.916 / 1.000 /  9,0.916 / 1.000 /  9,0.981 / 1.244 /  9,0.916 / 1.000 /  9,0.917 / 1.004 /  9
3,2-0,0.898 / 0.898 /  3,0.898 / 0.898 /  7,0.898 / 0.898 /  7,0.898 / 0.898 /  7,0.898 / 0.898 / 10
4,2-1,1.710 / 1.710 /  7,1.710 / 1.710 / 12,1.710 / 1.710 /  8,1.710 / 1.710 /  8,1.710 / 1.710 /  9
5,2-2,1.403 / 1.491 /  9,1.392 / 1.392 /  5,1.408 / 1.491 / 10,1.400 / 1.457 /  8,1.406 / 1.457 /  9
6,2-3,1.022 / 1.094 /  8,0.975 / 1.062 / 10,1.122 / 1.341 /  6,0.966 / 0.966 /  7,0.998 / 1.094 /  8
7,2-4,0.898 / 0.898 /  6,0.968 / 1.318 /  6,0.898 / 0.898 /  6,0.898 / 0.898 /  7,0.898 / 0.898 /  8
8,2-5,1.668 / 1.668 /  5,1.719 / 2.023 /  7,1.757 / 2.023 /  8,1.757 / 2.023 /  4,1.757 / 2.023 /  4
9,2-6,0.894 / 0.894 /  6,0.894 / 0.894 /  7,1.127 / 1.938 /  6,0.894 / 0.894 /  8,0.894 / 0.894 /  7
10,2-7,1.202 / 1.202 /  6,1.202 / 1.202 /  2,1.202 / 1.202 /  7,1.202 / 1.202 /  6,1.202 / 1.202 /  7
11,2-8,1.651 / 1.918 /  9,1.532 / 1.532 /  9,1.532 / 1.532 /  7,1.532 / 1.532 /  8,1.532 / 1.532 / 10
