,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.697 / 2.351 / 99 / 99,2.469 / 3.101 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.915 / 2.619 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.143 / 1.205 / 99 / 99,1.147 / 1.221 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.058 / 1.205 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.441 / 1.907 / 99 / 99,1.726 / 2.277 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.559 / 1.921 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.553 / 2.041 / 99 / 99,3.051 / 3.795 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.693 / 2.385 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.857 / 2.239 / 99 / 99,2.172 / 2.597 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.968 / 2.272 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.466 / 2.107 / 99 / 99,2.611 / 3.013 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.422 / 1.961 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.568 / 2.169 / 99 / 99,1.864 / 2.680 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.589 / 2.262 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.856 / 2.391 / 99 / 99,1.898 / 2.402 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.828 / 2.405 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.593 / 1.659 / 99 / 99,1.617 / 1.676 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.504 / 1.659 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.853 / 2.140 / 99 / 99,3.234 / 3.839 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.807 / 2.140 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,2-0,0.941 / 0.941 / 68 / 68,0.941 / 0.941 / 45 / 45,-1.000 / -1.000 / 0 / 59,0.941 / 0.941 / 29 / 29,-1.000 / -1.000 / 0 / 32
11,2-1,1.067 / 1.648 / 32 / 32,2.401 / 3.079 / 39 / 39,-1.000 / -1.000 / 0 / 56,0.972 / 1.313 / 32 / 32,-1.000 / -1.000 / 0 / 51
12,2-2,1.074 / 1.413 / 57 / 57,1.172 / 1.668 / 70 / 70,-1.000 / -1.000 / 0 / 51,1.131 / 1.668 / 43 / 43,-1.000 / -1.000 / 0 / 58
13,2-3,1.149 / 1.574 / 35 / 35,1.026 / 1.620 / 38 / 38,-1.000 / -1.000 / 0 / 62,1.128 / 1.334 / 19 / 19,-1.000 / -1.000 / 0 / 85
14,2-4,0.972 / 1.237 / 71 / 71,1.335 / 1.854 / 53 / 53,-1.000 / -1.000 / 0 / 56,1.040 / 1.510 / 72 / 72,-1.000 / -1.000 / 0 / 45
15,2-5,1.238 / 1.884 / 46 / 46,1.497 / 2.037 / 52 / 52,-1.000 / -1.000 / 0 / 43,1.241 / 1.608 / 40 / 40,-1.000 / -1.000 / 0 / 63
16,2-6,1.259 / 1.443 / 41 / 41,1.366 / 1.807 / 42 / 42,-1.000 / -1.000 / 0 / 50,0.912 / 1.222 / 33 / 33,-1.000 / -1.000 / 0 / 22
17,2-7,1.080 / 1.173 / 33 / 33,1.034 / 1.173 / 64 / 64,-1.000 / -1.000 / 0 / 54,1.091 / 1.173 / 59 / 59,-1.000 / -1.000 / 0 / 46
18,2-8,0.945 / 1.377 / 53 / 53,0.997 / 1.377 / 26 / 26,-1.000 / -1.000 / 0 / 42,1.002 / 1.377 / 25 / 25,-1.000 / -1.000 / 0 / 71
