,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.037 / 1.077 / 99 / 99,1.329 / 1.789 / 99 / 99,1.341 / 2.191 / 99 / 99,1.045 / 1.077 / 99 / 99,1.408 / 1.916 / 99 / 99
1,1-1,1.518 / 1.864 / 99 / 99,1.819 / 2.390 / 99 / 99,1.911 / 2.416 / 99 / 99,1.794 / 2.222 / 99 / 99,1.711 / 2.229 / 99 / 99
2,1-2,1.324 / 2.465 / 99 / 99,1.937 / 2.597 / 99 / 99,1.744 / 2.916 / 99 / 99,1.249 / 2.465 / 99 / 99,2.125 / 2.991 / 99 / 99
3,1-3,1.153 / 1.537 / 99 / 99,1.165 / 1.537 / 99 / 99,1.964 / 2.206 / 99 / 99,1.213 / 1.537 / 99 / 99,1.087 / 1.320 / 99 / 99
4,1-4,1.757 / 2.222 / 99 / 99,1.734 / 2.348 / 99 / 99,1.620 / 2.499 / 99 / 99,1.756 / 2.222 / 99 / 99,1.549 / 2.120 / 99 / 99
5,1-5,1.596 / 2.007 / 99 / 99,1.604 / 1.968 / 99 / 99,1.829 / 2.109 / 99 / 99,1.568 / 2.128 / 99 / 99,1.683 / 2.058 / 99 / 99
6,1-6,1.089 / 1.405 / 99 / 99,1.250 / 2.120 / 99 / 99,1.645 / 2.008 / 99 / 99,1.087 / 1.405 / 99 / 99,1.235 / 1.657 / 99 / 99
7,1-7,1.369 / 1.739 / 99 / 99,1.450 / 1.739 / 99 / 99,1.186 / 1.739 / 99 / 99,1.340 / 1.739 / 99 / 99,1.517 / 3.704 / 99 / 99
8,1-8,1.763 / 2.096 / 99 / 99,2.520 / 3.233 / 99 / 99,2.669 / 3.233 / 99 / 99,1.719 / 2.096 / 99 / 99,1.896 / 2.278 / 99 / 99
9,1-9,1.419 / 1.645 / 99 / 99,1.218 / 1.976 / 99 / 99,2.289 / 3.006 / 99 / 99,1.118 / 1.545 / 99 / 99,1.299 / 3.117 / 99 / 99
10,2-0,1.284 / 1.659 / 52 / 52,1.224 / 1.954 / 56 / 56,1.053 / 1.411 / 23 / 23,1.280 / 1.719 / 47 / 47,1.007 / 1.434 / 62 / 62
11,2-1,0.957 / 1.197 / 18 / 18,1.033 / 1.486 / 27 / 27,1.171 / 1.486 / 67 / 67,1.076 / 1.486 / 71 / 71,1.264 / 1.500 / 66 / 66
12,2-2,1.158 / 1.554 / 53 / 53,1.168 / 1.554 / 54 / 54,1.116 / 1.574 / 58 / 58,1.156 / 1.554 / 38 / 38,1.085 / 1.401 / 54 / 54
13,2-3,1.118 / 1.708 / 60 / 60,1.158 / 1.777 / 50 / 50,1.206 / 1.777 / 59 / 59,1.079 / 1.777 / 28 / 28,1.984 / 2.292 / 74 / 74
14,2-4,1.029 / 2.214 / 49 / 49,1.215 / 2.227 / 57 / 57,1.130 / 1.941 / 24 / 24,1.141 / 2.594 / 48 / 48,0.996 / 1.534 / 46 / 46
15,2-5,0.898 / 0.898 / 23 / 23,0.898 / 0.898 / 63 / 63,0.907 / 1.304 / 46 / 46,0.898 / 0.898 / 20 / 20,0.898 / 0.898 / 47 / 47
16,2-6,1.431 / 2.121 / 66 / 66,1.239 / 1.998 / 56 / 56,1.222 / 1.853 / 49 / 49,1.427 / 2.187 / 70 / 70,1.333 / 2.121 / 34 / 34
17,2-7,1.141 / 1.381 / 26 / 26,1.126 / 1.417 / 50 / 50,1.158 / 1.417 / 62 / 62,1.125 / 1.381 / 41 / 41,1.060 / 1.517 / 63 / 63
18,2-8,0.909 / 0.909 / 45 / 45,0.909 / 0.909 / 37 / 37,0.909 / 0.909 / 60 / 60,0.909 / 0.909 / 41 / 41,0.909 / 0.909 / 48 / 48
19,2-9,1.250 / 1.833 / 48 / 48,1.630 / 1.642 / 46 / 46,1.228 / 1.625 / 43 / 43,1.217 / 1.833 / 41 / 41,1.161 / 1.833 / 47 / 47
20,2-10,0.894 / 0.894 / 25 / 25,0.894 / 0.894 / 44 / 44,0.894 / 0.894 / 71 / 71,0.894 / 0.894 / 28 / 28,0.894 / 0.894 / 37 / 37
21,2-11,0.997 / 1.511 / 52 / 52,1.174 / 1.680 / 73 / 73,1.222 / 1.704 / 58 / 58,1.232 / 1.884 / 67 / 67,1.065 / 1.757 / 44 / 44
22,2-12,1.373 / 1.890 / 66 / 66,1.163 / 1.571 / 45 / 45,1.001 / 1.265 / 40 / 40,1.323 / 1.663 / 47 / 47,1.070 / 1.387 / 43 / 43
23,2-13,1.032 / 1.287 / 38 / 38,0.956 / 1.287 / 47 / 47,1.015 / 1.287 / 60 / 60,0.996 / 1.287 / 60 / 60,1.023 / 1.287 / 25 / 25
24,2-14,1.170 / 1.671 / 64 / 64,1.211 / 1.671 / 37 / 37,2.360 / 2.857 / 42 / 42,1.016 / 1.628 / 30 / 30,1.038 / 1.628 / 66 / 66
25,2-15,1.074 / 1.197 / 55 / 55,1.011 / 1.197 / 61 / 61,0.902 / 1.197 / 49 / 49,0.997 / 1.197 / 49 / 49,1.105 / 1.197 / 60 / 60
26,2-16,1.110 / 1.562 / 55 / 55,1.237 / 1.562 / 23 / 23,1.069 / 1.562 / 59 / 59,1.046 / 1.258 / 35 / 35,1.029 / 1.562 / 42 / 42
27,2-17,1.267 / 2.039 / 64 / 64,1.023 / 1.317 / 58 / 58,0.938 / 1.290 / 39 / 39,1.173 / 1.662 / 38 / 38,0.989 / 1.317 / 48 / 48
28,2-18,1.048 / 1.650 / 50 / 50,0.963 / 1.650 / 51 / 51,0.941 / 0.941 / 20 / 20,0.970 / 1.348 / 42 / 42,1.059 / 1.650 / 56 / 56
29,2-19,1.047 / 1.483 / 54 / 54,0.950 / 1.299 / 43 / 43,0.829 / 1.299 / 32 / 32,1.029 / 1.483 / 43 / 43,0.960 / 1.300 / 52 / 52
30,2-20,1.053 / 1.419 / 51 / 51,1.301 / 1.440 / 51 / 51,1.392 / 1.723 / 12 / 12,1.116 / 1.440 / 42 / 42,1.088 / 1.419 / 39 / 39
31,2-21,0.680 / 0.891 / 58 / 58,0.891 / 0.891 / 50 / 50,1.267 / 1.624 / 50 / 50,0.672 / 0.672 / 53 / 53,0.891 / 0.891 / 49 / 49
32,2-22,1.307 / 1.534 / 76 / 76,1.134 / 1.542 / 60 / 60,1.179 / 1.725 / 36 / 36,1.059 / 1.292 / 42 / 42,1.185 / 1.594 / 56 / 56
33,2-23,0.967 / 1.201 / 38 / 38,0.979 / 1.201 / 54 / 54,1.060 / 1.201 / 63 / 63,0.957 / 1.201 / 49 / 49,0.894 / 0.894 / 34 / 34
34,2-24,0.914 / 0.942 / 48 / 48,0.906 / 0.942 / 44 / 44,0.894 / 0.894 / 37 / 37,0.903 / 0.942 / 59 / 59,0.914 / 0.942 / 32 / 32
35,2-25,1.069 / 1.576 / 51 / 51,1.000 / 1.576 / 53 / 53,1.140 / 1.603 / 54 / 54,1.013 / 1.576 / 60 / 60,1.028 / 1.576 / 46 / 46
36,2-26,0.892 / 0.892 / 84 / 84,0.892 / 0.892 / 41 / 41,0.892 / 0.892 / 25 / 25,0.892 / 0.892 / 24 / 24,0.892 / 0.892 / 49 / 49
37,2-27,1.018 / 1.249 / 55 / 55,1.126 / 1.329 / 88 / 88,1.077 / 1.249 / 47 / 47,1.038 / 1.249 / 51 / 51,1.058 / 1.329 / 64 / 64
38,2-28,1.143 / 1.670 / 47 / 47,0.975 / 1.294 / 43 / 43,1.348 / 1.670 / 49 / 49,1.055 / 1.670 / 44 / 44,1.100 / 1.670 / 54 / 54
39,2-29,1.009 / 1.414 / 47 / 47,1.081 / 1.414 / 35 / 35,1.079 / 1.414 / 62 / 62,1.041 / 1.414 / 64 / 64,1.135 / 1.414 / 13 / 13
