,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.483 / 2.059 / 99 / 99,2.385 / 3.043 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.633 / 2.059 / 99 / 99,1.944 / 2.325 / 99 / 99
1,1-1,1.313 / 2.215 / 99 / 99,1.389 / 1.963 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.610 / 2.265 / 99 / 99,1.629 / 2.108 / 99 / 99
2,1-2,1.532 / 1.994 / 99 / 99,1.598 / 1.669 / 11 / 99,-1.000 / -1.000 / 0 / 99,1.510 / 1.909 / 99 / 99,1.708 / 2.057 / 99 / 99
3,1-3,1.124 / 1.314 / 99 / 99,1.585 / 1.685 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.257 / 1.314 / 99 / 99
4,1-4,1.739 / 1.908 / 99 / 99,1.953 / 2.181 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.653 / 1.920 / 99 / 99,1.718 / 1.952 / 99 / 99
5,1-5,1.107 / 1.388 / 99 / 99,1.737 / 2.022 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.234 / 1.402 / 99 / 99,2.154 / 2.638 / 99 / 99
6,1-6,1.471 / 1.843 / 99 / 99,1.594 / 1.868 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.496 / 1.917 / 99 / 99,2.006 / 2.401 / 99 / 99
7,1-7,1.196 / 1.801 / 99 / 99,1.292 / 1.385 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.159 / 1.385 / 99 / 99,2.313 / 2.706 / 99 / 99
8,1-8,1.737 / 2.249 / 99 / 99,1.535 / 2.088 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.733 / 2.249 / 99 / 99,2.643 / 3.059 / 99 / 99
9,1-9,1.564 / 1.927 / 99 / 99,1.901 / 2.186 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.598 / 1.907 / 99 / 99,2.451 / 2.607 / 99 / 99
10,2-0,1.185 / 1.852 / 54 / 54,1.100 / 1.532 / 45 / 45,-1.000 / -1.000 / 0 / 68,1.211 / 1.532 / 42 / 42,1.023 / 1.532 / 23 / 23
11,2-1,1.110 / 1.749 / 30 / 30,0.958 / 1.400 / 44 / 44,-1.000 / -1.000 / 0 / 53,1.234 / 2.068 / 50 / 50,1.368 / 2.103 / 49 / 49
12,2-2,1.104 / 1.245 / 44 / 44,1.106 / 1.245 / 75 / 75,-1.000 / -1.000 / 0 / 74,1.049 / 1.245 / 40 / 40,0.952 / 1.245 / 29 / 29
13,2-3,1.112 / 1.810 / 37 / 37,0.972 / 1.434 / 42 / 42,-1.000 / -1.000 / 0 / 57,1.122 / 1.434 / 42 / 42,0.970 / 1.434 / 46 / 46
14,2-4,1.067 / 1.429 / 41 / 41,0.938 / 1.179 / 45 / 45,-1.000 / -1.000 / 0 / 64,1.040 / 1.429 / 46 / 46,0.949 / 1.179 / 34 / 34
15,2-5,1.347 / 1.786 / 54 / 54,1.387 / 2.131 / 42 / 42,-1.000 / -1.000 / 0 / 27,1.102 / 1.307 / 19 / 19,2.420 / 3.204 / 58 / 58
16,2-6,1.136 / 1.455 / 60 / 60,1.012 / 1.346 / 72 / 72,-1.000 / -1.000 / 0 / 43,1.547 / 2.119 / 46 / 46,1.150 / 1.676 / 62 / 62
17,2-7,1.320 / 2.064 / 61 / 61,1.290 / 2.064 / 41 / 41,-1.000 / -1.000 / 0 / 49,1.070 / 1.696 / 45 / 45,1.228 / 1.998 / 70 / 70
18,2-8,1.045 / 1.557 / 41 / 41,1.300 / 1.607 / 50 / 50,-1.000 / -1.000 / 0 / 63,1.072 / 1.824 / 63 / 63,1.055 / 1.426 / 33 / 33
19,2-9,1.061 / 1.728 / 50 / 50,1.183 / 1.728 / 51 / 51,-1.000 / -1.000 / 0 / 54,1.005 / 1.342 / 58 / 58,1.420 / 2.357 / 64 / 64
20,2-10,1.079 / 1.302 / 44 / 44,1.508 / 1.750 / 65 / 65,-1.000 / -1.000 / 0 / 50,1.061 / 1.320 / 21 / 21,1.353 / 1.746 / 72 / 72
21,2-11,1.058 / 1.367 / 68 / 68,0.993 / 1.374 / 32 / 32,-1.000 / -1.000 / 0 / 50,0.951 / 1.236 / 36 / 36,1.073 / 1.374 / 63 / 63
22,2-12,1.287 / 2.360 / 57 / 57,1.227 / 2.052 / 48 / 48,-1.000 / -1.000 / 0 / 42,1.192 / 1.942 / 36 / 36,2.074 / 2.914 / 29 / 29
23,2-13,1.075 / 1.660 / 41 / 41,1.113 / 1.660 / 33 / 33,-1.000 / -1.000 / 0 / 32,1.197 / 1.855 / 59 / 59,1.228 / 1.695 / 55 / 55
24,2-14,1.025 / 1.162 / 36 / 36,1.069 / 1.475 / 45 / 45,-1.000 / -1.000 / 0 / 42,1.155 / 1.475 / 48 / 48,1.453 / 1.811 / 51 / 51
25,2-15,1.012 / 1.338 / 56 / 56,0.959 / 1.338 / 53 / 53,-1.000 / -1.000 / 0 / 58,0.977 / 1.318 / 44 / 44,1.133 / 1.338 / 33 / 33
26,2-16,1.065 / 1.575 / 62 / 62,1.077 / 1.587 / 54 / 54,-1.000 / -1.000 / 0 / 53,1.122 / 1.757 / 44 / 44,1.080 / 1.575 / 44 / 44
27,2-17,1.067 / 1.389 / 49 / 49,1.224 / 1.789 / 64 / 64,-1.000 / -1.000 / 0 / 26,1.135 / 1.594 / 50 / 50,0.974 / 1.758 / 35 / 35
28,2-18,1.183 / 1.510 / 31 / 31,1.088 / 1.571 / 49 / 49,-1.000 / -1.000 / 0 / 40,1.167 / 1.510 / 34 / 34,0.959 / 1.292 / 37 / 37
29,2-19,0.901 / 0.984 / 44 / 44,0.918 / 0.984 / 32 / 32,-1.000 / -1.000 / 0 / 54,0.902 / 0.984 / 70 / 70,0.893 / 0.893 / 55 / 55
30,2-20,1.109 / 1.648 / 37 / 37,1.072 / 1.877 / 23 / 23,-1.000 / -1.000 / 0 / 48,1.130 / 1.985 / 64 / 64,0.949 / 1.623 / 60 / 60
31,2-21,1.135 / 1.695 / 48 / 48,1.256 / 1.695 / 60 / 60,-1.000 / -1.000 / 0 / 42,1.135 / 1.695 / 46 / 46,1.394 / 2.084 / 64 / 64
32,2-22,1.050 / 1.357 / 64 / 64,1.161 / 1.672 / 44 / 44,-1.000 / -1.000 / 0 / 55,1.013 / 1.338 / 44 / 44,1.028 / 1.845 / 56 / 56
33,2-23,1.056 / 1.345 / 66 / 66,0.979 / 1.198 / 63 / 63,-1.000 / -1.000 / 0 / 38,1.086 / 1.404 / 46 / 46,1.289 / 1.638 / 57 / 57
34,2-24,1.215 / 1.858 / 54 / 54,1.199 / 1.531 / 61 / 61,-1.000 / -1.000 / 0 / 48,1.159 / 1.480 / 41 / 41,1.004 / 1.262 / 31 / 31
35,2-25,1.343 / 1.887 / 57 / 57,1.401 / 1.999 / 66 / 66,-1.000 / -1.000 / 0 / 35,1.409 / 1.887 / 41 / 41,1.684 / 2.226 / 56 / 56
36,2-26,1.295 / 2.056 / 57 / 57,1.488 / 2.277 / 65 / 65,-1.000 / -1.000 / 0 / 57,1.250 / 2.093 / 57 / 57,1.275 / 1.939 / 57 / 57
37,2-27,1.202 / 1.560 / 31 / 31,1.104 / 1.271 / 35 / 35,-1.000 / -1.000 / 0 / 29,1.103 / 1.538 / 67 / 67,0.987 / 1.266 / 32 / 32
38,2-28,1.005 / 1.631 / 60 / 60,1.724 / 2.375 / 61 / 61,-1.000 / -1.000 / 0 / 46,1.002 / 1.324 / 59 / 59,1.278 / 1.648 / 46 / 46
39,2-29,0.897 / 0.905 / 59 / 59,0.896 / 0.905 / 42 / 42,-1.000 / -1.000 / 0 / 59,0.896 / 0.905 / 70 / 70,0.895 / 0.905 / 73 / 73
