,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.370 / 1.750 / 99 / 99,1.597 / 2.040 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.485 / 1.940 / 99 / 99,1.473 / 1.948 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,2.195 / 2.439 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.227 / 1.454 / 99 / 99,1.886 / 2.293 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.243 / 1.454 / 99 / 99,1.296 / 1.799 / 99 / 99
3,1-3,1.364 / 1.658 / 99 / 99,1.848 / 2.505 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.286 / 1.658 / 99 / 99,1.300 / 1.658 / 99 / 99
4,1-4,0.936 / 1.356 / 99 / 99,1.655 / 2.006 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.236 / 1.704 / 99 / 99,1.182 / 1.704 / 99 / 99
5,1-5,1.651 / 2.010 / 99 / 99,1.979 / 2.376 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.724 / 1.981 / 99 / 99,1.742 / 2.248 / 99 / 99
6,1-6,1.417 / 1.644 / 99 / 99,1.606 / 1.851 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.487 / 1.644 / 99 / 99,2.011 / 2.157 / 99 / 99
7,1-7,1.277 / 1.498 / 99 / 99,1.788 / 2.157 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.140 / 1.678 / 99 / 99,1.966 / 2.485 / 99 / 99
8,1-8,1.564 / 2.161 / 99 / 99,2.178 / 2.487 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.682 / 2.161 / 99 / 99,1.785 / 2.268 / 99 / 99
9,1-9,1.721 / 1.996 / 99 / 99,1.854 / 2.272 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.850 / 1.996 / 99 / 99,1.738 / 2.189 / 99 / 99
10,2-0,0.922 / 1.013 / 58 / 58,1.150 / 1.301 / 72 / 72,-1.000 / -1.000 / 0 / 33,0.923 / 1.013 / 60 / 60,0.931 / 1.471 / 27 / 27
11,2-1,0.917 / 1.252 / 37 / 37,1.594 / 2.018 / 35 / 35,-1.000 / -1.000 / 0 / 35,1.569 / 1.843 / 49 / 49,1.112 / 1.449 / 28 / 28
12,2-2,0.994 / 1.062 / 52 / 52,0.934 / 1.062 / 34 / 34,-1.000 / -1.000 / 0 / 46,0.966 / 1.062 / 67 / 67,0.966 / 1.062 / 55 / 55
13,2-3,1.129 / 1.704 / 40 / 40,1.046 / 1.704 / 44 / 44,-1.000 / -1.000 / 0 / 35,0.958 / 1.704 / 46 / 46,1.008 / 1.704 / 49 / 49
14,2-4,1.278 / 2.013 / 28 / 28,1.374 / 2.068 / 70 / 70,-1.000 / -1.000 / 0 / 56,1.296 / 2.386 / 60 / 60,1.274 / 2.386 / 53 / 53
15,2-5,1.146 / 1.372 / 51 / 51,1.213 / 2.478 / 45 / 45,-1.000 / -1.000 / 0 / 71,1.257 / 2.068 / 36 / 36,1.379 / 2.230 / 41 / 41
16,2-6,1.168 / 1.383 / 24 / 24,1.307 / 1.615 / 38 / 38,-1.000 / -1.000 / 0 / 42,1.151 / 1.608 / 47 / 47,1.309 / 1.681 / 51 / 51
17,2-7,1.276 / 1.462 / 24 / 24,1.393 / 1.888 / 56 / 56,-1.000 / -1.000 / 0 / 76,1.222 / 1.739 / 60 / 60,1.216 / 1.739 / 62 / 62
18,2-8,0.999 / 1.240 / 51 / 51,2.181 / 2.779 / 74 / 74,-1.000 / -1.000 / 0 / 40,1.303 / 1.932 / 38 / 38,1.182 / 1.932 / 76 / 76
19,2-9,0.982 / 1.239 / 40 / 40,1.430 / 1.835 / 61 / 61,-1.000 / -1.000 / 0 / 60,0.991 / 1.683 / 43 / 43,0.999 / 1.335 / 57 / 57
20,2-10,1.004 / 1.478 / 46 / 46,1.173 / 1.790 / 62 / 62,-1.000 / -1.000 / 0 / 68,1.247 / 1.478 / 40 / 40,1.177 / 1.790 / 71 / 71
21,2-11,1.185 / 1.802 / 32 / 32,1.170 / 2.011 / 54 / 54,-1.000 / -1.000 / 0 / 30,1.320 / 2.147 / 66 / 66,1.376 / 2.147 / 46 / 46
22,2-12,1.294 / 1.727 / 56 / 56,1.180 / 1.609 / 46 / 46,-1.000 / -1.000 / 0 / 52,1.187 / 1.609 / 70 / 70,1.292 / 1.727 / 50 / 50
23,2-13,1.011 / 1.268 / 59 / 59,0.973 / 1.261 / 53 / 53,-1.000 / -1.000 / 0 / 45,0.995 / 1.268 / 58 / 58,1.043 / 1.261 / 44 / 44
24,2-14,1.230 / 1.897 / 57 / 57,1.047 / 1.523 / 21 / 21,-1.000 / -1.000 / 0 / 51,1.299 / 1.897 / 42 / 42,1.262 / 1.874 / 17 / 17
