,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.127 / 1.388 / 99 / 99,1.162 / 1.388 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.144 / 1.388 / 99 / 99,1.253 / 1.388 / 99 / 99
1,1-1,1.224 / 2.361 / 99 / 99,1.069 / 1.708 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.051 / 1.975 / 99 / 99,1.047 / 1.399 / 99 / 99
2,1-2,1.699 / 2.692 / 99 / 99,1.698 / 2.232 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.842 / 2.682 / 99 / 99,1.514 / 2.226 / 99 / 99
3,1-3,1.702 / 2.553 / 99 / 99,1.993 / 2.471 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.666 / 2.264 / 99 / 99,3.738 / 4.256 / 99 / 99
4,1-4,1.573 / 1.979 / 99 / 99,2.249 / 2.571 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.537 / 1.979 / 99 / 99,1.466 / 1.979 / 99 / 99
5,1-5,1.411 / 1.411 / 99 / 99,2.226 / 2.321 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.411 / 1.411 / 99 / 99,1.411 / 1.411 / 99 / 99
6,1-6,1.158 / 1.456 / 99 / 99,1.181 / 1.621 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.170 / 1.763 / 99 / 99,1.355 / 1.749 / 99 / 99
7,1-7,1.183 / 1.335 / 99 / 99,1.331 / 1.544 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.132 / 1.335 / 99 / 99,1.179 / 1.335 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
9,1-9,1.644 / 2.198 / 99 / 99,1.764 / 2.198 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.644 / 2.198 / 99 / 99,1.862 / 2.198 / 99 / 99
10,2-0,1.068 / 1.310 / 52 / 52,1.030 / 1.167 / 23 / 23,-1.000 / -1.000 / 0 / 53,0.967 / 1.167 / 45 / 45,1.050 / 1.310 / 43 / 43
11,2-1,1.171 / 1.779 / 86 / 86,1.062 / 1.673 / 63 / 63,-1.000 / -1.000 / 0 / 46,0.994 / 1.682 / 61 / 61,1.277 / 1.779 / 50 / 50
12,2-2,1.888 / 2.626 / 70 / 70,1.544 / 2.311 / 23 / 23,-1.000 / -1.000 / 0 / 38,1.483 / 1.982 / 49 / 49,2.089 / 2.943 / 30 / 30
13,2-3,0.940 / 1.276 / 38 / 38,0.922 / 1.276 / 46 / 46,-1.000 / -1.000 / 0 / 75,1.002 / 1.276 / 48 / 48,0.905 / 1.294 / 25 / 25
14,2-4,0.990 / 1.338 / 47 / 47,0.954 / 1.035 / 60 / 60,-1.000 / -1.000 / 0 / 40,0.989 / 1.338 / 66 / 66,1.111 / 1.491 / 46 / 46
15,2-5,0.994 / 1.221 / 19 / 19,1.114 / 1.531 / 61 / 61,-1.000 / -1.000 / 0 / 45,1.147 / 1.531 / 29 / 29,1.009 / 1.531 / 38 / 38
16,2-6,1.514 / 2.491 / 51 / 51,1.387 / 2.881 / 47 / 47,-1.000 / -1.000 / 0 / 61,1.589 / 2.380 / 68 / 68,1.109 / 2.182 / 38 / 38
17,2-7,1.280 / 2.137 / 31 / 31,1.140 / 1.785 / 52 / 52,-1.000 / -1.000 / 0 / 29,1.237 / 1.785 / 35 / 35,1.464 / 2.525 / 37 / 37
18,2-8,1.208 / 1.894 / 38 / 38,1.396 / 2.213 / 77 / 77,-1.000 / -1.000 / 0 / 54,1.215 / 1.583 / 34 / 34,1.257 / 1.894 / 51 / 51
19,2-9,1.049 / 1.289 / 32 / 32,1.124 / 1.289 / 57 / 57,-1.000 / -1.000 / 0 / 48,0.940 / 1.289 / 38 / 38,1.020 / 1.377 / 69 / 69
20,2-10,1.183 / 2.142 / 38 / 38,1.435 / 2.142 / 62 / 62,-1.000 / -1.000 / 0 / 72,1.349 / 2.002 / 69 / 69,1.205 / 1.858 / 24 / 24
21,2-11,1.738 / 2.396 / 57 / 57,1.342 / 2.123 / 65 / 65,-1.000 / -1.000 / 0 / 49,1.036 / 1.837 / 29 / 29,1.981 / 2.705 / 49 / 49
22,2-12,0.944 / 1.214 / 49 / 49,1.377 / 1.710 / 64 / 64,-1.000 / -1.000 / 0 / 39,1.087 / 1.406 / 53 / 53,1.029 / 1.406 / 68 / 68
23,2-13,1.064 / 1.602 / 51 / 51,1.137 / 1.602 / 72 / 72,-1.000 / -1.000 / 0 / 49,1.190 / 1.921 / 36 / 36,1.044 / 1.602 / 68 / 68
24,2-14,0.970 / 1.534 / 50 / 50,1.226 / 1.738 / 45 / 45,-1.000 / -1.000 / 0 / 30,1.013 / 1.458 / 38 / 38,1.156 / 1.749 / 53 / 53
