,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.105 / 1.358 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.452 / 1.749 / 99 / 99,1.762 / 1.956 / 99 / 99
1,1-1,1.192 / 1.577 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.210 / 1.577 / 99 / 99,1.185 / 1.577 / 99 / 99
2,1-2,1.229 / 1.394 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.193 / 1.394 / 99 / 99,1.332 / 1.394 / 99 / 99
3,1-3,1.583 / 1.945 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.972 / 1.993 / 99 / 99,1.710 / 1.945 / 99 / 99
4,1-4,1.038 / 1.093 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.062 / 1.093 / 99 / 99,1.264 / 1.412 / 99 / 99
5,1-5,1.624 / 1.718 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.386 / 1.386 / 99 / 99,1.540 / 1.718 / 99 / 99
6,1-6,1.543 / 1.966 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.412 / 1.914 / 99 / 99,1.636 / 2.070 / 99 / 99
7,1-7,1.294 / 1.730 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.557 / 2.288 / 99 / 99,1.331 / 1.730 / 99 / 99
8,1-8,1.725 / 1.725 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.725 / 1.725 / 99 / 99,2.238 / 2.238 / 99 / 99
9,1-9,1.295 / 1.565 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.373 / 1.616 / 99 / 99,1.259 / 1.594 / 99 / 99
10,2-0,0.990 / 1.268 / 63 / 63,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 59,1.035 / 1.644 / 41 / 41,1.226 / 1.644 / 56 / 56
