,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.250 / 1.824 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.288 / 1.653 / 99 / 99,1.451 / 1.653 / 99 / 99
2,1-2,1.156 / 1.385 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.196 / 1.381 / 99 / 99,1.017 / 1.367 / 99 / 99
3,1-3,1.515 / 1.828 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.726 / 2.033 / 99 / 99,1.816 / 2.232 / 99 / 99
4,1-4,1.455 / 1.622 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.225 / 1.586 / 99 / 99,2.393 / 2.636 / 99 / 99
5,1-5,1.764 / 2.385 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.774 / 2.197 / 99 / 99,1.742 / 2.197 / 99 / 99
6,1-6,1.224 / 1.268 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.201 / 1.378 / 99 / 99,2.009 / 2.100 / 99 / 99
7,1-7,2.271 / 2.754 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.026 / 2.754 / 99 / 99,2.095 / 2.754 / 99 / 99
8,1-8,1.504 / 1.770 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.462 / 1.790 / 99 / 99,1.591 / 2.396 / 99 / 99
9,1-9,1.376 / 1.700 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.563 / 1.700 / 99 / 99,1.419 / 1.795 / 99 / 99
10,2-0,0.968 / 1.327 / 57 / 57,-1.000 / -1.000 / 0 / 18,-1.000 / -1.000 / 0 / 31,1.047 / 1.487 / 38 / 38,0.985 / 1.487 / 55 / 55
11,2-1,1.070 / 1.319 / 58 / 58,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 59,1.116 / 1.319 / 71 / 71,0.926 / 1.252 / 58 / 58
12,2-2,1.085 / 1.256 / 68 / 68,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 48,1.002 / 1.256 / 73 / 73,0.893 / 0.893 / 6 / 6
13,2-3,1.433 / 2.102 / 69 / 69,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 52,1.340 / 2.102 / 70 / 70,1.342 / 2.498 / 35 / 35
14,2-4,1.588 / 2.272 / 64 / 64,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 58,1.460 / 1.973 / 44 / 44,1.391 / 1.675 / 30 / 30
15,2-5,1.228 / 2.031 / 39 / 39,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 44,1.360 / 2.031 / 29 / 29,1.212 / 2.031 / 55 / 55
16,2-6,0.997 / 1.170 / 43 / 43,-1.000 / -1.000 / 0 / 24,-1.000 / -1.000 / 0 / 58,0.967 / 1.386 / 59 / 59,1.041 / 1.386 / 50 / 50
17,2-7,1.309 / 2.228 / 59 / 59,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 66,1.287 / 1.908 / 54 / 54,1.237 / 1.878 / 64 / 64
18,2-8,1.008 / 1.052 / 31 / 31,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 56,0.945 / 1.052 / 59 / 59,0.937 / 1.052 / 32 / 32
19,2-9,1.201 / 1.830 / 70 / 70,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 37,1.470 / 1.830 / 24 / 24,1.264 / 1.871 / 61 / 61
20,2-10,1.587 / 2.708 / 73 / 73,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 60,1.270 / 2.566 / 36 / 36,1.335 / 2.300 / 66 / 66
21,2-11,0.909 / 1.200 / 45 / 45,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 30,0.772 / 1.252 / 33 / 33,1.119 / 1.354 / 60 / 60
