,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.964 / 2.431 / 99 / 99,1.151 / 1.356 / 99 / 99,1.072 / 1.356 / 99 / 99,1.060 / 1.719 / 99 / 99,1.172 / 1.356 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.720 / 2.885 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.673 / 2.216 / 99 / 99,2.169 / 2.775 / 99 / 99,3.577 / 4.500 / 99 / 99,1.865 / 2.611 / 99 / 99,1.704 / 2.611 / 99 / 99
3,1-3,1.210 / 1.370 / 99 / 99,1.103 / 1.972 / 99 / 99,1.249 / 1.972 / 99 / 99,1.101 / 1.370 / 99 / 99,1.191 / 1.370 / 99 / 99
4,1-4,2.103 / 2.637 / 99 / 99,2.406 / 2.975 / 99 / 99,3.937 / 4.802 / 99 / 99,2.285 / 2.975 / 99 / 99,2.122 / 2.975 / 99 / 99
5,1-5,1.547 / 1.902 / 99 / 99,1.837 / 2.355 / 99 / 99,1.725 / 2.355 / 99 / 99,1.820 / 2.355 / 99 / 99,1.844 / 2.391 / 99 / 99
6,1-6,2.009 / 2.400 / 99 / 99,2.117 / 2.414 / 99 / 99,2.177 / 2.901 / 99 / 99,2.044 / 2.414 / 99 / 99,2.116 / 2.414 / 99 / 99
7,1-7,1.410 / 1.718 / 99 / 99,1.287 / 1.718 / 99 / 99,2.425 / 3.442 / 99 / 99,1.420 / 1.718 / 99 / 99,1.354 / 1.718 / 99 / 99
8,1-8,1.447 / 1.890 / 99 / 99,1.490 / 1.926 / 99 / 99,2.032 / 2.624 / 99 / 99,1.318 / 1.823 / 99 / 99,1.702 / 2.137 / 99 / 99
9,1-9,1.899 / 2.505 / 99 / 99,2.249 / 2.584 / 99 / 99,2.438 / 3.130 / 99 / 99,1.839 / 2.505 / 99 / 99,1.944 / 2.505 / 99 / 99
10,2-0,1.220 / 1.860 / 57 / 57,1.212 / 1.560 / 71 / 71,1.195 / 1.370 / 31 / 31,1.167 / 1.574 / 61 / 61,1.188 / 1.560 / 62 / 62
11,2-1,1.155 / 1.586 / 55 / 55,0.600 / 0.867 / 45 / 45,0.557 / 0.756 / 29 / 29,0.583 / 0.756 / 49 / 49,0.559 / 0.867 / 60 / 60
12,2-2,1.209 / 1.780 / 53 / 53,1.307 / 1.777 / 56 / 56,1.185 / 1.765 / 52 / 52,1.273 / 1.780 / 64 / 64,1.240 / 1.828 / 54 / 54
13,2-3,0.973 / 1.241 / 55 / 55,0.968 / 1.476 / 42 / 42,2.393 / 2.704 / 64 / 64,1.041 / 1.241 / 49 / 49,0.890 / 0.890 / 29 / 29
14,2-4,1.337 / 1.940 / 37 / 37,1.289 / 1.972 / 67 / 67,1.620 / 1.908 / 44 / 44,1.374 / 2.259 / 51 / 51,1.201 / 1.870 / 64 / 64
15,2-5,1.261 / 2.248 / 65 / 65,1.119 / 1.847 / 55 / 55,1.117 / 1.638 / 34 / 34,1.152 / 1.869 / 54 / 54,1.300 / 2.013 / 55 / 55
16,2-6,1.210 / 1.257 / 56 / 56,1.205 / 1.257 / 25 / 25,1.091 / 1.257 / 63 / 63,1.144 / 1.257 / 26 / 26,1.046 / 1.320 / 51 / 51
17,2-7,1.018 / 1.235 / 41 / 41,1.188 / 1.553 / 87 / 87,1.008 / 1.553 / 36 / 36,1.154 / 1.553 / 58 / 58,0.975 / 1.235 / 43 / 43
18,2-8,0.891 / 0.891 / 77 / 77,0.891 / 0.891 / 66 / 66,0.891 / 0.891 / 47 / 47,0.891 / 0.891 / 51 / 51,0.891 / 0.891 / 52 / 52
19,2-9,1.146 / 2.061 / 72 / 72,0.996 / 1.640 / 57 / 57,1.762 / 3.179 / 85 / 85,0.925 / 1.550 / 40 / 40,0.938 / 1.342 / 36 / 36
20,2-10,1.038 / 1.360 / 46 / 46,1.102 / 1.739 / 50 / 50,1.354 / 1.842 / 49 / 49,1.264 / 1.739 / 61 / 61,1.048 / 1.360 / 69 / 69
21,2-11,0.995 / 1.259 / 30 / 30,1.344 / 1.942 / 65 / 65,1.132 / 1.270 / 28 / 28,1.252 / 1.942 / 64 / 64,1.117 / 1.614 / 55 / 55
22,2-12,1.015 / 1.446 / 46 / 46,1.189 / 1.509 / 21 / 21,1.502 / 1.940 / 50 / 50,1.040 / 1.387 / 50 / 50,1.308 / 1.725 / 66 / 66
23,2-13,1.376 / 1.865 / 40 / 40,1.334 / 1.800 / 32 / 32,1.696 / 2.420 / 40 / 40,1.334 / 1.876 / 51 / 51,1.369 / 1.875 / 27 / 27
24,2-14,1.032 / 1.437 / 56 / 56,1.141 / 1.832 / 50 / 50,0.983 / 1.514 / 50 / 50,1.036 / 1.558 / 44 / 44,1.137 / 1.644 / 64 / 64
25,2-15,0.950 / 1.938 / 19 / 19,1.167 / 2.100 / 61 / 61,1.221 / 2.100 / 36 / 36,1.371 / 2.100 / 52 / 52,1.116 / 2.100 / 62 / 62
26,2-16,1.265 / 1.973 / 46 / 46,1.215 / 1.612 / 54 / 54,1.225 / 1.684 / 44 / 44,1.196 / 1.612 / 72 / 72,1.156 / 1.417 / 21 / 21
27,2-17,1.070 / 1.600 / 58 / 58,1.057 / 1.320 / 35 / 35,0.956 / 1.362 / 23 / 23,1.004 / 1.600 / 63 / 63,1.071 / 1.600 / 68 / 68
28,2-18,1.030 / 1.173 / 36 / 36,1.040 / 1.561 / 63 / 63,1.068 / 1.388 / 58 / 58,1.084 / 1.361 / 46 / 46,1.017 / 1.480 / 31 / 31
29,2-19,1.026 / 1.252 / 22 / 22,1.050 / 1.252 / 40 / 40,1.026 / 1.252 / 55 / 55,0.990 / 1.252 / 70 / 70,1.045 / 1.252 / 60 / 60
30,2-20,1.286 / 1.668 / 41 / 41,1.261 / 1.578 / 58 / 58,1.349 / 2.077 / 56 / 56,1.312 / 1.578 / 19 / 19,1.259 / 1.578 / 39 / 39
31,2-21,1.140 / 1.234 / 51 / 51,0.949 / 1.234 / 55 / 55,1.053 / 1.234 / 64 / 64,0.923 / 1.234 / 46 / 46,0.894 / 0.894 / 73 / 73
32,2-22,0.916 / 1.415 / 34 / 34,0.953 / 1.415 / 66 / 66,0.949 / 1.257 / 49 / 49,1.123 / 1.415 / 47 / 47,0.920 / 1.257 / 24 / 24
33,2-23,1.022 / 1.475 / 55 / 55,1.272 / 1.644 / 58 / 58,1.187 / 1.644 / 48 / 48,1.119 / 1.483 / 59 / 59,1.072 / 1.475 / 47 / 47
34,2-24,0.909 / 0.909 / 43 / 43,0.909 / 0.909 / 67 / 67,0.909 / 0.909 / 35 / 35,0.909 / 0.909 / 40 / 40,0.909 / 0.909 / 36 / 36
35,2-25,1.212 / 1.675 / 57 / 57,1.036 / 1.675 / 32 / 32,1.016 / 1.284 / 28 / 28,1.039 / 1.284 / 55 / 55,1.077 / 1.675 / 27 / 27
36,2-26,1.131 / 1.441 / 43 / 43,1.119 / 1.710 / 71 / 71,1.113 / 1.441 / 59 / 59,1.189 / 1.710 / 45 / 45,1.041 / 1.457 / 32 / 32
37,2-27,1.131 / 1.782 / 40 / 40,1.145 / 1.661 / 32 / 32,1.278 / 1.941 / 50 / 50,1.251 / 1.667 / 46 / 46,1.229 / 1.667 / 41 / 41
38,2-28,1.196 / 1.613 / 52 / 52,1.340 / 1.950 / 75 / 75,2.377 / 3.361 / 29 / 29,1.226 / 1.884 / 50 / 50,1.229 / 1.603 / 59 / 59
39,2-29,1.158 / 1.581 / 68 / 68,1.289 / 1.954 / 59 / 59,1.032 / 1.410 / 64 / 64,1.147 / 1.645 / 46 / 46,1.367 / 1.954 / 32 / 32
