,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,-1.000 / -1.000 / 0 / 99,1.245 / 1.619 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.142 / 1.508 / 99 / 99,2.019 / 2.222 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,2.518 / 3.052 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.072 / 2.629 / 99 / 99,1.816 / 2.974 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,2.060 / 2.575 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.397 / 2.238 / 99 / 99,2.080 / 2.388 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.652 / 2.141 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.448 / 1.875 / 99 / 99,1.491 / 1.875 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.476 / 2.390 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,2.106 / 2.522 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.275 / 2.834 / 99 / 99,2.322 / 3.288 / 99 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,1.123 / 1.267 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.063 / 1.063 / 99 / 99,1.408 / 2.079 / 99 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,1.159 / 1.695 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.323 / 2.041 / 99 / 99,2.628 / 3.131 / 99 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,3.378 / 3.728 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.055 / 2.605 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,1.529 / 1.781 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.394 / 1.639 / 99 / 99,1.901 / 2.196 / 99 / 99
10,2-0,-1.000 / -1.000 / 0 / 58,1.112 / 1.695 / 47 / 47,-1.000 / -1.000 / 0 / 46,0.924 / 1.303 / 22 / 22,1.033 / 1.695 / 30 / 30
11,2-1,-1.000 / -1.000 / 0 / 35,0.992 / 1.233 / 27 / 27,-1.000 / -1.000 / 0 / 43,1.142 / 1.778 / 73 / 73,1.165 / 1.550 / 38 / 38
12,2-2,-1.000 / -1.000 / 0 / 54,1.480 / 1.957 / 50 / 50,-1.000 / -1.000 / 0 / 56,1.286 / 1.753 / 57 / 57,1.096 / 1.556 / 53 / 53
13,2-3,-1.000 / -1.000 / 0 / 35,1.029 / 1.190 / 38 / 38,-1.000 / -1.000 / 0 / 60,1.088 / 1.546 / 42 / 42,1.087 / 1.481 / 57 / 57
14,2-4,-1.000 / -1.000 / 0 / 47,1.348 / 2.346 / 65 / 65,-1.000 / -1.000 / 0 / 52,1.142 / 1.649 / 51 / 51,1.218 / 2.011 / 69 / 69
15,2-5,-1.000 / -1.000 / 0 / 35,1.136 / 1.505 / 46 / 46,-1.000 / -1.000 / 0 / 54,1.095 / 1.497 / 53 / 53,1.025 / 1.497 / 43 / 43
16,2-6,-1.000 / -1.000 / 0 / 60,1.750 / 2.305 / 36 / 36,-1.000 / -1.000 / 0 / 51,1.127 / 1.716 / 42 / 42,1.068 / 1.712 / 45 / 45
17,2-7,-1.000 / -1.000 / 0 / 34,1.265 / 1.704 / 39 / 39,-1.000 / -1.000 / 0 / 46,1.132 / 1.704 / 57 / 57,1.306 / 1.704 / 35 / 35
18,2-8,-1.000 / -1.000 / 0 / 27,1.697 / 2.460 / 73 / 73,-1.000 / -1.000 / 0 / 42,1.204 / 2.233 / 54 / 54,1.123 / 1.819 / 57 / 57
19,2-9,-1.000 / -1.000 / 0 / 76,1.201 / 2.036 / 47 / 47,-1.000 / -1.000 / 0 / 57,1.455 / 2.064 / 52 / 52,1.360 / 2.390 / 49 / 49
20,2-10,-1.000 / -1.000 / 0 / 28,0.992 / 1.183 / 40 / 40,-1.000 / -1.000 / 0 / 47,1.123 / 1.635 / 66 / 66,1.026 / 1.310 / 28 / 28
21,2-11,-1.000 / -1.000 / 0 / 56,1.108 / 1.502 / 52 / 52,-1.000 / -1.000 / 0 / 37,1.239 / 1.785 / 65 / 65,1.193 / 1.600 / 66 / 66
22,2-12,-1.000 / -1.000 / 0 / 60,1.136 / 1.241 / 22 / 22,-1.000 / -1.000 / 0 / 40,0.996 / 1.231 / 21 / 21,1.478 / 1.815 / 47 / 47
23,2-13,-1.000 / -1.000 / 0 / 53,1.149 / 1.610 / 68 / 68,-1.000 / -1.000 / 0 / 31,1.231 / 1.729 / 55 / 55,1.228 / 1.574 / 47 / 47
24,2-14,-1.000 / -1.000 / 0 / 61,1.592 / 2.077 / 63 / 63,-1.000 / -1.000 / 0 / 47,1.329 / 2.084 / 27 / 27,1.836 / 2.495 / 70 / 70
25,2-15,-1.000 / -1.000 / 0 / 49,1.815 / 2.593 / 50 / 50,-1.000 / -1.000 / 0 / 46,1.467 / 2.346 / 64 / 64,1.422 / 2.063 / 42 / 42
26,2-16,-1.000 / -1.000 / 0 / 24,1.053 / 1.274 / 67 / 67,-1.000 / -1.000 / 0 / 42,0.994 / 1.274 / 59 / 59,1.014 / 1.274 / 57 / 57
27,2-17,-1.000 / -1.000 / 0 / 49,1.060 / 1.676 / 62 / 62,-1.000 / -1.000 / 0 / 34,1.212 / 1.903 / 71 / 71,1.213 / 1.705 / 21 / 21
28,2-18,-1.000 / -1.000 / 0 / 41,0.930 / 1.251 / 28 / 28,-1.000 / -1.000 / 0 / 35,1.528 / 2.168 / 66 / 66,1.269 / 1.775 / 37 / 37
29,2-19,-1.000 / -1.000 / 0 / 45,0.941 / 0.941 / 41 / 41,-1.000 / -1.000 / 0 / 60,1.016 / 1.254 / 25 / 25,0.957 / 1.254 / 40 / 40
30,2-20,-1.000 / -1.000 / 0 / 42,0.888 / 0.888 / 39 / 39,-1.000 / -1.000 / 0 / 24,0.925 / 1.219 / 36 / 36,0.917 / 1.347 / 16 / 16
31,2-21,-1.000 / -1.000 / 0 / 33,1.224 / 1.704 / 9 / 9,-1.000 / -1.000 / 0 / 50,1.297 / 2.487 / 42 / 42,0.957 / 1.648 / 23 / 23
