,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,-1.000 / -1.000 / 0 / 99,1.599 / 1.813 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.355 / 1.355 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,1.240 / 1.683 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.167 / 1.376 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.627 / 1.790 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.896 / 2.065 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,1.765 / 2.216 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.460 / 3.069 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,1.581 / 1.976 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.082 / 1.246 / 99 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,1.664 / 2.102 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.503 / 2.775 / 99 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,0.927 / 1.253 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.525 / 1.708 / 99 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,2.176 / 2.514 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.429 / 2.035 / 99 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,2.388 / 2.486 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.546 / 1.848 / 99 / 99
10,2-0,-1.000 / -1.000 / 0 / 61,1.088 / 1.186 / 46 / 46,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 40,1.088 / 1.186 / 52 / 52
11,2-1,-1.000 / -1.000 / 0 / 54,1.093 / 1.394 / 76 / 76,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 49,1.618 / 2.212 / 47 / 47
12,2-2,-1.000 / -1.000 / 0 / 41,1.128 / 1.233 / 49 / 49,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 48,0.967 / 1.552 / 52 / 52
13,2-3,-1.000 / -1.000 / 0 / 47,0.969 / 1.199 / 37 / 37,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 54,0.957 / 1.199 / 59 / 59
14,2-4,-1.000 / -1.000 / 0 / 49,0.892 / 0.892 / 62 / 62,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 44,1.165 / 1.165 / 48 / 48
15,2-5,-1.000 / -1.000 / 0 / 49,1.546 / 1.878 / 43 / 43,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 43,1.298 / 1.747 / 44 / 44
16,2-6,-1.000 / -1.000 / 0 / 50,0.960 / 1.375 / 42 / 42,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 42,1.488 / 2.010 / 30 / 30
17,2-7,-1.000 / -1.000 / 0 / 76,0.968 / 1.068 / 55 / 55,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 66,1.254 / 1.390 / 68 / 68
18,2-8,-1.000 / -1.000 / 0 / 56,0.918 / 1.253 / 53 / 53,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 58,0.995 / 1.191 / 61 / 61
19,2-9,-1.000 / -1.000 / 0 / 34,1.336 / 1.650 / 46 / 46,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 54,1.030 / 1.541 / 43 / 43
20,2-10,-1.000 / -1.000 / 0 / 62,1.285 / 1.679 / 40 / 40,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 62,1.246 / 1.831 / 62 / 62
21,2-11,-1.000 / -1.000 / 0 / 62,1.836 / 2.180 / 66 / 66,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 53,0.965 / 1.348 / 36 / 36
22,2-12,-1.000 / -1.000 / 0 / 79,1.026 / 1.334 / 53 / 53,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 70,1.172 / 1.723 / 44 / 44
23,2-13,-1.000 / -1.000 / 0 / 17,1.153 / 1.401 / 28 / 28,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 50,1.390 / 1.628 / 60 / 60
24,2-14,-1.000 / -1.000 / 0 / 64,1.365 / 1.797 / 50 / 50,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 34,1.601 / 2.034 / 54 / 54
25,2-15,-1.000 / -1.000 / 0 / 58,1.655 / 2.135 / 60 / 60,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 35,1.414 / 2.174 / 70 / 70
26,2-16,-1.000 / -1.000 / 0 / 67,0.903 / 1.241 / 57 / 57,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 38,1.001 / 1.389 / 66 / 66
27,2-17,-1.000 / -1.000 / 0 / 75,1.224 / 1.615 / 61 / 61,-1.000 / -1.000 / 0 / 23,-1.000 / -1.000 / 0 / 53,1.056 / 1.615 / 72 / 72
28,2-18,-1.000 / -1.000 / 0 / 50,1.068 / 1.460 / 37 / 37,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 66,1.252 / 1.699 / 61 / 61
29,2-19,-1.000 / -1.000 / 0 / 32,1.234 / 1.661 / 73 / 73,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 67,1.911 / 2.703 / 52 / 52
30,2-20,-1.000 / -1.000 / 0 / 58,1.360 / 1.940 / 38 / 38,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 69,1.245 / 1.678 / 52 / 52
31,2-21,-1.000 / -1.000 / 0 / 61,1.083 / 1.821 / 65 / 65,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 45,1.219 / 2.020 / 71 / 71
32,2-22,-1.000 / -1.000 / 0 / 46,1.025 / 1.093 / 45 / 45,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 61,1.021 / 1.093 / 44 / 44
33,2-23,-1.000 / -1.000 / 0 / 57,1.047 / 1.176 / 37 / 37,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 50,1.571 / 1.846 / 44 / 44
