,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.330 / 1.971 / 99 / 99,2.204 / 2.816 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.124 / 1.647 / 99 / 99,1.276 / 1.971 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.515 / 2.364 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.319 / 1.570 / 99 / 99,1.361 / 1.878 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.303 / 1.523 / 99 / 99,1.680 / 1.952 / 99 / 99
3,1-3,1.971 / 2.533 / 99 / 99,1.810 / 2.541 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.013 / 2.913 / 99 / 99,2.071 / 2.913 / 99 / 99
4,1-4,1.061 / 1.214 / 99 / 99,1.502 / 1.519 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.425 / 1.456 / 99 / 99,1.078 / 1.214 / 99 / 99
5,1-5,1.305 / 1.824 / 99 / 99,1.350 / 1.716 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.372 / 1.819 / 99 / 99,1.287 / 1.819 / 99 / 99
6,1-6,1.304 / 1.716 / 99 / 99,1.352 / 1.973 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.423 / 1.716 / 99 / 99,1.409 / 1.716 / 99 / 99
7,1-7,1.674 / 2.244 / 99 / 99,2.557 / 3.046 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.690 / 1.900 / 99 / 99,1.683 / 2.244 / 99 / 99
8,1-8,1.313 / 1.856 / 99 / 99,1.414 / 1.828 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.424 / 1.896 / 99 / 99,1.649 / 1.958 / 99 / 99
9,1-9,1.481 / 2.403 / 99 / 99,1.427 / 2.166 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.756 / 2.434 / 99 / 99,1.556 / 2.067 / 99 / 99
10,2-0,1.120 / 1.341 / 29 / 29,1.073 / 1.165 / 69 / 69,-1.000 / -1.000 / 0 / 52,0.989 / 1.341 / 28 / 28,0.989 / 1.341 / 37 / 37
11,2-1,1.019 / 1.323 / 44 / 44,1.147 / 1.716 / 56 / 56,-1.000 / -1.000 / 0 / 72,0.930 / 0.930 / 21 / 21,1.099 / 1.323 / 51 / 51
