,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.787 / 1.000 / 99 / 99,0.855 / 1.478 / 99 / 99,0.824 / 2.291 / 99 / 99,0.790 / 0.978 / 99 / 99,0.807 / 1.240 / 99 / 99
1,1-1,1.404 / 1.812 / 99 / 99,1.418 / 1.812 / 99 / 99,2.178 / 2.965 / 99 / 99,1.503 / 1.812 / 99 / 99,1.356 / 1.812 / 99 / 99
2,1-2,1.245 / 1.589 / 99 / 99,1.328 / 1.589 / 86 / 99,1.955 / 2.588 / 2 / 99,1.595 / 1.842 / 99 / 99,1.313 / 2.391 / 99 / 99
3,1-3,1.215 / 1.530 / 99 / 99,1.547 / 1.979 / 99 / 99,1.488 / 1.630 / 99 / 99,1.445 / 1.834 / 99 / 99,1.825 / 2.137 / 99 / 99
4,1-4,1.186 / 1.544 / 99 / 99,1.272 / 1.642 / 99 / 99,1.408 / 1.791 / 99 / 99,1.132 / 1.436 / 99 / 99,1.378 / 1.992 / 99 / 99
5,1-5,1.190 / 1.789 / 99 / 99,1.181 / 1.789 / 99 / 99,1.617 / 2.703 / 99 / 99,1.240 / 1.789 / 99 / 99,1.172 / 1.789 / 99 / 99
6,1-6,1.539 / 2.419 / 99 / 99,1.588 / 2.382 / 99 / 99,1.484 / 2.782 / 99 / 99,1.477 / 2.354 / 99 / 99,1.383 / 2.034 / 99 / 99
7,1-7,1.856 / 2.329 / 99 / 99,2.195 / 2.496 / 99 / 99,2.421 / 2.952 / 99 / 99,1.893 / 2.381 / 99 / 99,1.726 / 2.609 / 99 / 99
8,1-8,1.196 / 1.681 / 99 / 99,1.217 / 1.628 / 99 / 99,1.157 / 1.943 / 99 / 99,1.102 / 1.622 / 99 / 99,1.512 / 2.004 / 99 / 99
9,1-9,1.533 / 2.016 / 99 / 99,2.102 / 2.517 / 99 / 99,2.719 / 3.191 / 99 / 99,1.661 / 2.027 / 99 / 99,1.458 / 2.235 / 99 / 99
10,2-0,1.031 / 1.340 / 40 / 40,0.959 / 1.340 / 57 / 57,1.010 / 1.234 / 7 / 7,1.025 / 1.480 / 49 / 49,0.937 / 1.379 / 26 / 26
11,2-1,0.994 / 1.328 / 50 / 50,1.179 / 1.947 / 44 / 44,1.532 / 1.990 / 52 / 52,1.007 / 1.328 / 63 / 63,1.625 / 2.165 / 39 / 39
