,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.688 / 2.163 / 99 / 99,1.468 / 1.959 / 99 / 99,2.023 / 2.476 / 99 / 99,1.632 / 2.006 / 99 / 99
1,1-1,1.350 / 1.788 / 99 / 99,2.403 / 2.722 / 99 / 99,1.785 / 2.605 / 99 / 99,2.237 / 2.722 / 99 / 99
2,1-2,1.020 / 1.061 / 99 / 99,1.556 / 1.732 / 99 / 99,1.065 / 1.568 / 99 / 99,0.931 / 0.931 / 99 / 99
3,1-3,1.309 / 1.544 / 99 / 99,1.541 / 2.359 / 87 / 99,1.311 / 1.544 / 99 / 99,1.712 / 1.985 / 52 / 99
4,1-4,1.258 / 1.399 / 99 / 99,1.318 / 2.146 / 99 / 99,2.759 / 2.960 / 99 / 99,1.115 / 1.464 / 99 / 99
5,1-5,1.087 / 1.361 / 99 / 99,1.320 / 1.973 / 99 / 99,2.550 / 4.049 / 99 / 99,1.171 / 1.361 / 99 / 99
6,1-6,1.288 / 1.607 / 99 / 99,2.031 / 2.241 / 99 / 99,2.857 / 3.219 / 99 / 99,1.285 / 1.655 / 99 / 99
7,1-7,2.337 / 2.351 / 99 / 99,1.629 / 1.734 / 99 / 99,2.106 / 2.279 / 99 / 99,1.144 / 1.259 / 99 / 99
8,2-0,2.186 / 2.581 / 32 / 32,1.706 / 2.011 / 44 / 44,2.382 / 2.817 / 49 / 49,1.683 / 2.136 / 42 / 42
9,2-1,2.310 / 2.756 / 51 / 51,2.459 / 2.987 / 53 / 53,2.401 / 3.097 / 54 / 54,2.477 / 2.826 / 50 / 50
10,2-2,0.919 / 0.919 / 53 / 53,0.919 / 0.919 / 49 / 49,0.919 / 0.919 / 45 / 45,1.008 / 1.985 / 60 / 60
11,2-3,1.814 / 2.349 / 37 / 37,1.089 / 1.624 / 49 / 49,1.791 / 1.970 / 39 / 39,1.182 / 1.624 / 47 / 47
12,2-4,0.841 / 0.841 / 68 / 68,1.396 / 2.089 / 53 / 53,1.733 / 1.817 / 29 / 29,2.007 / 2.007 / 54 / 54
13,2-5,1.338 / 1.904 / 50 / 50,1.228 / 1.551 / 57 / 57,1.310 / 2.272 / 52 / 52,1.120 / 1.265 / 39 / 39
14,2-6,1.799 / 2.237 / 42 / 42,1.054 / 1.456 / 50 / 50,1.806 / 2.517 / 70 / 70,0.930 / 1.265 / 41 / 41
15,2-7,2.467 / 3.184 / 45 / 45,2.318 / 2.695 / 48 / 48,1.111 / 1.391 / 56 / 56,3.228 / 3.414 / 50 / 50
16,2-8,2.015 / 2.585 / 51 / 51,1.101 / 1.965 / 29 / 29,1.441 / 1.849 / 27 / 27,1.545 / 1.998 / 25 / 25
17,2-9,1.300 / 1.759 / 60 / 60,1.619 / 2.357 / 41 / 41,1.288 / 1.715 / 59 / 59,1.648 / 1.807 / 58 / 58
18,2-10,1.009 / 1.268 / 59 / 59,1.666 / 2.424 / 35 / 35,1.036 / 1.313 / 38 / 38,0.971 / 1.502 / 47 / 47
19,2-11,1.277 / 1.464 / 73 / 73,1.142 / 1.482 / 22 / 22,1.623 / 2.032 / 35 / 35,1.117 / 1.608 / 51 / 51
20,2-12,2.082 / 2.683 / 39 / 39,1.231 / 2.045 / 26 / 26,1.533 / 2.156 / 72 / 72,1.640 / 2.005 / 29 / 29
21,2-13,2.709 / 3.426 / 39 / 39,2.786 / 3.152 / 85 / 85,2.581 / 3.216 / 59 / 59,2.354 / 2.857 / 66 / 66
22,2-14,1.277 / 1.277 / 58 / 58,2.145 / 2.624 / 28 / 28,1.277 / 1.277 / 46 / 46,2.118 / 2.461 / 64 / 64
23,2-15,0.930 / 0.930 / 53 / 53,2.775 / 2.896 / 63 / 63,0.930 / 0.930 / 45 / 45,2.026 / 2.350 / 56 / 56
24,2-16,1.880 / 2.163 / 63 / 63,1.648 / 1.907 / 48 / 48,1.967 / 2.186 / 25 / 25,1.660 / 1.885 / 43 / 43
25,2-17,2.095 / 2.430 / 64 / 64,2.425 / 2.731 / 53 / 53,2.004 / 2.339 / 58 / 58,2.210 / 2.319 / 27 / 27
26,2-18,0.940 / 1.427 / 43 / 43,1.074 / 1.590 / 60 / 60,1.036 / 1.539 / 75 / 75,1.578 / 1.644 / 36 / 36
27,2-19,1.202 / 1.552 / 50 / 50,1.211 / 1.401 / 57 / 57,1.183 / 1.552 / 69 / 69,1.200 / 1.589 / 58 / 58
28,2-20,1.376 / 1.646 / 77 / 77,1.841 / 2.384 / 52 / 52,1.761 / 2.140 / 41 / 41,2.052 / 2.332 / 62 / 62
29,2-21,3.512 / 4.251 / 34 / 34,2.338 / 2.967 / 29 / 29,2.761 / 3.645 / 39 / 39,1.477 / 2.287 / 42 / 42
30,2-22,1.641 / 1.724 / 24 / 24,1.508 / 1.743 / 41 / 41,1.567 / 1.742 / 60 / 60,1.448 / 1.743 / 47 / 47
31,2-23,1.691 / 2.012 / 42 / 42,2.484 / 3.337 / 65 / 65,1.800 / 2.254 / 54 / 54,2.233 / 2.688 / 41 / 41
