,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.429 / 1.429 / 99 / 99,2.645 / 2.689 / 99 / 99,3.083 / 3.198 / 99 / 99,1.429 / 1.429 / 99 / 99
1,1-1,0.760 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.069 / 1.848 / 99 / 99,0.757 / 1.000 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.436 / 1.436 / 99 / 99,1.780 / 1.780 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.472 / 1.508 / 99 / 99,1.873 / 2.270 / 99 / 99,2.198 / 2.568 / 98 / 99,1.470 / 1.508 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,3.586 / 3.760 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.019 / 1.042 / 99 / 99,1.019 / 1.042 / 99 / 99,1.649 / 2.127 / 99 / 99,1.729 / 1.729 / 99 / 99
6,2-0,1.782 / 1.782 / 64 / 64,1.650 / 1.650 / 52 / 52,2.049 / 2.162 / 52 / 52,1.782 / 1.782 / 61 / 61
7,2-1,1.127 / 1.733 / 57 / 57,1.105 / 1.733 / 55 / 55,1.830 / 2.541 / 58 / 58,1.448 / 1.803 / 49 / 49
8,2-2,2.438 / 2.438 / 29 / 29,2.438 / 2.438 / 50 / 50,2.438 / 2.438 / 53 / 53,2.438 / 2.438 / 50 / 50
9,2-3,1.843 / 1.989 / 38 / 38,1.861 / 2.087 / 51 / 51,1.606 / 1.940 / 48 / 48,1.892 / 2.105 / 49 / 49
10,2-4,1.089 / 1.089 / 36 / 36,1.089 / 1.089 / 26 / 26,1.089 / 1.089 / 38 / 38,1.089 / 1.089 / 30 / 30
11,2-5,1.410 / 1.697 / 56 / 56,1.636 / 2.072 / 83 / 83,1.505 / 2.072 / 65 / 65,1.514 / 2.072 / 63 / 63
12,2-6,1.246 / 1.507 / 37 / 37,1.937 / 2.261 / 59 / 59,2.208 / 2.701 / 63 / 63,1.169 / 1.507 / 43 / 43
13,2-7,1.891 / 2.190 / 63 / 63,1.682 / 1.749 / 48 / 48,2.105 / 2.352 / 42 / 42,1.932 / 2.190 / 51 / 51
14,2-8,1.417 / 1.417 / 61 / 61,1.417 / 1.417 / 62 / 62,1.417 / 1.417 / 62 / 62,1.417 / 1.417 / 67 / 67
15,2-9,1.281 / 1.807 / 60 / 60,1.647 / 2.202 / 49 / 49,1.959 / 2.217 / 36 / 36,1.177 / 1.847 / 40 / 40
16,2-10,1.741 / 2.243 / 27 / 27,1.806 / 2.243 / 61 / 61,1.427 / 1.758 / 16 / 16,1.673 / 2.243 / 53 / 53
17,2-11,0.975 / 1.384 / 53 / 53,1.086 / 1.405 / 35 / 35,1.529 / 1.819 / 51 / 51,1.045 / 1.384 / 59 / 59
