,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.132 / 1.138 /  9,1.328 / 1.577 /  9,1.308 / 1.419 /  9,1.182 / 1.419 /  9,1.177 / 1.314 /  9
1,1-1,1.000 / 1.000 /  9,1.401 / 1.689 /  9,1.428 / 1.428 /  9,1.000 / 1.000 /  9,1.144 / 1.431 /  9
2,1-2,1.353 / 1.397 /  9,1.309 / 1.397 /  9,1.396 / 1.397 /  9,1.353 / 1.397 /  9,1.348 / 1.397 /  9
3,1-3,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.608 / 1.608 /  9,1.448 / 1.520 /  9,1.179 / 1.179 /  9
4,1-4,1.000 / 1.000 /  9,1.180 / 1.180 /  9,1.207 / 1.240 /  9,1.053 / 1.240 /  9,1.000 / 1.000 /  9
5,1-5,1.300 / 1.300 /  9,1.300 / 1.300 /  9,1.400 / 2.130 /  9,1.300 / 1.300 /  9,1.349 / 1.738 /  9
6,2-0,1.481 / 1.485 /  6,1.481 / 1.481 /  4,1.066 / 1.066 /  4,1.808 / 1.808 /  7,0.895 / 0.895 /  7
7,2-1,0.922 / 0.945 /  8,0.916 / 0.945 /  5,0.908 / 0.908 /  6,0.741 / 0.945 /  9,1.001 / 1.009 /  9
8,2-2,1.088 / 1.102 /  3,1.081 / 1.081 /  5,1.081 / 1.081 /  6,1.081 / 1.081 /  9,1.081 / 1.081 /  6
9,2-3,0.908 / 0.908 /  4,0.908 / 0.908 /  7,0.908 / 0.908 / 11,0.908 / 0.908 /  9,0.908 / 0.908 /  7
10,2-4,0.888 / 0.888 /  7,0.888 / 0.888 /  7,1.332 / 1.332 /  8,0.888 / 0.888 /  6,0.888 / 0.888 /  7
11,2-5,1.060 / 1.060 /  9,1.120 / 1.433 / 10,1.215 / 1.433 /  6,1.060 / 1.060 /  9,1.060 / 1.060 /  7
