,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.668 / 1.771 /  9,1.631 / 1.740 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.051 / 1.462 /  9,2.054 / 2.502 /  9,1.243 / 1.243 /  9,1.459 / 1.753 /  9,1.000 / 1.000 /  9
2,1-2,1.029 / 1.263 /  9,1.034 / 1.153 /  9,0.827 / 1.211 /  9,1.431 / 1.472 /  9,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,0.862 / 1.242 /  9,1.316 / 1.425 /  9,0.835 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.000 / 1.000 /  9,1.276 / 1.515 /  9,1.176 / 1.323 /  9,1.035 / 1.217 /  9,1.247 / 1.247 /  9
5,1-5,1.506 / 1.795 /  9,2.098 / 2.203 /  9,2.062 / 2.172 /  9,1.423 / 1.423 /  9,1.465 / 1.795 /  9
6,2-0,0.980 / 0.980 /  7,0.888 / 0.888 /  7,0.980 / 0.980 /  7,0.980 / 0.980 /  5,0.980 / 0.980 /  9
7,2-1,0.992 / 1.118 /  5,1.056 / 1.111 /  7,1.046 / 1.046 /  8,0.909 / 0.909 /  6,0.939 / 1.118 /  7
8,2-2,0.895 / 0.895 /  5,0.895 / 0.895 /  7,0.895 / 0.895 /  8,0.895 / 0.895 /  6,0.895 / 0.895 /  7
9,2-3,0.919 / 0.919 /  3,1.631 / 1.846 /  8,1.132 / 1.132 /  5,1.215 / 1.215 /  8,1.154 / 1.311 /  5
10,2-4,0.952 / 0.952 /  9,1.085 / 1.267 /  7,0.949 / 0.949 /  9,1.058 / 1.270 /  3,0.952 / 0.952 /  8
11,2-5,1.054 / 1.140 /  8,0.900 / 0.900 /  7,1.038 / 1.038 /  8,1.041 / 1.041 /  7,1.076 / 1.357 /  9
