,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.388 / 1.676 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.306 / 1.306 /  9
1,1-1,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.037 / 1.331 /  9
2,1-2,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.000 / 1.000 /  9
4,1-4,1.555 / 1.700 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.887 / 2.072 /  9
5,1-5,1.497 / 1.567 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,2.035 / 2.035 /  9
6,2-0,1.423 / 1.582 /  5,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
7,2-1,0.940 / 0.940 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.940 / 0.940 /  7
8,2-2,1.623 / 1.782 /  4,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.464 / 1.464 / 10
9,2-3,1.095 / 1.095 /  4,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.095 / 1.095 /  8
10,2-4,1.069 / 1.209 / 10,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.227 / 1.406 / 11
11,2-5,1.049 / 1.342 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.110 / 1.830 /  8
