,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.336 / 1.336 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.336 / 1.336 /  9,1.336 / 1.336 /  9
1,1-1,1.163 / 1.386 /  9,1.394 / 1.504 /  9,1.401 / 1.595 /  9,1.135 / 1.135 /  9,1.735 / 1.735 /  9
2,1-2,1.000 / 1.000 /  9,1.514 / 1.525 /  9,1.423 / 1.423 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.034 / 1.309 /  9,1.093 / 1.093 /  9,1.073 / 1.566 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.000 / 1.000 /  9,1.197 / 1.197 /  9,1.792 / 1.792 /  9,1.779 / 1.876 /  9,1.000 / 1.000 /  9
5,1-5,1.444 / 1.444 /  9,2.184 / 2.414 /  9,1.444 / 1.444 /  9,1.444 / 1.444 /  9,1.444 / 1.444 /  9
6,2-0,1.260 / 1.414 / 11,1.274 / 1.443 / 11,1.244 / 1.244 /  7,1.244 / 1.244 /  5,1.317 / 1.474 / 11
7,2-1,0.794 / 0.794 /  6,0.994 / 1.256 /  7,1.267 / 1.309 /  9,1.508 / 1.624 /  7,0.794 / 0.794 /  8
8,2-2,0.929 / 0.929 /  8,1.455 / 1.543 /  7,1.348 / 1.429 /  6,0.929 / 0.929 /  7,0.929 / 0.929 /  8
9,2-3,1.147 / 1.147 /  9,1.389 / 1.389 /  9,1.147 / 1.147 /  7,1.147 / 1.147 /  6,1.427 / 1.427 /  6
10,2-4,0.919 / 0.919 /  8,0.919 / 0.919 /  5,1.038 / 1.516 /  5,0.973 / 1.516 / 11,0.919 / 0.919 /  9
11,2-5,0.896 / 0.896 /  7,1.129 / 1.257 /  7,1.097 / 1.097 /  7,0.896 / 0.896 /  8,0.896 / 0.896 /  6
