,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.150 / 1.299 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.107 / 1.107 /  9,-1.000 / -1.000 /  0
1,1-1,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,-1.000 / -1.000 /  0
2,1-2,1.129 / 1.394 /  9,1.000 / 1.000 /  1,1.000 / 1.000 /  1,1.041 / 1.372 /  9,-1.000 / -1.000 /  0
3,1-3,1.032 / 1.288 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.109 / 1.348 /  9,-1.000 / -1.000 /  0
4,1-4,1.432 / 1.586 /  9,2409.463 / 4814.698 / 12873,2409.459 / 4814.698 / 12873,1.381 / 1.567 /  9,-1.000 / -1.000 /  0
5,1-5,1.591 / 1.871 /  9,445.677 / 1197.727 /  7,463.201 / 1241.188 /  7,1.498 / 1.848 /  9,-1.000 / -1.000 /  0
6,2-0,0.993 / 1.686 /  8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.894 / 0.894 /  7,-1.000 / -1.000 /  0
7,2-1,1.010 / 1.277 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.966 / 0.966 /  8,-1.000 / -1.000 /  0
8,2-2,0.941 / 0.941 /  8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.019 / 1.642 /  9,-1.000 / -1.000 /  0
9,2-3,1.221 / 1.325 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.264 / 1.612 /  7,-1.000 / -1.000 /  0
10,2-4,1.024 / 1.024 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.024 / 1.024 /  5,-1.000 / -1.000 /  0
11,2-5,0.865 / 0.865 / 11,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.894 / 1.183 / 11,-1.000 / -1.000 /  0
