,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.120 / 1.432 /  9,1.120 / 1.432 /  9,1.000 / 1.000 /  9,869.421 / 1795.284 /  5
1,1-1,1.490 / 1.664 /  9,1.478 / 1.717 /  9,1.684 / 1.717 /  7,1.440 / 1.664 /  9,649.981 / 1298.963 /  2
2,1-2,1.266 / 1.568 /  9,1.069 / 1.122 /  9,1.109 / 1.508 /  7,1.393 / 1.568 /  9,424.009 / 2343.219 /  8
3,1-3,1.000 / 1.000 /  9,0.851 / 1.318 /  9,0.869 / 1.479 /  9,1.186 / 1.186 /  9,1.264 / 1.264 /  9
4,1-4,1.266 / 1.266 /  9,1.744 / 1.752 /  9,1.737 / 1.860 /  9,1.451 / 1.451 /  9,1.479 / 1.479 /  9
5,1-5,1.000 / 1.000 /  9,2.038 / 2.050 /  9,2.100 / 2.436 /  9,1.142 / 1.142 /  9,429.591 / 880.238 /  7
6,2-0,1.244 / 1.531 / 10,0.956 / 1.009 /  7,1.088 / 1.484 /  9,1.334 / 1.518 /  6,1.083 / 1.083 /  1
7,2-1,0.952 / 0.952 /  7,0.952 / 0.952 /  8,0.952 / 0.952 /  5,0.952 / 0.952 /  3,945.101 / 1240.568 /  2
8,2-2,1.418 / 1.679 /  8,1.490 / 1.739 /  6,1.579 / 1.816 /  7,1.380 / 1.380 /  7,585.951 / 1125.673 /  3
9,2-3,1.108 / 1.108 /  5,0.969 / 1.402 /  8,0.954 / 1.190 /  6,1.290 / 1.298 /  9,-1.000 / -1.000 /  0
10,2-4,1.192 / 1.192 /  8,1.052 / 1.508 /  7,1.064 / 1.508 /  6,1.092 / 1.092 /  5,2217.958 / 4434.604 / 14579
11,2-5,0.908 / 0.908 /  6,0.982 / 0.982 /  8,0.991 / 1.044 /  7,0.959 / 1.368 /  9,637.026 / 1098.742 /  3
