,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.686 / 1.947 / 99 / 99,1.692 / 1.947 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.905 / 2.001 / 99 / 99,2.239 / 2.263 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.231 / 1.331 / 99 / 99,1.201 / 1.621 / 99 / 99,1.192 / 1.621 / 99 / 99,1.180 / 1.331 / 99 / 99
3,1-3,1.411 / 1.411 / 99 / 99,1.619 / 1.670 / 99 / 99,1.620 / 1.670 / 99 / 99,1.411 / 1.411 / 99 / 99
4,1-4,2.050 / 2.152 / 99 / 99,2.785 / 2.872 / 99 / 99,3.015 / 3.054 / 99 / 99,1.998 / 2.152 / 99 / 99
5,1-5,1.708 / 1.823 / 99 / 99,2.458 / 2.579 / 99 / 99,2.721 / 2.770 / 99 / 99,1.650 / 1.823 / 99 / 99
6,2-0,1.163 / 1.636 / 40 / 40,1.265 / 1.584 / 51 / 51,1.287 / 1.746 / 71 / 71,1.290 / 1.746 / 60 / 60
7,2-1,1.708 / 2.165 / 60 / 60,1.532 / 2.165 / 61 / 61,1.572 / 2.165 / 57 / 57,1.658 / 2.165 / 73 / 73
8,2-2,1.398 / 1.560 / 68 / 68,1.386 / 1.560 / 46 / 46,1.410 / 1.560 / 45 / 45,1.425 / 1.560 / 54 / 54
9,2-3,0.958 / 1.267 / 62 / 62,0.891 / 0.891 / 27 / 27,0.965 / 1.267 / 51 / 51,0.935 / 1.267 / 51 / 51
10,2-4,1.083 / 1.212 / 74 / 74,0.661 / 0.661 / 63 / 63,0.661 / 0.661 / 39 / 39,1.076 / 1.076 / 50 / 50
11,2-5,1.409 / 1.721 / 80 / 80,1.109 / 1.332 / 34 / 34,1.112 / 1.332 / 54 / 54,1.324 / 1.721 / 48 / 48
