,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.535 / 1.535 /  9,1.047 / 1.426 /  9,1.416 / 1.535 /  9
1,1-1,1.428 / 1.482 /  9,1.645 / 1.871 /  9,1.519 / 1.818 /  9,1.428 / 1.482 /  9,1.138 / 1.249 /  9
2,1-2,1.000 / 1.000 /  9,1.651 / 1.651 /  9,1.661 / 1.744 /  9,1.521 / 1.521 /  9,1.000 / 1.000 /  9
3,1-3,1.388 / 1.388 /  9,1.909 / 1.909 /  9,1.500 / 1.500 /  9,1.388 / 1.388 /  9,1.388 / 1.388 /  9
4,1-4,0.762 / 1.207 /  9,0.845 / 1.088 /  9,0.762 / 1.149 /  9,0.711 / 1.088 /  9,0.818 / 1.362 /  9
5,1-5,1.323 / 1.323 /  9,1.255 / 1.392 /  9,1.084 / 1.084 /  9,1.286 / 1.286 /  9,1.788 / 1.855 /  9
6,2-0,1.231 / 1.292 /  9,1.221 / 1.292 / 10,1.283 / 1.769 /  8,1.243 / 1.292 /  8,1.233 / 1.245 /  5
7,2-1,0.919 / 0.919 /  5,0.919 / 0.919 /  5,0.919 / 0.919 /  8,0.919 / 0.919 /  9,1.913 / 1.954 /  4
8,2-2,0.889 / 0.889 /  5,0.889 / 0.889 /  9,0.889 / 0.889 /  5,0.889 / 0.889 /  8,0.889 / 0.889 /  9
9,2-3,1.313 / 1.313 /  7,1.354 / 1.354 /  9,1.354 / 1.354 /  7,1.313 / 1.313 / 10,1.161 / 1.161 /  5
10,2-4,1.228 / 1.228 /  8,1.228 / 1.228 /  7,1.228 / 1.228 /  5,1.228 / 1.228 / 10,1.572 / 1.709 /  7
11,2-5,1.525 / 1.597 /  8,1.538 / 1.641 /  9,1.515 / 1.515 /  9,1.784 / 3.062 /  9,1.177 / 2.310 /  5
