,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.483 / 2.132 / 99 / 99,1.642 / 2.466 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.566 / 2.017 / 99 / 99
1,1-1,1.157 / 1.352 / 99 / 99,1.803 / 3.474 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.146 / 1.352 / 99 / 99
2,1-2,1.065 / 1.228 / 99 / 99,1.407 / 1.835 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.069 / 1.228 / 99 / 99
3,1-3,1.327 / 1.872 / 99 / 99,1.473 / 2.103 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.454 / 1.908 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.393 / 1.915 / 99 / 99,1.602 / 2.479 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.264 / 1.915 / 99 / 99
6,1-6,2.169 / 2.709 / 99 / 99,2.270 / 2.858 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.307 / 2.709 / 99 / 99
7,1-7,1.615 / 1.807 / 99 / 99,1.651 / 1.807 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.632 / 1.807 / 99 / 99
8,1-8,1.414 / 1.788 / 99 / 99,1.455 / 1.816 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.549 / 1.788 / 99 / 99
9,1-9,1.584 / 1.963 / 99 / 99,1.767 / 2.104 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.664 / 2.029 / 99 / 99
10,1-10,1.396 / 1.396 / 99 / 99,1.986 / 2.172 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.396 / 1.396 / 99 / 99
11,1-11,1.921 / 1.993 / 99 / 99,2.474 / 2.694 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.934 / 2.000 / 99 / 99
12,1-12,1.000 / 1.000 / 99 / 99,1.392 / 1.500 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
13,1-13,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
14,1-14,2.234 / 2.773 / 99 / 99,3.106 / 3.716 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.400 / 2.773 / 99 / 99
15,2-0,1.130 / 1.657 / 58 / 58,1.145 / 1.744 / 55 / 55,-1.000 / -1.000 / 0 / 43,1.119 / 1.345 / 34 / 34
16,2-1,1.675 / 1.976 / 53 / 53,1.787 / 1.976 / 45 / 45,-1.000 / -1.000 / 0 / 60,1.817 / 1.976 / 72 / 72
17,2-2,1.289 / 1.507 / 59 / 59,1.314 / 1.570 / 56 / 56,-1.000 / -1.000 / 0 / 74,1.282 / 1.574 / 37 / 37
18,2-3,1.861 / 2.034 / 38 / 38,1.845 / 1.845 / 27 / 27,-1.000 / -1.000 / 0 / 65,1.857 / 1.945 / 39 / 39
19,2-4,1.727 / 1.921 / 49 / 49,1.676 / 1.883 / 66 / 66,-1.000 / -1.000 / 0 / 60,1.793 / 2.028 / 64 / 64
20,2-5,1.306 / 1.306 / 44 / 44,1.322 / 1.350 / 46 / 46,-1.000 / -1.000 / 0 / 63,1.306 / 1.306 / 41 / 41
21,2-6,1.512 / 1.610 / 46 / 46,1.617 / 2.020 / 71 / 71,-1.000 / -1.000 / 0 / 35,1.443 / 1.610 / 65 / 65
22,2-7,1.073 / 1.367 / 48 / 48,2.645 / 2.880 / 43 / 43,-1.000 / -1.000 / 0 / 59,1.012 / 1.367 / 62 / 62
23,2-8,0.889 / 0.889 / 19 / 19,1.062 / 1.063 / 53 / 53,-1.000 / -1.000 / 0 / 27,0.889 / 0.889 / 47 / 47
24,2-9,1.694 / 1.903 / 41 / 41,1.846 / 1.969 / 28 / 28,-1.000 / -1.000 / 0 / 63,1.759 / 2.047 / 36 / 36
25,2-10,1.297 / 1.616 / 37 / 37,0.963 / 1.489 / 17 / 17,-1.000 / -1.000 / 0 / 48,1.280 / 1.616 / 39 / 39
26,2-11,1.582 / 1.969 / 56 / 56,2.934 / 3.265 / 43 / 43,-1.000 / -1.000 / 0 / 56,1.641 / 1.969 / 34 / 34
27,2-12,1.338 / 1.338 / 37 / 37,1.459 / 1.533 / 28 / 28,-1.000 / -1.000 / 0 / 42,1.338 / 1.338 / 35 / 35
28,2-13,0.978 / 1.245 / 29 / 29,1.119 / 1.563 / 69 / 69,-1.000 / -1.000 / 0 / 50,1.324 / 1.625 / 37 / 37
29,2-14,1.264 / 1.714 / 23 / 23,1.137 / 1.466 / 34 / 34,-1.000 / -1.000 / 0 / 32,1.308 / 1.714 / 57 / 57
