,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.321 / 1.593 / 99 / 99,2.083 / 2.540 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.418 / 2.084 / 99 / 99
2,1-2,1.239 / 1.780 / 99 / 99,1.363 / 1.440 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.237 / 1.780 / 99 / 99
3,1-3,1.401 / 1.401 / 99 / 99,1.541 / 2.195 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.401 / 1.401 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.184 / 1.193 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.122 / 1.376 / 99 / 99,1.323 / 1.487 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.152 / 1.376 / 99 / 99
6,1-6,1.800 / 2.103 / 99 / 99,2.366 / 3.005 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.791 / 2.103 / 99 / 99
7,1-7,1.269 / 1.321 / 99 / 99,1.653 / 1.750 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.397 / 1.582 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,2.632 / 2.925 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
9,1-9,1.436 / 1.653 / 99 / 99,1.943 / 2.571 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.813 / 2.226 / 99 / 99
10,1-10,1.166 / 1.451 / 99 / 99,1.443 / 1.577 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.236 / 1.451 / 99 / 99
11,1-11,1.483 / 1.660 / 99 / 99,1.542 / 1.773 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.447 / 1.692 / 99 / 99
12,1-12,2.119 / 2.430 / 99 / 99,2.114 / 2.408 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.092 / 2.430 / 99 / 99
13,1-13,1.539 / 1.539 / 99 / 99,1.758 / 2.154 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.539 / 1.539 / 99 / 99
14,1-14,2.078 / 2.298 / 99 / 99,1.841 / 2.165 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.329 / 1.346 / 99 / 99
15,2-0,1.484 / 1.604 / 75 / 75,1.714 / 1.942 / 48 / 48,-1.000 / -1.000 / 0 / 27,1.426 / 1.578 / 62 / 62
16,2-1,1.201 / 3.045 / 55 / 55,1.128 / 1.373 / 55 / 55,-1.000 / -1.000 / 0 / 41,1.050 / 1.366 / 53 / 53
17,2-2,0.908 / 0.908 / 30 / 30,0.908 / 0.908 / 30 / 30,-1.000 / -1.000 / 0 / 47,0.908 / 0.908 / 52 / 52
18,2-3,0.661 / 0.661 / 33 / 33,0.715 / 0.715 / 34 / 34,-1.000 / -1.000 / 0 / 52,0.661 / 0.661 / 57 / 57
19,2-4,1.056 / 2.293 / 51 / 51,1.009 / 1.009 / 78 / 78,-1.000 / -1.000 / 0 / 49,1.032 / 1.032 / 45 / 45
20,2-5,1.699 / 1.872 / 31 / 31,2.443 / 2.523 / 72 / 72,-1.000 / -1.000 / 0 / 63,1.543 / 1.740 / 40 / 40
21,2-6,1.820 / 1.834 / 31 / 31,1.710 / 1.766 / 40 / 40,-1.000 / -1.000 / 0 / 64,1.666 / 1.666 / 23 / 23
22,2-7,1.142 / 1.421 / 28 / 28,0.887 / 0.887 / 47 / 47,-1.000 / -1.000 / 0 / 68,0.887 / 0.887 / 65 / 65
23,2-8,1.123 / 1.478 / 55 / 55,1.839 / 1.972 / 58 / 58,-1.000 / -1.000 / 0 / 47,1.230 / 1.478 / 46 / 46
24,2-9,0.942 / 1.125 / 56 / 56,2.134 / 2.458 / 70 / 70,-1.000 / -1.000 / 0 / 38,0.983 / 1.125 / 51 / 51
25,2-10,0.966 / 1.286 / 83 / 83,2.151 / 2.185 / 79 / 79,-1.000 / -1.000 / 0 / 38,1.832 / 1.938 / 41 / 41
26,2-11,1.318 / 1.318 / 74 / 74,1.337 / 1.407 / 23 / 23,-1.000 / -1.000 / 0 / 40,0.849 / 0.980 / 43 / 43
27,2-12,1.838 / 1.850 / 45 / 45,0.727 / 1.012 / 56 / 56,-1.000 / -1.000 / 0 / 46,1.652 / 1.883 / 68 / 68
28,2-13,1.281 / 1.471 / 53 / 53,1.323 / 1.612 / 43 / 43,-1.000 / -1.000 / 0 / 57,0.892 / 0.892 / 53 / 53
29,2-14,1.238 / 1.543 / 53 / 53,1.217 / 1.677 / 55 / 55,-1.000 / -1.000 / 0 / 65,1.894 / 2.877 / 46 / 46
