,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.203 / 2.354 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.115 / 2.354 / 99 / 99
1,1-1,1.611 / 1.723 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.491 / 1.723 / 99 / 99
2,1-2,1.318 / 1.344 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.325 / 1.344 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.125 / 1.355 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.201 / 1.355 / 99 / 99
5,1-5,1.373 / 1.915 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.428 / 1.915 / 99 / 99
6,1-6,1.725 / 2.057 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.615 / 2.057 / 99 / 99
7,1-7,1.594 / 1.906 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.679 / 1.908 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
9,1-9,1.294 / 1.614 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.220 / 1.614 / 99 / 99
10,1-10,1.178 / 1.375 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.185 / 1.375 / 99 / 99
11,1-11,1.141 / 1.287 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.076 / 1.287 / 99 / 99
12,1-12,1.859 / 2.160 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.828 / 2.160 / 99 / 99
13,1-13,1.613 / 1.722 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.598 / 2.124 / 99 / 99
14,1-14,1.512 / 1.583 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.515 / 1.583 / 99 / 99
15,2-0,1.252 / 1.499 / 50 / 50,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 26,1.242 / 1.499 / 39 / 39
16,2-1,1.560 / 1.663 / 62 / 62,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 44,1.549 / 1.638 / 48 / 48
17,2-2,1.654 / 1.720 / 32 / 32,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 61,1.649 / 1.664 / 63 / 63
18,2-3,0.782 / 1.051 / 65 / 65,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 40,0.894 / 1.344 / 43 / 43
19,2-4,2.459 / 3.058 / 48 / 48,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 54,2.397 / 2.943 / 38 / 38
20,2-5,1.219 / 1.403 / 53 / 53,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 55,1.215 / 1.403 / 56 / 56
21,2-6,1.620 / 2.373 / 70 / 70,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 36,1.462 / 1.764 / 50 / 50
22,2-7,1.093 / 1.357 / 34 / 34,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 73,1.085 / 1.085 / 56 / 56
23,2-8,2.414 / 2.615 / 44 / 44,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 64,2.466 / 2.604 / 57 / 57
24,2-9,1.206 / 1.206 / 46 / 46,-1.000 / -1.000 / 0 / 77,-1.000 / -1.000 / 0 / 47,1.206 / 1.206 / 48 / 48
25,2-10,1.272 / 2.286 / 64 / 64,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 48,1.264 / 2.440 / 56 / 56
26,2-11,2.497 / 2.788 / 46 / 46,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 52,2.515 / 3.203 / 47 / 47
27,2-12,1.888 / 1.944 / 68 / 68,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 55,1.884 / 1.919 / 42 / 42
28,2-13,1.049 / 1.049 / 64 / 64,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 43,1.054 / 1.277 / 48 / 48
29,2-14,1.966 / 2.295 / 38 / 38,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 55,1.917 / 2.274 / 50 / 50
