,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.293 / 1.660 / 99 / 99,1.233 / 1.660 / 99 / 99,1.340 / 1.660 / 99 / 99,1.614 / 1.938 / 99 / 99
1,1-1,1.252 / 1.416 / 99 / 99,1.251 / 1.594 / 99 / 99,1.269 / 1.594 / 99 / 99,1.207 / 1.315 / 99 / 99
2,2-0,1.228 / 2.069 / 48 / 48,1.847 / 2.282 / 68 / 68,1.788 / 2.475 / 51 / 51,1.901 / 2.367 / 57 / 57
3,2-1,0.799 / 0.799 / 38 / 38,1.155 / 1.155 / 40 / 40,1.155 / 1.155 / 37 / 37,0.941 / 0.941 / 37 / 37
4,2-2,0.983 / 1.272 / 33 / 33,0.964 / 1.272 / 46 / 46,1.063 / 1.308 / 53 / 53,1.353 / 1.530 / 56 / 56
5,2-3,0.924 / 0.924 / 64 / 64,0.799 / 0.799 / 29 / 29,0.799 / 0.799 / 35 / 35,0.799 / 0.799 / 64 / 64
6,2-4,1.271 / 1.428 / 53 / 53,1.122 / 1.295 / 23 / 23,1.093 / 1.328 / 48 / 48,1.132 / 1.328 / 44 / 44
7,2-5,1.352 / 1.352 / 47 / 47,0.941 / 0.941 / 30 / 30,0.941 / 0.941 / 43 / 43,0.941 / 0.941 / 29 / 29
8,2-6,1.557 / 2.059 / 45 / 45,1.219 / 1.510 / 53 / 53,1.297 / 1.510 / 44 / 44,1.391 / 1.627 / 27 / 27
9,2-7,1.125 / 2.023 / 58 / 58,1.945 / 2.230 / 65 / 65,1.905 / 2.230 / 59 / 59,2.026 / 2.314 / 54 / 54
