,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.754 / 3.198 / 99 / 99,3.027 / 3.198 / 99 / 99,901.425 / 6474.770 / 99 / 99,2.643 / 3.198 / 99 / 99
1,1-1,1.551 / 1.876 / 99 / 99,1.529 / 1.876 / 99 / 99,1.814 / 2.666 / 99 / 99,1.663 / 1.876 / 99 / 99
2,1-2,1.191 / 1.356 / 99 / 99,1.478 / 1.875 / 99 / 99,3.218 / 3.563 / 99 / 99,1.180 / 1.356 / 99 / 99
3,1-3,2.003 / 2.546 / 99 / 99,2.081 / 2.546 / 99 / 99,2.653 / 2.983 / 99 / 99,2.064 / 2.546 / 99 / 99
4,1-4,1.643 / 1.656 / 99 / 99,2.072 / 2.078 / 99 / 99,7340.465 / 27390.826 / 99 / 99,1.649 / 1.656 / 99 / 99
5,1-5,3.145 / 4.118 / 99 / 99,3.398 / 3.914 / 99 / 99,2.592 / 4.105 / 99 / 99,2.940 / 4.118 / 99 / 99
6,2-0,1.225 / 1.225 / 32 / 32,1.420 / 4.284 / 47 / 47,1.343 / 4.284 / 53 / 53,1.225 / 1.225 / 69 / 69
7,2-1,0.931 / 1.225 / 43 / 43,0.958 / 1.319 / 27 / 27,0.789 / 1.045 / 57 / 57,0.935 / 1.199 / 38 / 38
8,2-2,4.376 / 4.500 / 23 / 23,4.390 / 4.638 / 65 / 65,9.100 / 21.710 / 74 / 74,4.417 / 4.500 / 54 / 54
9,2-3,1.969 / 1.969 / 71 / 71,1.315 / 1.322 / 73 / 73,88.700 / 833.947 / 24 / 24,1.969 / 1.969 / 39 / 39
10,2-4,1.309 / 1.564 / 55 / 55,1.264 / 1.564 / 33 / 33,1.301 / 1.687 / 51 / 51,1.310 / 1.492 / 38 / 38
11,2-5,2.654 / 2.681 / 55 / 55,2.681 / 2.681 / 21 / 21,111.592 / 1080.435 / 31 / 32,2.656 / 2.681 / 50 / 50
12,2-6,2.679 / 3.161 / 41 / 41,2.778 / 2.778 / 40 / 40,2.268 / 3.161 / 47 / 47,2.401 / 3.161 / 42 / 42
13,2-7,3.270 / 3.569 / 42 / 42,3.468 / 3.569 / 38 / 38,38.257 / 1071.950 / 60 / 60,3.231 / 3.569 / 76 / 76
14,2-8,1.949 / 2.064 / 52 / 52,1.941 / 2.064 / 37 / 37,1.976 / 2.064 / 73 / 73,1.957 / 2.064 / 35 / 35
15,2-9,3.599 / 4.073 / 51 / 51,3.824 / 3.908 / 39 / 39,1.960 / 2.033 / 35 / 35,3.399 / 4.073 / 42 / 42
16,2-10,1.840 / 2.296 / 53 / 53,1.831 / 1.831 / 60 / 60,1.831 / 1.831 / 49 / 49,1.831 / 1.831 / 50 / 50
17,2-11,4.683 / 4.683 / 67 / 67,4.683 / 4.683 / 34 / 34,7.290 / 21.141 / 34 / 34,4.683 / 4.683 / 61 / 61
