,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.392 / 1.742 / 99 / 99,1.903 / 2.489 / 99 / 99,3.160 / 3.680 / 99 / 99,1.374 / 1.742 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.739 / 1.787 / 99 / 99,2.285 / 2.429 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.009 / 1.034 / 99 / 99,1.046 / 1.168 / 99 / 99,2.581 / 2.736 / 99 / 99,1.406 / 1.406 / 99 / 99
3,1-3,1.149 / 1.369 / 99 / 99,1.486 / 1.759 / 99 / 99,1.467 / 1.631 / 99 / 99,1.231 / 1.369 / 99 / 99
4,1-4,1.239 / 1.591 / 99 / 99,1.347 / 1.718 / 99 / 99,2.732 / 3.044 / 99 / 99,1.256 / 1.591 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.303 / 2.387 / 99 / 99,1.000 / 1.000 / 99 / 99
6,2-0,1.230 / 1.230 / 47 / 47,1.167 / 1.167 / 26 / 26,0.851 / 0.851 / 47 / 47,1.230 / 1.230 / 32 / 32
7,2-1,1.741 / 1.996 / 62 / 62,1.763 / 1.996 / 45 / 45,1.653 / 2.004 / 33 / 33,1.665 / 1.996 / 46 / 46
8,2-2,2.369 / 2.846 / 43 / 43,2.367 / 2.846 / 41 / 41,2.156 / 2.464 / 35 / 35,1.917 / 2.096 / 54 / 54
9,2-3,0.894 / 1.198 / 55 / 55,0.976 / 1.198 / 64 / 64,0.889 / 0.889 / 56 / 56,0.949 / 1.198 / 41 / 41
10,2-4,0.889 / 0.889 / 60 / 60,0.889 / 0.889 / 52 / 52,2.610 / 2.628 / 61 / 61,0.889 / 0.889 / 34 / 34
11,2-5,1.730 / 1.733 / 48 / 48,1.786 / 1.933 / 50 / 50,1.729 / 1.729 / 77 / 77,1.730 / 1.733 / 49 / 49
12,2-6,1.238 / 1.554 / 55 / 55,1.199 / 1.733 / 29 / 29,1.265 / 1.733 / 40 / 40,1.222 / 1.554 / 82 / 82
13,2-7,1.877 / 2.212 / 42 / 42,1.857 / 2.435 / 57 / 57,1.361 / 1.786 / 39 / 39,1.917 / 2.212 / 52 / 52
14,2-8,1.003 / 1.324 / 40 / 40,0.995 / 0.995 / 48 / 48,0.995 / 0.995 / 54 / 54,3.154 / 3.154 / 62 / 62
15,2-9,0.660 / 0.660 / 67 / 67,0.660 / 0.660 / 37 / 37,0.660 / 0.660 / 42 / 42,0.813 / 3.008 / 46 / 46
16,2-10,0.932 / 1.231 / 43 / 43,0.910 / 1.231 / 38 / 38,1.063 / 1.313 / 42 / 42,1.009 / 1.231 / 35 / 35
17,2-11,1.926 / 2.219 / 36 / 36,2.045 / 2.189 / 49 / 49,1.669 / 1.931 / 30 / 30,1.856 / 2.189 / 49 / 49
