,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.500 / 1.500 / 99 / 99,1.500 / 1.500 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,2.707 / 2.929 / 99 / 99,1.566 / 1.566 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.154 / 1.258 / 99 / 99,1.592 / 1.905 / 99 / 99,1.503 / 2.589 / 99 / 99,1.135 / 1.258 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,2.588 / 2.731 / 99 / 99,2.588 / 2.731 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.289 / 1.467 / 99 / 99,1.017 / 1.529 / 99 / 99,0.964 / 1.529 / 99 / 99,1.286 / 1.467 / 99 / 99
5,1-5,1.129 / 1.255 / 99 / 99,1.699 / 1.867 / 99 / 99,1.163 / 3.046 / 99 / 99,1.098 / 1.255 / 99 / 99
6,2-0,1.707 / 1.757 / 57 / 57,1.703 / 1.757 / 70 / 70,1.698 / 1.757 / 50 / 50,1.701 / 1.757 / 67 / 67
7,2-1,2.248 / 2.355 / 34 / 34,2.117 / 2.355 / 58 / 58,2.128 / 2.355 / 39 / 39,2.218 / 2.355 / 34 / 34
8,2-2,2.293 / 2.293 / 27 / 27,1.621 / 1.880 / 42 / 42,1.550 / 1.550 / 41 / 41,2.428 / 2.796 / 43 / 43
9,2-3,2.492 / 2.804 / 51 / 51,2.565 / 2.565 / 61 / 61,2.485 / 2.485 / 63 / 63,2.485 / 2.485 / 37 / 37
10,2-4,4.149 / 4.757 / 42 / 42,4.091 / 4.757 / 63 / 63,4.110 / 4.361 / 58 / 58,4.141 / 4.757 / 45 / 45
11,2-5,2.479 / 2.993 / 51 / 51,1.529 / 1.863 / 70 / 70,1.529 / 1.863 / 47 / 47,2.600 / 2.993 / 35 / 35
12,2-6,1.404 / 1.404 / 34 / 34,1.159 / 1.404 / 60 / 60,1.168 / 1.404 / 20 / 20,1.404 / 1.404 / 42 / 42
13,2-7,1.930 / 1.995 / 63 / 63,1.944 / 1.995 / 38 / 38,1.908 / 1.995 / 54 / 54,1.915 / 1.995 / 68 / 68
14,2-8,1.828 / 1.828 / 65 / 65,2.323 / 2.616 / 65 / 65,1.325 / 1.325 / 41 / 41,1.828 / 1.828 / 40 / 40
15,2-9,2.827 / 3.184 / 64 / 64,2.768 / 3.184 / 62 / 62,2.639 / 2.909 / 36 / 36,2.755 / 3.184 / 76 / 76
16,2-10,1.116 / 1.133 / 59 / 59,1.240 / 1.240 / 53 / 53,1.240 / 1.240 / 44 / 44,1.117 / 1.133 / 51 / 51
17,2-11,2.548 / 2.805 / 42 / 42,2.519 / 2.805 / 60 / 60,2.653 / 2.805 / 41 / 41,2.495 / 2.805 / 63 / 63
