,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.516 / 1.521 / 99 / 99,1.974 / 2.016 / 99 / 99,2.015 / 2.309 / 99 / 99,17.195 / 1038.997 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,0.972 / 0.972 / 99 / 99,3.501 / 3.501 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.413 / 1.413 / 99 / 99,1.713 / 1.815 / 99 / 99,1.764 / 1.815 / 99 / 99,1.413 / 1.413 / 99 / 99
3,1-3,1.644 / 1.644 / 99 / 99,2.186 / 2.206 / 99 / 99,3.866 / 3.866 / 99 / 99,1.644 / 1.644 / 99 / 99
4,1-4,1.791 / 1.791 / 99 / 99,2.833 / 2.833 / 99 / 99,2.833 / 2.833 / 99 / 99,1.791 / 1.791 / 99 / 99
5,1-5,1.625 / 1.625 / 99 / 99,1.995 / 2.066 / 99 / 99,2.254 / 3.056 / 99 / 99,1.625 / 1.625 / 99 / 99
6,2-0,1.788 / 2.061 / 52 / 52,1.078 / 1.078 / 77 / 77,1.078 / 1.078 / 30 / 30,1.810 / 2.061 / 40 / 40
7,2-1,2.333 / 2.552 / 28 / 28,1.707 / 1.728 / 32 / 32,1.566 / 1.728 / 48 / 48,2.273 / 2.552 / 48 / 48
8,2-2,1.685 / 2.104 / 54 / 54,2.857 / 3.151 / 48 / 48,2.760 / 3.151 / 82 / 82,1.832 / 2.319 / 63 / 63
9,2-3,2.063 / 3.468 / 41 / 41,2.927 / 3.358 / 49 / 49,2.814 / 3.533 / 44 / 44,2.070 / 3.318 / 48 / 48
10,2-4,1.798 / 1.798 / 41 / 41,1.668 / 1.795 / 58 / 58,1.663 / 1.795 / 60 / 60,1.798 / 1.798 / 46 / 46
11,2-5,1.058 / 1.337 / 57 / 57,1.197 / 1.379 / 41 / 41,1.080 / 1.379 / 63 / 63,1.081 / 1.337 / 38 / 38
12,2-6,1.487 / 1.941 / 53 / 53,2.139 / 2.593 / 66 / 66,2.097 / 2.593 / 36 / 36,1.400 / 1.686 / 40 / 40
13,2-7,1.697 / 1.697 / 42 / 42,1.457 / 1.559 / 45 / 45,1.394 / 1.559 / 68 / 68,1.697 / 1.697 / 40 / 40
14,2-8,1.599 / 1.759 / 47 / 47,2.353 / 2.394 / 17 / 17,2.355 / 2.394 / 47 / 47,1.585 / 1.759 / 65 / 65
15,2-9,1.884 / 2.423 / 43 / 43,1.374 / 1.657 / 44 / 44,1.510 / 1.927 / 65 / 65,1.814 / 2.292 / 71 / 71
16,2-10,1.581 / 1.672 / 37 / 37,2.963 / 2.963 / 42 / 42,2.963 / 2.963 / 27 / 27,1.537 / 1.672 / 31 / 31
17,2-11,1.116 / 1.294 / 39 / 39,1.074 / 1.335 / 33 / 33,1.190 / 1.335 / 44 / 44,1.047 / 1.294 / 55 / 55
