,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.224 / 1.363 / 99 / 99,1.088 / 1.363 / 99 / 99,2341.696 / 5405.353 / 89 / 99,1.180 / 1.363 / 99 / 99
1,1-1,1.166 / 1.373 / 99 / 99,1.738 / 1.927 / 99 / 99,2309.125 / 5333.218 / 89 / 99,1.052 / 1.469 / 99 / 99
2,1-2,1.312 / 1.592 / 99 / 99,1.665 / 1.889 / 99 / 99,6135.927 / 15192.036 / 62 / 99,1.420 / 1.724 / 99 / 99
3,1-3,1.207 / 1.359 / 99 / 99,2.116 / 2.501 / 99 / 99,2.004 / 2.870 / 99 / 99,1.160 / 1.359 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.242 / 1.242 / 99 / 99,1.533 / 1.587 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.922 / 2.282 / 99 / 99,1.687 / 2.578 / 38 / 99,1.746 / 1.769 / 99 / 99
6,2-0,3.193 / 3.193 / 35 / 35,3.193 / 3.193 / 44 / 44,11132.397 / 23723.279 / 15 / 24,3.193 / 3.193 / 47 / 47
7,2-1,0.862 / 0.862 / 56 / 56,1.271 / 1.547 / 46 / 46,11727.837 / 21433.522 / 21 / 38,1.070 / 1.800 / 45 / 45
8,2-2,2.466 / 2.561 / 43 / 43,2.243 / 2.335 / 48 / 48,8134.639 / 18348.875 / 34 / 64,2.523 / 2.561 / 10 / 10
9,2-3,0.888 / 0.888 / 55 / 55,0.888 / 0.888 / 53 / 53,8242.401 / 18236.792 / 43 / 64,0.888 / 0.888 / 58 / 58
10,2-4,1.316 / 1.316 / 37 / 37,1.316 / 1.316 / 46 / 46,1.316 / 1.316 / 49 / 49,1.316 / 1.316 / 58 / 58
11,2-5,1.293 / 1.446 / 45 / 45,0.944 / 0.944 / 41 / 41,7951.813 / 20203.428 / 20 / 52,1.328 / 1.446 / 41 / 41
12,2-6,1.313 / 1.605 / 60 / 60,1.290 / 1.605 / 23 / 23,1.252 / 1.605 / 19 / 19,1.320 / 1.605 / 48 / 48
13,2-7,1.091 / 1.200 / 43 / 43,1.029 / 1.200 / 62 / 62,1.099 / 1.200 / 37 / 37,1.035 / 1.200 / 53 / 53
14,2-8,2.045 / 2.248 / 57 / 57,1.595 / 2.006 / 31 / 31,13228.030 / 26845.109 / 33 / 69,2.078 / 2.362 / 57 / 57
15,2-9,1.255 / 1.293 / 56 / 56,1.218 / 1.439 / 32 / 32,10255.092 / 24316.922 / 33 / 71,1.248 / 1.461 / 40 / 40
16,2-10,1.728 / 1.852 / 37 / 37,1.620 / 2.208 / 54 / 54,1.787 / 2.513 / 33 / 33,1.922 / 3.260 / 57 / 57
17,2-11,0.952 / 0.952 / 70 / 70,0.952 / 0.952 / 42 / 42,0.952 / 0.952 / 74 / 74,0.952 / 0.952 / 45 / 45
