,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.300 / 1.739 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.840 / 3.220 / 99 / 99,1.363 / 1.711 / 99 / 99
1,1-1,1.212 / 1.375 / 99 / 99,-1.000 / -1.000 / 0 / 99,3.433 / 3.706 / 99 / 99,1.741 / 2.128 / 99 / 99
2,1-2,1.676 / 2.441 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.964 / 2.514 / 99 / 99,1.674 / 2.085 / 99 / 99
3,1-3,1.166 / 1.366 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.440 / 2.854 / 99 / 99,1.126 / 1.366 / 99 / 99
4,1-4,1.814 / 2.380 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.379 / 2.874 / 99 / 99,1.771 / 2.074 / 99 / 99
5,1-5,1.229 / 1.326 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.125 / 2.513 / 99 / 99,1.422 / 1.593 / 99 / 99
6,1-6,1.162 / 1.460 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.873 / 2.364 / 99 / 99,1.449 / 1.789 / 99 / 99
7,2-0,2.193 / 2.630 / 34 / 34,-1.000 / -1.000 / 0 / 49,1.497 / 1.740 / 52 / 57,2.094 / 2.474 / 58 / 58
8,2-1,1.592 / 2.578 / 70 / 70,-1.000 / -1.000 / 0 / 52,0.888 / 0.888 / 35 / 35,1.419 / 2.095 / 47 / 47
9,2-2,2.358 / 2.828 / 44 / 44,-1.000 / -1.000 / 0 / 42,2.428 / 3.182 / 59 / 59,1.826 / 1.826 / 34 / 34
10,2-3,0.893 / 0.893 / 57 / 57,-1.000 / -1.000 / 0 / 17,0.893 / 0.893 / 53 / 53,0.893 / 0.893 / 48 / 48
11,2-4,1.668 / 1.698 / 44 / 44,-1.000 / -1.000 / 0 / 47,1.588 / 1.700 / 31 / 31,1.655 / 1.768 / 70 / 70
12,2-5,1.427 / 1.875 / 47 / 47,-1.000 / -1.000 / 0 / 62,2.246 / 2.554 / 26 / 26,1.484 / 1.878 / 28 / 28
13,2-6,1.160 / 1.637 / 37 / 37,-1.000 / -1.000 / 0 / 46,1.397 / 2.062 / 78 / 78,1.056 / 1.624 / 32 / 32
14,2-7,2.051 / 2.051 / 60 / 60,-1.000 / -1.000 / 0 / 40,2.051 / 2.051 / 57 / 57,2.051 / 2.051 / 61 / 61
15,2-8,1.657 / 2.284 / 53 / 53,-1.000 / -1.000 / 0 / 42,1.936 / 2.942 / 71 / 71,1.556 / 1.736 / 39 / 39
16,2-9,1.004 / 1.082 / 68 / 68,-1.000 / -1.000 / 0 / 47,1.007 / 1.082 / 58 / 58,0.997 / 1.082 / 31 / 31
17,2-10,1.722 / 2.055 / 48 / 48,-1.000 / -1.000 / 0 / 64,1.633 / 2.121 / 47 / 47,1.309 / 2.204 / 51 / 51
18,2-11,1.518 / 2.071 / 58 / 58,-1.000 / -1.000 / 0 / 73,1.277 / 1.379 / 55 / 55,1.354 / 1.389 / 43 / 43
19,2-12,1.919 / 2.843 / 49 / 49,-1.000 / -1.000 / 0 / 44,2.504 / 3.113 / 49 / 49,2.246 / 2.430 / 23 / 23
20,2-13,1.410 / 1.986 / 31 / 31,-1.000 / -1.000 / 0 / 51,1.134 / 1.986 / 47 / 47,1.112 / 1.623 / 78 / 78
21,2-14,1.790 / 1.846 / 34 / 34,-1.000 / -1.000 / 0 / 42,1.443 / 1.491 / 42 / 42,1.442 / 1.846 / 45 / 45
22,2-15,1.025 / 1.367 / 34 / 34,-1.000 / -1.000 / 0 / 61,1.379 / 1.732 / 48 / 48,1.014 / 1.367 / 54 / 54
23,2-16,0.909 / 0.909 / 55 / 55,-1.000 / -1.000 / 0 / 39,3.047 / 3.199 / 40 / 40,1.321 / 1.321 / 47 / 47
24,2-17,1.038 / 1.071 / 48 / 48,-1.000 / -1.000 / 0 / 40,1.042 / 1.071 / 46 / 46,1.050 / 1.071 / 51 / 51
25,2-18,1.166 / 1.655 / 67 / 67,-1.000 / -1.000 / 0 / 21,1.613 / 2.046 / 47 / 47,1.164 / 1.655 / 49 / 49
26,2-19,1.169 / 1.304 / 52 / 52,-1.000 / -1.000 / 0 / 41,1.178 / 1.284 / 36 / 36,1.159 / 1.304 / 76 / 76
27,2-20,1.598 / 1.881 / 25 / 25,-1.000 / -1.000 / 0 / 66,1.672 / 1.881 / 53 / 53,1.670 / 2.036 / 48 / 48
