,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,0.974 / 1.101 / 99 / 99,1.031 / 1.101 / 99 / 99,1.045 / 1.393 / 99 / 99,0.902 / 1.101 / 99 / 99
1,1-1,1.251 / 1.317 / 99 / 99,1.563 / 1.672 / 99 / 99,3.194 / 3.413 / 99 / 99,1.237 / 1.523 / 99 / 99
2,1-2,1.219 / 1.454 / 99 / 99,1.158 / 1.454 / 99 / 99,2.276 / 2.637 / 99 / 99,1.240 / 1.296 / 99 / 99
3,1-3,1.076 / 1.268 / 99 / 99,1.525 / 1.696 / 99 / 99,1.830 / 2.522 / 99 / 99,1.065 / 1.268 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,2.420 / 2.801 / 99 / 99,3.266 / 3.442 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.335 / 2.166 / 99 / 99,2.113 / 2.643 / 99 / 99,1.500 / 2.682 / 99 / 99,2.032 / 2.782 / 99 / 99
6,1-6,1.136 / 1.321 / 99 / 99,1.766 / 2.032 / 99 / 99,0.850 / 1.990 / 99 / 99,1.263 / 1.702 / 99 / 99
7,2-0,1.550 / 1.698 / 19 / 19,1.590 / 2.132 / 35 / 35,1.588 / 2.132 / 16 / 16,2.309 / 2.698 / 43 / 43
8,2-1,1.232 / 1.739 / 68 / 68,1.940 / 2.627 / 45 / 45,1.354 / 1.750 / 39 / 39,1.938 / 2.425 / 34 / 34
9,2-2,1.361 / 1.361 / 74 / 74,1.399 / 2.078 / 69 / 69,2.008 / 2.078 / 45 / 45,2.235 / 2.495 / 49 / 49
10,2-3,1.463 / 1.975 / 38 / 38,1.578 / 2.014 / 50 / 50,1.476 / 2.021 / 64 / 64,1.405 / 1.945 / 50 / 50
11,2-4,0.960 / 1.195 / 52 / 52,1.989 / 2.245 / 46 / 46,1.683 / 1.908 / 30 / 30,0.967 / 1.195 / 51 / 51
12,2-5,1.193 / 1.544 / 43 / 43,1.034 / 1.659 / 44 / 44,1.751 / 2.641 / 48 / 48,1.308 / 1.953 / 35 / 35
13,2-6,2.456 / 2.614 / 45 / 45,0.887 / 0.887 / 64 / 64,0.887 / 0.887 / 21 / 21,2.401 / 2.501 / 12 / 12
14,2-7,1.163 / 1.584 / 49 / 49,1.583 / 2.407 / 42 / 42,1.438 / 1.838 / 90 / 90,1.040 / 1.572 / 54 / 54
15,2-8,2.276 / 3.072 / 74 / 74,2.822 / 3.277 / 57 / 57,2.173 / 2.874 / 56 / 56,2.490 / 3.054 / 39 / 39
16,2-9,1.383 / 1.626 / 30 / 30,2.030 / 2.445 / 66 / 66,0.929 / 1.160 / 60 / 60,1.412 / 1.626 / 37 / 37
17,2-10,2.326 / 2.741 / 64 / 64,2.208 / 2.974 / 67 / 67,2.135 / 2.989 / 35 / 35,2.107 / 2.601 / 38 / 38
18,2-11,1.052 / 1.622 / 40 / 40,1.169 / 1.927 / 59 / 59,1.206 / 1.676 / 44 / 44,1.206 / 1.812 / 50 / 50
19,2-12,1.310 / 1.504 / 42 / 42,1.820 / 2.239 / 56 / 56,1.023 / 1.280 / 29 / 29,1.361 / 1.585 / 54 / 54
20,2-13,1.267 / 1.291 / 33 / 33,1.455 / 1.571 / 28 / 28,1.661 / 1.818 / 40 / 40,1.122 / 1.194 / 50 / 50
21,2-14,1.533 / 1.755 / 57 / 57,1.552 / 1.809 / 47 / 47,1.521 / 1.768 / 60 / 60,1.536 / 1.755 / 69 / 69
22,2-15,0.942 / 1.202 / 40 / 40,0.896 / 0.896 / 58 / 58,0.896 / 0.896 / 68 / 68,0.896 / 0.896 / 46 / 46
23,2-16,1.733 / 2.588 / 29 / 29,1.719 / 2.237 / 42 / 42,1.278 / 1.994 / 45 / 45,1.628 / 2.216 / 37 / 37
24,2-17,1.160 / 1.301 / 52 / 52,1.345 / 1.781 / 71 / 71,1.702 / 1.779 / 73 / 73,1.978 / 2.106 / 23 / 23
25,2-18,1.942 / 1.972 / 60 / 60,1.493 / 1.710 / 55 / 55,1.783 / 2.190 / 52 / 52,1.943 / 2.122 / 43 / 43
26,2-19,1.703 / 2.408 / 42 / 43,1.411 / 2.016 / 30 / 30,1.220 / 1.553 / 32 / 32,1.882 / 3.117 / 34 / 34
27,2-20,1.325 / 1.483 / 57 / 57,0.875 / 1.103 / 56 / 56,0.908 / 1.090 / 30 / 30,1.280 / 1.591 / 29 / 29
