,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.948 / 1.978 / 99 / 99,1.889 / 2.016 / 99 / 99,1.968 / 1.978 / 99 / 99,1.968 / 1.978 / 99 / 99
1,1-1,2.114 / 3.286 / 99 / 99,1.904 / 3.253 / 99 / 99,3.700 / 4.334 / 99 / 99,2.400 / 3.192 / 99 / 99
2,1-2,1.260 / 1.606 / 99 / 99,2.284 / 2.525 / 99 / 99,2.348 / 2.915 / 99 / 99,1.269 / 1.606 / 99 / 99
3,1-3,1.261 / 1.306 / 99 / 99,1.191 / 1.592 / 99 / 99,1.051 / 1.341 / 99 / 99,1.235 / 1.306 / 99 / 99
4,1-4,1.496 / 1.728 / 99 / 99,1.641 / 2.121 / 99 / 99,1.765 / 2.256 / 99 / 99,1.334 / 1.728 / 99 / 99
5,1-5,2.441 / 3.335 / 99 / 99,13.103 / 1081.343 / 99 / 99,13.054 / 541.484 / 99 / 99,2.071 / 3.813 / 99 / 99
6,2-0,1.148 / 1.415 / 54 / 54,1.106 / 1.223 / 54 / 54,1.326 / 1.380 / 48 / 48,1.066 / 1.223 / 38 / 38
7,2-1,1.896 / 2.373 / 79 / 79,1.736 / 2.373 / 39 / 39,1.844 / 2.833 / 42 / 42,1.820 / 2.317 / 55 / 55
8,2-2,1.606 / 1.997 / 50 / 50,1.447 / 1.760 / 62 / 62,1.942 / 2.319 / 54 / 54,1.593 / 2.010 / 46 / 46
9,2-3,1.559 / 2.303 / 46 / 46,1.782 / 2.365 / 51 / 51,2.256 / 3.056 / 50 / 50,1.961 / 2.876 / 28 / 28
10,2-4,0.994 / 1.260 / 56 / 56,0.994 / 1.260 / 28 / 28,0.986 / 1.260 / 53 / 53,0.931 / 1.260 / 35 / 35
11,2-5,50.373 / 880.267 / 36 / 42,45.561 / 879.302 / 60 / 60,1.284 / 2.133 / 59 / 59,1.676 / 2.240 / 41 / 42
12,2-6,2.157 / 2.243 / 39 / 39,2.170 / 2.906 / 37 / 37,1.973 / 3.045 / 62 / 62,2.297 / 3.097 / 61 / 61
13,2-7,2.324 / 2.824 / 47 / 47,2.272 / 2.318 / 63 / 63,2.127 / 2.599 / 51 / 51,2.430 / 2.824 / 65 / 65
14,2-8,2.439 / 2.967 / 34 / 34,1.234 / 1.665 / 46 / 46,1.150 / 2.340 / 82 / 82,2.342 / 2.888 / 57 / 57
15,2-9,1.120 / 1.736 / 20 / 20,1.159 / 1.880 / 47 / 47,1.366 / 1.750 / 69 / 69,1.295 / 2.278 / 55 / 55
16,2-10,1.718 / 2.540 / 67 / 67,1.627 / 2.225 / 44 / 44,2.050 / 2.650 / 27 / 27,1.879 / 2.586 / 42 / 42
17,2-11,1.272 / 2.058 / 35 / 35,8.292 / 416.723 / 64 / 64,1.564 / 1.699 / 76 / 76,1.902 / 2.272 / 47 / 47
18,2-12,2.167 / 2.654 / 73 / 76,2.294 / 3.195 / 64 / 64,1.476 / 2.222 / 67 / 67,2.012 / 3.099 / 30 / 40
19,2-13,1.577 / 1.900 / 75 / 78,1.647 / 1.900 / 50 / 50,1.598 / 1.754 / 5 / 5,1.494 / 1.900 / 50 / 55
20,2-14,1.612 / 2.505 / 49 / 49,27.327 / 985.516 / 59 / 59,2.129 / 2.991 / 70 / 70,2.280 / 2.926 / 60 / 60
21,2-15,1.287 / 2.292 / 62 / 62,1.110 / 2.262 / 42 / 42,2.862 / 3.598 / 38 / 38,1.629 / 2.564 / 60 / 60
22,2-16,0.919 / 0.919 / 34 / 34,1.509 / 1.664 / 53 / 53,1.350 / 1.716 / 52 / 52,0.928 / 1.300 / 41 / 41
23,2-17,1.722 / 1.947 / 53 / 53,1.677 / 1.920 / 29 / 29,1.546 / 1.748 / 40 / 40,1.664 / 1.714 / 34 / 34
