,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.370 / 1.484 / 99 / 99,1.354 / 1.647 / 99 / 99,1.464 / 1.497 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,2.996 / 3.163 / 99 / 99,2.195 / 2.289 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.549 / 2.034 / 99 / 99,1.508 / 1.927 / 99 / 99,1.480 / 2.836 / 99 / 99,1.351 / 1.799 / 99 / 99
3,1-3,1.363 / 1.363 / 99 / 99,2.046 / 2.235 / 99 / 99,2.046 / 2.235 / 99 / 99,1.363 / 1.363 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.456 / 1.502 / 99 / 99,2.748 / 3.091 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.213 / 1.345 / 99 / 99,2.055 / 2.189 / 99 / 99,3.037 / 3.349 / 99 / 99,1.220 / 1.345 / 99 / 99
6,1-6,1.558 / 2.110 / 99 / 99,2.404 / 2.743 / 99 / 99,2.556 / 3.856 / 99 / 99,1.361 / 2.110 / 99 / 99
7,1-7,1.868 / 2.151 / 99 / 99,2.007 / 2.398 / 99 / 99,2.184 / 3.092 / 99 / 99,1.848 / 2.347 / 99 / 99
8,2-0,1.103 / 1.571 / 38 / 38,1.167 / 1.427 / 35 / 35,1.054 / 2.761 / 55 / 55,1.021 / 1.222 / 37 / 37
9,2-1,1.867 / 1.978 / 57 / 57,0.899 / 0.899 / 27 / 27,1.845 / 1.964 / 31 / 31,1.846 / 1.978 / 56 / 56
10,2-2,1.548 / 1.548 / 32 / 32,2.061 / 2.124 / 17 / 17,2.104 / 2.212 / 45 / 45,1.214 / 1.214 / 44 / 44
11,2-3,1.951 / 2.446 / 61 / 61,1.783 / 1.823 / 45 / 45,1.901 / 2.243 / 54 / 54,1.897 / 2.181 / 64 / 64
12,2-4,2.228 / 2.389 / 54 / 54,2.196 / 2.196 / 42 / 42,2.196 / 2.196 / 34 / 34,2.262 / 2.389 / 44 / 44
13,2-5,1.356 / 2.190 / 63 / 63,1.608 / 1.944 / 64 / 64,0.907 / 1.167 / 41 / 41,1.823 / 2.659 / 38 / 38
14,2-6,0.892 / 0.892 / 30 / 30,0.892 / 0.892 / 47 / 47,1.873 / 2.102 / 39 / 39,0.892 / 0.892 / 58 / 58
15,2-7,0.934 / 1.284 / 36 / 36,1.090 / 1.284 / 67 / 67,0.998 / 1.284 / 51 / 51,0.919 / 1.284 / 41 / 41
16,2-8,2.385 / 3.274 / 61 / 61,2.640 / 3.162 / 54 / 54,2.320 / 3.032 / 63 / 63,2.333 / 3.134 / 41 / 41
17,2-9,0.971 / 1.503 / 43 / 43,1.478 / 2.758 / 59 / 59,1.752 / 2.813 / 49 / 49,0.918 / 1.503 / 24 / 24
18,2-10,2.314 / 2.351 / 55 / 55,2.948 / 3.012 / 44 / 44,2.333 / 2.390 / 50 / 50,2.310 / 2.351 / 28 / 28
19,2-11,1.120 / 1.445 / 80 / 80,1.307 / 1.713 / 48 / 48,1.367 / 2.709 / 40 / 40,1.154 / 1.346 / 32 / 32
20,2-12,1.830 / 2.445 / 66 / 66,1.697 / 2.210 / 57 / 57,1.895 / 2.233 / 43 / 43,1.969 / 2.445 / 39 / 39
21,2-13,1.606 / 2.710 / 52 / 52,1.737 / 2.451 / 72 / 72,1.317 / 1.999 / 44 / 44,1.385 / 2.147 / 35 / 35
22,2-14,1.042 / 1.259 / 44 / 44,0.951 / 1.259 / 74 / 74,1.006 / 1.259 / 58 / 58,0.988 / 1.259 / 42 / 42
23,2-15,2.093 / 2.636 / 36 / 36,2.330 / 2.802 / 65 / 65,2.089 / 2.608 / 56 / 56,2.081 / 2.695 / 21 / 21
