,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.123 / 1.433 / 99 / 99,1.385 / 1.679 / 99 / 99,1.239 / 1.515 / 99 / 99,1.135 / 1.304 / 99 / 99
1,1-1,1.344 / 1.632 / 99 / 99,1.309 / 1.632 / 99 / 99,1.275 / 1.632 / 99 / 99,1.266 / 1.632 / 99 / 99
2,1-2,1.151 / 1.484 / 99 / 99,2.086 / 2.556 / 99 / 99,1.877 / 2.345 / 99 / 99,1.405 / 1.539 / 99 / 99
3,1-3,1.133 / 1.313 / 99 / 99,1.174 / 1.313 / 99 / 99,1.060 / 1.313 / 99 / 99,1.190 / 1.313 / 99 / 99
4,1-4,1.958 / 2.585 / 99 / 99,1.994 / 2.667 / 99 / 99,2.342 / 2.754 / 99 / 99,1.911 / 2.222 / 99 / 99
5,1-5,1.170 / 1.317 / 99 / 99,1.214 / 1.535 / 99 / 99,1.113 / 1.535 / 99 / 99,0.830 / 1.086 / 99 / 99
6,2-0,1.243 / 1.301 / 38 / 38,0.953 / 0.953 / 42 / 42,1.256 / 1.256 / 50 / 50,1.336 / 1.358 / 53 / 53
7,2-1,0.888 / 0.888 / 40 / 40,0.888 / 0.888 / 49 / 49,0.888 / 0.888 / 32 / 32,0.908 / 1.810 / 47 / 47
8,2-2,1.554 / 1.625 / 48 / 48,1.588 / 1.927 / 69 / 69,1.652 / 1.927 / 73 / 73,1.430 / 1.467 / 33 / 33
9,2-3,0.633 / 1.190 / 58 / 58,0.589 / 1.147 / 27 / 27,0.544 / 0.544 / 17 / 17,0.963 / 1.408 / 39 / 39
10,2-4,1.490 / 1.858 / 51 / 51,1.386 / 1.902 / 52 / 52,1.522 / 1.923 / 36 / 36,1.496 / 1.791 / 33 / 33
11,2-5,1.551 / 1.758 / 51 / 51,1.334 / 1.693 / 71 / 71,1.275 / 1.602 / 72 / 72,0.838 / 1.101 / 31 / 31
12,2-6,1.589 / 2.003 / 56 / 56,1.205 / 1.602 / 37 / 37,1.083 / 1.313 / 48 / 48,1.245 / 1.372 / 50 / 50
13,2-7,1.201 / 1.359 / 49 / 49,1.149 / 1.515 / 49 / 49,1.154 / 1.504 / 59 / 59,0.890 / 1.077 / 49 / 49
14,2-8,0.887 / 0.887 / 46 / 46,0.887 / 0.887 / 44 / 44,0.887 / 0.887 / 46 / 46,0.887 / 0.887 / 33 / 33
15,2-9,1.197 / 1.575 / 39 / 39,1.350 / 1.575 / 49 / 49,1.482 / 1.660 / 18 / 18,1.291 / 1.575 / 67 / 67
16,2-10,1.017 / 1.065 / 42 / 42,1.737 / 1.901 / 54 / 54,1.728 / 1.874 / 19 / 19,1.493 / 1.626 / 59 / 59
17,2-11,1.201 / 1.553 / 32 / 32,1.362 / 1.772 / 33 / 33,1.252 / 1.287 / 39 / 39,1.097 / 1.203 / 22 / 22
