,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.429 / 1.684 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.461 / 1.684 / 99 / 99
2,1-2,1.098 / 1.375 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.132 / 1.375 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.280 / 1.472 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.286 / 1.491 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.297 / 1.297 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.297 / 1.297 / 99 / 99
7,2-0,1.034 / 1.330 / 49 / 49,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 52,0.966 / 1.185 / 47 / 47
8,2-1,2.412 / 2.671 / 54 / 54,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 50,2.482 / 2.838 / 63 / 63
9,2-2,1.075 / 1.739 / 33 / 33,-1.000 / -1.000 / 0 / 28,-1.000 / -1.000 / 0 / 55,1.160 / 1.739 / 51 / 51
10,2-3,1.431 / 1.813 / 46 / 46,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 31,1.394 / 1.813 / 34 / 34
11,2-4,1.081 / 1.081 / 55 / 55,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 52,1.081 / 1.081 / 28 / 28
12,2-5,1.245 / 1.245 / 36 / 36,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 42,1.245 / 1.245 / 60 / 60
13,2-6,1.409 / 1.409 / 55 / 55,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 37,1.409 / 1.409 / 46 / 46
