,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.053 / 1.291 / 99 / 99,1.000 / 1.000 / 99 / 99,1.391 / 1.397 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,0.851 / 1.193 / 99 / 99,1.080 / 1.193 / 99 / 99,1.017 / 1.116 / 99 / 99,1.247 / 1.283 / 99 / 99
2,1-2,1.262 / 1.579 / 99 / 99,1.395 / 1.694 / 99 / 99,1.405 / 1.659 / 99 / 99,1.496 / 1.857 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.007 / 1.701 / 99 / 99,1.563 / 1.808 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.174 / 1.174 / 99 / 99,1.858 / 1.870 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.375 / 1.531 / 99 / 99,1.568 / 1.651 / 99 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.401 / 1.401 / 99 / 99,1.703 / 1.704 / 99 / 99,1.708 / 1.851 / 99 / 99,1.401 / 1.401 / 99 / 99
7,2-0,1.262 / 1.341 / 39 / 39,1.179 / 1.189 / 79 / 79,1.182 / 1.189 / 34 / 34,1.181 / 1.189 / 67 / 67
8,2-1,0.900 / 1.288 / 61 / 61,1.048 / 1.288 / 46 / 46,1.009 / 1.288 / 34 / 34,0.920 / 1.288 / 45 / 45
9,2-2,2.177 / 2.399 / 60 / 60,1.094 / 1.650 / 56 / 56,1.095 / 1.650 / 52 / 52,1.005 / 1.297 / 39 / 39
10,2-3,1.121 / 1.195 / 50 / 50,1.162 / 1.195 / 42 / 42,1.643 / 1.653 / 48 / 48,1.088 / 1.195 / 46 / 46
11,2-4,1.146 / 1.740 / 45 / 45,1.266 / 1.741 / 61 / 61,1.128 / 1.740 / 52 / 52,1.133 / 1.740 / 50 / 50
12,2-5,1.000 / 1.066 / 55 / 55,1.384 / 1.384 / 63 / 63,1.384 / 1.384 / 45 / 45,1.109 / 1.109 / 52 / 52
13,2-6,1.211 / 1.516 / 56 / 56,1.186 / 1.654 / 48 / 48,1.251 / 1.719 / 37 / 37,1.588 / 1.823 / 58 / 58
