,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.026 / 1.237 /  9,1.617 / 1.717 /  9,1.600 / 1.677 /  9,1.000 / 1.000 /  9,1.028 / 1.028 /  1
1,1-1,1.011 / 1.044 /  9,1.077 / 1.311 /  9,0.935 / 1.259 /  9,1.005 / 1.014 /  9,1.475 / 1.475 /  1
2,1-2,0.928 / 1.063 /  9,1.076 / 1.360 /  9,1.408 / 1.977 /  9,0.904 / 1.086 /  9,1.592 / 1.849 /  2
3,1-3,1.002 / 1.487 /  9,1.083 / 1.316 /  8,1.139 / 1.458 /  9,0.982 / 1.180 /  9,-1.000 / -1.000 /  0
4,1-4,1.486 / 2.008 /  9,1.883 / 2.072 /  9,1.697 / 2.011 /  9,1.454 / 1.684 /  9,1.556 / 1.556 /  1
5,1-5,1.138 / 1.310 /  9,1.322 / 1.725 /  9,1.879 / 2.393 /  9,1.138 / 1.310 /  9,596.527 / 1192.054 /  2
6,2-0,0.932 / 1.035 /  8,0.999 / 1.170 /  9,1.229 / 1.393 / 10,0.932 / 1.035 /  8,-1.000 / -1.000 /  0
7,2-1,1.254 / 1.254 /  7,1.667 / 1.979 /  6,1.555 / 1.928 /  4,0.919 / 0.919 /  4,-1.000 / -1.000 /  0
8,2-2,0.891 / 0.891 /  7,0.891 / 0.891 /  7,0.891 / 0.891 /  8,1.420 / 1.621 /  6,482.844 / 1446.749 /  3
9,2-3,1.284 / 1.284 /  6,1.674 / 2.513 /  5,1.528 / 1.845 /  6,1.004 / 1.321 /  6,1.465 / 1.465 /  1
10,2-4,0.941 / 0.941 /  6,0.941 / 0.941 /  6,1.731 / 1.731 /  5,1.385 / 1.385 /  5,-1.000 / -1.000 /  0
11,2-5,1.179 / 1.433 / 10,1.332 / 1.462 /  9,1.322 / 1.381 /  4,1.141 / 1.141 / 10,-1.000 / -1.000 /  0
12,2-6,1.486 / 1.531 /  4,1.158 / 2.185 /  6,1.083 / 1.276 /  8,1.567 / 1.794 /  8,-1.000 / -1.000 /  0
13,2-7,0.919 / 0.919 /  6,0.919 / 0.919 /  8,1.691 / 1.691 /  9,1.353 / 1.353 /  9,0.919 / 0.919 /  1
14,2-8,0.893 / 0.893 /  9,1.000 / 1.637 /  7,0.893 / 0.893 /  9,0.893 / 0.893 /  7,2.080 / 2.080 /  1
15,2-9,0.999 / 1.082 /  5,0.973 / 1.588 /  7,0.870 / 0.901 /  6,1.083 / 1.608 /  6,-1.000 / -1.000 /  0
16,2-10,0.952 / 0.952 /  8,1.265 / 1.410 /  9,1.407 / 1.477 /  8,0.992 / 1.352 / 10,-1.000 / -1.000 /  0
17,2-11,1.007 / 1.331 /  9,1.299 / 1.299 /  4,1.352 / 1.583 /  8,0.846 / 0.846 /  8,-1.000 / -1.000 /  0
