,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.024 / 1.213 /  9,0.974 / 1.000 /  9,1.078 / 1.349 /  9,1.056 / 1.291 /  9,1.125 / 1.361 /  9
1,1-1,1.036 / 1.320 /  9,1.097 / 1.380 /  9,1.096 / 1.387 /  9,1.036 / 1.320 /  9,1.071 / 1.320 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.314 / 1.353 /  9,1.445 / 1.748 /  9,1.357 / 1.748 /  9,1.318 / 1.748 /  9,1.357 / 1.748 /  9
4,1-4,1.000 / 1.000 /  9,1.468 / 1.500 /  9,1.468 / 1.500 /  9,1.468 / 1.532 /  9,1.545 / 1.608 /  9
5,1-5,1.950 / 2.323 /  9,1.998 / 2.323 /  9,2.016 / 2.331 /  9,1.950 / 2.323 /  9,1.926 / 2.323 /  9
6,2-0,2.065 / 2.065 /  6,2.065 / 2.065 /  4,2.197 / 2.463 /  6,2.065 / 2.065 /  7,2.065 / 2.065 /  6
7,2-1,0.889 / 0.889 /  5,1.033 / 1.272 /  8,0.932 / 1.272 /  9,0.932 / 1.272 /  9,0.932 / 1.272 /  9
8,2-2,1.749 / 2.002 /  8,1.650 / 1.853 /  5,1.737 / 2.002 /  8,1.742 / 2.002 /  8,1.599 / 1.599 /  9
9,2-3,1.342 / 1.681 /  9,1.300 / 1.300 /  5,1.348 / 1.681 /  8,1.300 / 1.300 /  6,1.300 / 1.300 /  9
10,2-4,0.950 / 1.230 /  6,0.894 / 0.894 /  5,0.894 / 0.894 /  7,1.062 / 1.230 /  2,0.894 / 0.894 /  8
11,2-5,0.891 / 0.891 /  9,1.496 / 1.743 /  5,1.347 / 1.499 /  8,1.343 / 1.499 /  7,1.450 / 1.743 /  7
12,2-6,1.284 / 1.284 /  7,1.552 / 2.363 /  7,1.566 / 1.864 /  8,1.327 / 1.625 /  8,1.284 / 1.284 /  8
13,2-7,1.167 / 1.167 /  6,1.369 / 1.548 /  9,1.207 / 1.523 /  9,1.221 / 1.523 /  8,1.222 / 1.548 /  7
14,2-8,1.444 / 1.743 /  8,1.334 / 1.334 /  8,1.458 / 1.743 /  7,1.474 / 2.521 /  9,1.409 / 1.733 /  7
15,2-9,1.142 / 1.206 /  8,0.993 / 1.206 /  8,0.945 / 1.059 /  9,0.953 / 1.100 /  7,0.918 / 0.922 /  8
16,2-10,1.336 / 1.618 /  7,1.289 / 1.289 /  8,1.585 / 1.866 /  6,1.513 / 2.083 /  5,1.457 / 1.626 /  6
17,2-11,0.909 / 0.909 /  4,1.356 / 1.788 /  6,1.344 / 1.398 /  6,1.497 / 1.823 /  5,1.460 / 2.154 /  7
