,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.044 / 1.396 /  9,1.694 / 1.944 /  9,1.429 / 1.579 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.361 / 1.544 /  9,1.371 / 1.544 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.387 / 1.387 /  9,1.394 / 1.398 /  9,1.396 / 1.398 /  9,1.387 / 1.387 /  9,1.542 / 1.542 /  9
3,1-3,1.091 / 1.821 /  9,1.000 / 1.000 /  9,1.045 / 1.401 /  9,1.136 / 2.221 /  9,1.000 / 1.000 /  9
4,1-4,1.432 / 1.729 /  9,1.876 / 2.176 /  9,2.026 / 2.152 /  9,1.391 / 1.654 /  9,1.364 / 1.371 /  9
5,1-5,1.275 / 1.513 /  9,1.463 / 1.537 /  9,1.269 / 1.513 /  9,1.224 / 1.224 /  9,1.450 / 2.240 /  9
6,2-0,1.014 / 1.868 / 10,0.919 / 0.919 /  7,0.977 / 1.320 /  7,0.990 / 1.552 /  9,0.919 / 0.919 /  6
7,2-1,1.039 / 1.281 /  6,1.101 / 1.101 /  6,1.147 / 1.472 /  8,0.990 / 0.990 /  8,1.033 / 1.281 /  8
8,2-2,1.358 / 1.399 /  6,0.909 / 0.909 /  8,0.909 / 0.909 /  8,1.825 / 2.145 /  8,1.750 / 1.848 /  7
9,2-3,0.969 / 1.155 /  7,0.923 / 1.155 /  9,1.235 / 1.585 /  8,0.894 / 0.894 /  7,1.036 / 1.626 /  7
10,2-4,0.899 / 0.952 /  6,0.872 / 0.872 /  9,0.872 / 0.872 /  9,0.872 / 0.872 /  9,1.163 / 1.843 / 10
11,2-5,1.334 / 1.614 /  7,1.317 / 1.330 /  7,1.330 / 1.330 /  5,1.242 / 1.242 /  7,1.195 / 1.507 / 10
12,2-6,1.172 / 1.347 /  8,1.030 / 1.326 /  8,1.362 / 1.703 /  7,1.142 / 1.385 /  9,1.103 / 1.385 / 13
13,2-7,1.221 / 2.016 /  9,1.202 / 1.529 / 11,1.352 / 1.504 /  8,1.213 / 1.660 /  7,1.175 / 1.379 /  9
14,2-8,1.431 / 1.431 /  8,1.431 / 1.431 /  9,1.431 / 1.431 /  7,1.431 / 1.431 /  6,1.431 / 1.431 /  8
15,2-9,1.210 / 1.486 /  7,1.100 / 1.100 /  6,1.153 / 1.313 /  8,1.155 / 1.486 /  7,1.505 / 2.740 / 10
16,2-10,0.989 / 0.989 /  2,1.161 / 1.331 /  8,1.097 / 1.331 /  6,1.035 / 1.149 /  7,1.221 / 1.455 /  4
17,2-11,0.983 / 1.321 /  9,1.310 / 1.403 /  5,1.362 / 1.579 / 10,0.995 / 1.321 /  7,0.965 / 1.164 /  9
