,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,1.495 / 1.495 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.032 / 1.284 /  9,-1.000 / -1.000 /  0,1.243 / 1.578 /  9,1.664 / 2.014 /  9,1.063 / 1.284 /  9
2,1-2,1.309 / 1.578 /  9,-1.000 / -1.000 /  0,1.654 / 1.823 /  9,1.137 / 1.348 /  9,1.322 / 1.578 /  9
3,1-3,1.312 / 1.312 /  9,-1.000 / -1.000 /  0,1.624 / 2.207 /  9,1.949 / 2.196 /  9,1.586 / 1.586 /  9
4,1-4,1.144 / 1.588 /  9,-1.000 / -1.000 /  0,1.205 / 1.428 /  9,1.327 / 1.588 /  9,1.039 / 1.355 /  9
5,1-5,1.014 / 1.063 /  9,-1.000 / -1.000 /  0,0.928 / 1.173 /  9,1.043 / 1.174 /  9,1.000 / 1.000 /  9
6,2-0,0.748 / 0.748 /  6,-1.000 / -1.000 /  0,2.238 / 2.299 /  6,0.748 / 0.748 /  8,0.748 / 0.748 /  6
7,2-1,0.561 / 0.561 /  7,-1.000 / -1.000 /  0,0.720 / 0.809 /  3,0.898 / 0.955 /  7,0.561 / 0.561 / 11
8,2-2,1.183 / 1.416 /  3,-1.000 / -1.000 /  0,1.149 / 1.426 /  8,1.366 / 1.863 /  7,1.085 / 1.105 /  2
9,2-3,1.181 / 1.523 /  8,-1.000 / -1.000 /  0,0.703 / 0.703 /  5,0.703 / 0.703 /  9,0.748 / 0.975 /  6
10,2-4,1.647 / 2.095 /  8,-1.000 / -1.000 /  0,1.198 / 1.198 /  7,1.198 / 1.198 /  5,1.198 / 1.198 /  8
11,2-5,0.976 / 1.461 /  5,-1.000 / -1.000 /  0,0.675 / 0.675 /  5,0.712 / 0.938 /  7,0.778 / 0.938 /  7
12,2-6,0.711 / 0.711 /  7,-1.000 / -1.000 /  0,0.711 / 0.711 /  7,0.807 / 1.384 /  7,0.879 / 1.384 /  8
13,2-7,1.261 / 1.261 /  6,-1.000 / -1.000 /  0,1.261 / 1.261 /  5,1.261 / 1.261 /  5,1.261 / 1.261 / 11
14,2-8,1.320 / 1.320 /  4,-1.000 / -1.000 /  0,1.934 / 2.154 / 11,1.320 / 1.320 /  6,1.330 / 1.360 /  4
15,2-9,0.969 / 1.316 / 10,-1.000 / -1.000 /  0,0.930 / 0.930 / 10,0.930 / 0.930 /  5,0.968 / 1.232 /  8
16,2-10,0.595 / 0.595 /  7,-1.000 / -1.000 /  0,0.715 / 0.715 /  5,0.987 / 1.332 / 10,0.595 / 0.595 /  9
17,2-11,0.829 / 1.104 /  7,-1.000 / -1.000 /  0,1.243 / 1.385 /  8,0.783 / 0.783 / 10,0.847 / 1.104 /  5
