,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.288 / 1.546 /  9,1.402 / 1.546 /  9,1.460 / 1.852 /  9,1.303 / 1.433 /  9,2.407 / 2.598 /  9
1,1-1,1.036 / 1.325 /  9,1.164 / 1.325 /  9,1.191 / 1.325 /  9,1.022 / 1.199 /  9,1.000 / 1.000 /  9
2,1-2,1.092 / 1.496 /  9,1.034 / 1.034 /  9,1.045 / 1.430 /  9,1.019 / 1.453 /  9,1.069 / 1.206 /  9
3,1-3,1.494 / 2.034 /  9,1.629 / 2.034 /  9,2.028 / 2.427 /  9,1.492 / 1.754 /  9,2.741 / 2.837 /  9
4,1-4,2.257 / 2.527 /  9,2.396 / 2.527 /  9,2.812 / 3.096 /  9,2.351 / 2.670 /  9,3.258 / 3.357 /  9
5,1-5,1.602 / 1.959 /  9,1.473 / 1.539 /  9,1.925 / 2.502 /  9,1.632 / 1.883 /  9,1.809 / 2.009 /  9
6,2-0,0.891 / 0.891 /  9,0.891 / 0.891 /  8,0.891 / 0.891 /  4,0.891 / 0.891 /  6,0.891 / 0.891 /  6
7,2-1,0.978 / 0.978 /  4,0.924 / 0.924 /  7,1.821 / 1.828 /  2,1.817 / 1.835 /  8,0.924 / 0.924 /  7
8,2-2,0.887 / 0.887 /  8,0.887 / 0.887 /  7,0.887 / 0.887 /  7,0.887 / 0.887 /  7,0.887 / 0.887 /  7
9,2-3,0.914 / 0.914 /  6,0.978 / 0.978 /  8,0.985 / 1.016 /  6,0.949 / 1.193 /  8,1.049 / 1.049 /  7
10,2-4,0.894 / 0.894 /  9,0.845 / 0.845 /  4,1.658 / 1.658 / 10,1.495 / 1.658 /  5,0.845 / 0.845 /  7
11,2-5,0.920 / 0.920 /  6,0.920 / 0.920 /  4,0.920 / 0.920 /  9,1.184 / 1.184 /  4,2.085 / 2.085 /  4
12,2-6,1.068 / 1.964 /  7,1.177 / 1.362 /  5,1.139 / 1.876 /  8,0.919 / 0.919 /  4,2.030 / 2.218 /  6
13,2-7,0.941 / 1.106 /  5,0.940 / 1.226 /  8,1.063 / 2.042 /  7,1.157 / 1.157 /  7,2.079 / 2.365 /  8
14,2-8,1.225 / 1.316 /  4,0.904 / 0.913 /  7,1.885 / 2.180 /  7,1.767 / 1.767 /  9,0.900 / 0.900 /  7
15,2-9,0.973 / 0.973 /  8,0.976 / 0.985 /  9,1.265 / 1.445 / 10,0.978 / 1.021 / 11,1.187 / 1.228 /  7
16,2-10,0.915 / 1.051 /  7,0.892 / 0.892 /  7,1.963 / 2.188 /  5,0.944 / 1.195 /  9,0.958 / 1.195 /  7
17,2-11,1.544 / 1.885 /  8,1.802 / 1.802 /  4,1.494 / 1.494 /  8,1.538 / 1.800 /  7,1.532 / 1.800 /  8
